model,dataset,seed,quantizer_reference,delta_mode,Delta_value,G_mode,G_value,L_value_if_used,S3_sq_if_used,rho3_q90_if_used,d_mode,formula_name,hstar_cont,oracle_source,oracle_path,empirical_min_nmse_h,empirical_min_nmse,empirical_max_corr_h,empirical_max_corr,h_over_empirical_min_nmse_h,empirical_min_nmse_h_over_h,notes
roberta-large,SST-5,16,rtnclip_g128,rtnclip_g128_delta_scale_rms_from_dequant_recon_mse,0.0009349233635846558,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,no_d_term,new_h6_S3_empirical_third_moment,0.003079036119442633,current_groupwise256_main_latest,experiments/main_latest/roberta-large/sst5/groupwise_int8_block256_window_continuation_seed16_20260517/02_dense_probe_window/groupwise256_dense_probe_summary.csv,0.0015,0.0202737131770456,0.0015,0.9903729237876536,2.0526907462950885,0.48716544457800315,new strict two-point h6 using S3_sq; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,rtnclip_g128,rtnclip_g128_delta_scale_rms_from_dequant_recon_mse,0.0009349233635846558,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,no_d_term,new_h6_S3_empirical_third_moment,0.003079036119442633,older_probe_window_h100_20260512,experiments/int8_update_sparse_plan/probe_window_h100_20260512/dense_probe_summary.csv,0.003,0.1263930602270424,0.003,0.9375666196909768,1.0263453731475443,0.9743308891560063,new strict two-point h6 using S3_sq; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gtrue_clean32_proxy,13.359580337699002,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,all_trainable,old_h4_Lsmooth_all_trainable,0.0006894496311142213,current_rtnclip_g128_reprobe,outputs/rtnclip_int8_mse_reprobe/int8_mse_probe_summary.csv,0.0015,0.0184069803733316,0.0015,0.991070451685224,0.45963308740948083,2.175648419125044,old h4 fourth-root L-smooth envelope; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gtrue_clean32_proxy,13.359580337699002,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,all_trainable,old_h4_Lsmooth_all_trainable,0.0006894496311142213,current_groupwise256_main_latest,experiments/main_latest/roberta-large/sst5/groupwise_int8_block256_window_continuation_seed16_20260517/02_dense_probe_window/groupwise256_dense_probe_summary.csv,0.0015,0.0202737131770456,0.0015,0.9903729237876536,0.45963308740948083,2.175648419125044,old h4 fourth-root L-smooth envelope; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gtrue_clean32_proxy,13.359580337699002,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,all_trainable,old_h4_Lsmooth_all_trainable,0.0006894496311142213,older_probe_window_h100_20260512,experiments/int8_update_sparse_plan/probe_window_h100_20260512/dense_probe_summary.csv,0.003,0.1263930602270424,0.003,0.9375666196909768,0.22981654370474042,4.351296838250088,old h4 fourth-root L-smooth envelope; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gtrue_clean32_proxy,13.359580337699002,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,all_trainable,new_h6_rho3_bound_all_trainable,0.0032067755421374615,current_rtnclip_g128_reprobe,outputs/rtnclip_int8_mse_reprobe/int8_mse_probe_summary.csv,0.0015,0.0184069803733316,0.0015,0.991070451685224,2.137850361424974,0.4677595860046325,new h6 rho3 bound constant 2; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gtrue_clean32_proxy,13.359580337699002,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,all_trainable,new_h6_rho3_bound_all_trainable,0.0032067755421374615,current_groupwise256_main_latest,experiments/main_latest/roberta-large/sst5/groupwise_int8_block256_window_continuation_seed16_20260517/02_dense_probe_window/groupwise256_dense_probe_summary.csv,0.0015,0.0202737131770456,0.0015,0.9903729237876536,2.137850361424974,0.4677595860046325,new h6 rho3 bound constant 2; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gtrue_clean32_proxy,13.359580337699002,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,all_trainable,new_h6_rho3_bound_all_trainable,0.0032067755421374615,older_probe_window_h100_20260512,experiments/int8_update_sparse_plan/probe_window_h100_20260512/dense_probe_summary.csv,0.003,0.1263930602270424,0.003,0.9375666196909768,1.068925180712487,0.935519172009265,new h6 rho3 bound constant 2; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gtrue_clean32_proxy,13.359580337699002,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,all_trainable,new_h6_rho3_gate_all_trainable,0.0016033877710687307,current_rtnclip_g128_reprobe,outputs/rtnclip_int8_mse_reprobe/int8_mse_probe_summary.csv,0.0015,0.0184069803733316,0.0015,0.991070451685224,1.068925180712487,0.935519172009265,new h6 conservative rho3 gate constant 128; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gtrue_clean32_proxy,13.359580337699002,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,all_trainable,new_h6_rho3_gate_all_trainable,0.0016033877710687307,current_groupwise256_main_latest,experiments/main_latest/roberta-large/sst5/groupwise_int8_block256_window_continuation_seed16_20260517/02_dense_probe_window/groupwise256_dense_probe_summary.csv,0.0015,0.0202737131770456,0.0015,0.9903729237876536,1.068925180712487,0.935519172009265,new h6 conservative rho3 gate constant 128; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gtrue_clean32_proxy,13.359580337699002,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,all_trainable,new_h6_rho3_gate_all_trainable,0.0016033877710687307,older_probe_window_h100_20260512,experiments/int8_update_sparse_plan/probe_window_h100_20260512/dense_probe_summary.csv,0.003,0.1263930602270424,0.003,0.9375666196909768,0.5344625903562435,1.87103834401853,new h6 conservative rho3 gate constant 128; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gtrue_clean32_proxy,13.359580337699002,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,rtnclip_quantized_values,old_h4_Lsmooth_rtnclip_quantized_values,0.0007384840194568482,current_rtnclip_g128_reprobe,outputs/rtnclip_int8_mse_reprobe/int8_mse_probe_summary.csv,0.0015,0.0184069803733316,0.0015,0.991070451685224,0.4923226796378988,2.031188164509292,old h4 fourth-root L-smooth envelope; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gtrue_clean32_proxy,13.359580337699002,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,rtnclip_quantized_values,old_h4_Lsmooth_rtnclip_quantized_values,0.0007384840194568482,current_groupwise256_main_latest,experiments/main_latest/roberta-large/sst5/groupwise_int8_block256_window_continuation_seed16_20260517/02_dense_probe_window/groupwise256_dense_probe_summary.csv,0.0015,0.0202737131770456,0.0015,0.9903729237876536,0.4923226796378988,2.031188164509292,old h4 fourth-root L-smooth envelope; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gtrue_clean32_proxy,13.359580337699002,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,rtnclip_quantized_values,old_h4_Lsmooth_rtnclip_quantized_values,0.0007384840194568482,older_probe_window_h100_20260512,experiments/int8_update_sparse_plan/probe_window_h100_20260512/dense_probe_summary.csv,0.003,0.1263930602270424,0.003,0.9375666196909768,0.2461613398189494,4.062376329018584,old h4 fourth-root L-smooth envelope; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gtrue_clean32_proxy,13.359580337699002,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,rtnclip_quantized_values,new_h6_rho3_bound_rtnclip_quantized_values,0.0034348448161453894,current_rtnclip_g128_reprobe,outputs/rtnclip_int8_mse_reprobe/int8_mse_probe_summary.csv,0.0015,0.0184069803733316,0.0015,0.991070451685224,2.2898965440969263,0.4367009516556012,new h6 rho3 bound constant 2; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gtrue_clean32_proxy,13.359580337699002,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,rtnclip_quantized_values,new_h6_rho3_bound_rtnclip_quantized_values,0.0034348448161453894,current_groupwise256_main_latest,experiments/main_latest/roberta-large/sst5/groupwise_int8_block256_window_continuation_seed16_20260517/02_dense_probe_window/groupwise256_dense_probe_summary.csv,0.0015,0.0202737131770456,0.0015,0.9903729237876536,2.2898965440969263,0.4367009516556012,new h6 rho3 bound constant 2; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gtrue_clean32_proxy,13.359580337699002,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,rtnclip_quantized_values,new_h6_rho3_bound_rtnclip_quantized_values,0.0034348448161453894,older_probe_window_h100_20260512,experiments/int8_update_sparse_plan/probe_window_h100_20260512/dense_probe_summary.csv,0.003,0.1263930602270424,0.003,0.9375666196909768,1.1449482720484632,0.8734019033112024,new h6 rho3 bound constant 2; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gtrue_clean32_proxy,13.359580337699002,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,rtnclip_quantized_values,new_h6_rho3_gate_rtnclip_quantized_values,0.0017174224080726947,current_rtnclip_g128_reprobe,outputs/rtnclip_int8_mse_reprobe/int8_mse_probe_summary.csv,0.0015,0.0184069803733316,0.0015,0.991070451685224,1.1449482720484632,0.8734019033112024,new h6 conservative rho3 gate constant 128; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gtrue_clean32_proxy,13.359580337699002,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,rtnclip_quantized_values,new_h6_rho3_gate_rtnclip_quantized_values,0.0017174224080726947,current_groupwise256_main_latest,experiments/main_latest/roberta-large/sst5/groupwise_int8_block256_window_continuation_seed16_20260517/02_dense_probe_window/groupwise256_dense_probe_summary.csv,0.0015,0.0202737131770456,0.0015,0.9903729237876536,1.1449482720484632,0.8734019033112024,new h6 conservative rho3 gate constant 128; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gtrue_clean32_proxy,13.359580337699002,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,rtnclip_quantized_values,new_h6_rho3_gate_rtnclip_quantized_values,0.0017174224080726947,older_probe_window_h100_20260512,experiments/int8_update_sparse_plan/probe_window_h100_20260512/dense_probe_summary.csv,0.003,0.1263930602270424,0.003,0.9375666196909768,0.5724741360242316,1.7468038066224048,new h6 conservative rho3 gate constant 128; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gtrue_clean32_proxy,13.359580337699002,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,no_d_term,new_h6_S3_empirical_third_moment,0.00379702847853255,current_rtnclip_g128_reprobe,outputs/rtnclip_int8_mse_reprobe/int8_mse_probe_summary.csv,0.0015,0.0184069803733316,0.0015,0.991070451685224,2.5313523190216998,0.39504575972517064,new strict two-point h6 using S3_sq; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gtrue_clean32_proxy,13.359580337699002,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,no_d_term,new_h6_S3_empirical_third_moment,0.00379702847853255,current_groupwise256_main_latest,experiments/main_latest/roberta-large/sst5/groupwise_int8_block256_window_continuation_seed16_20260517/02_dense_probe_window/groupwise256_dense_probe_summary.csv,0.0015,0.0202737131770456,0.0015,0.9903729237876536,2.5313523190216998,0.39504575972517064,new strict two-point h6 using S3_sq; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gtrue_clean32_proxy,13.359580337699002,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,no_d_term,new_h6_S3_empirical_third_moment,0.00379702847853255,older_probe_window_h100_20260512,experiments/int8_update_sparse_plan/probe_window_h100_20260512/dense_probe_summary.csv,0.003,0.1263930602270424,0.003,0.9375666196909768,1.2656761595108499,0.7900915194503413,new strict two-point h6 using S3_sq; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,all_trainable,old_h4_Lsmooth_all_trainable,0.000742935630962275,current_rtnclip_g128_reprobe,outputs/rtnclip_int8_mse_reprobe/int8_mse_probe_summary.csv,0.0015,0.0184069803733316,0.0015,0.991070451685224,0.4952904206415166,2.019017445774071,old h4 fourth-root L-smooth envelope; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,all_trainable,old_h4_Lsmooth_all_trainable,0.000742935630962275,current_groupwise256_main_latest,experiments/main_latest/roberta-large/sst5/groupwise_int8_block256_window_continuation_seed16_20260517/02_dense_probe_window/groupwise256_dense_probe_summary.csv,0.0015,0.0202737131770456,0.0015,0.9903729237876536,0.4952904206415166,2.019017445774071,old h4 fourth-root L-smooth envelope; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,all_trainable,old_h4_Lsmooth_all_trainable,0.000742935630962275,older_probe_window_h100_20260512,experiments/int8_update_sparse_plan/probe_window_h100_20260512/dense_probe_summary.csv,0.003,0.1263930602270424,0.003,0.9375666196909768,0.2476452103207583,4.038034891548142,old h4 fourth-root L-smooth envelope; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,all_trainable,new_h6_rho3_bound_all_trainable,0.0033705516908570598,current_rtnclip_g128_reprobe,outputs/rtnclip_int8_mse_reprobe/int8_mse_probe_summary.csv,0.0015,0.0184069803733316,0.0015,0.991070451685224,2.2470344605713732,0.44503100310518656,new h6 rho3 bound constant 2; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,all_trainable,new_h6_rho3_bound_all_trainable,0.0033705516908570598,current_groupwise256_main_latest,experiments/main_latest/roberta-large/sst5/groupwise_int8_block256_window_continuation_seed16_20260517/02_dense_probe_window/groupwise256_dense_probe_summary.csv,0.0015,0.0202737131770456,0.0015,0.9903729237876536,2.2470344605713732,0.44503100310518656,new h6 rho3 bound constant 2; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,all_trainable,new_h6_rho3_bound_all_trainable,0.0033705516908570598,older_probe_window_h100_20260512,experiments/int8_update_sparse_plan/probe_window_h100_20260512/dense_probe_summary.csv,0.003,0.1263930602270424,0.003,0.9375666196909768,1.1235172302856866,0.8900620062103731,new h6 rho3 bound constant 2; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,all_trainable,new_h6_rho3_gate_all_trainable,0.0016852758454285299,current_rtnclip_g128_reprobe,outputs/rtnclip_int8_mse_reprobe/int8_mse_probe_summary.csv,0.0015,0.0184069803733316,0.0015,0.991070451685224,1.1235172302856866,0.8900620062103731,new h6 conservative rho3 gate constant 128; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,all_trainable,new_h6_rho3_gate_all_trainable,0.0016852758454285299,current_groupwise256_main_latest,experiments/main_latest/roberta-large/sst5/groupwise_int8_block256_window_continuation_seed16_20260517/02_dense_probe_window/groupwise256_dense_probe_summary.csv,0.0015,0.0202737131770456,0.0015,0.9903729237876536,1.1235172302856866,0.8900620062103731,new h6 conservative rho3 gate constant 128; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,all_trainable,new_h6_rho3_gate_all_trainable,0.0016852758454285299,older_probe_window_h100_20260512,experiments/int8_update_sparse_plan/probe_window_h100_20260512/dense_probe_summary.csv,0.003,0.1263930602270424,0.003,0.9375666196909768,0.5617586151428433,1.7801240124207462,new h6 conservative rho3 gate constant 128; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,rtnclip_quantized_values,old_h4_Lsmooth_rtnclip_quantized_values,0.0007957740002907278,current_rtnclip_g128_reprobe,outputs/rtnclip_int8_mse_reprobe/int8_mse_probe_summary.csv,0.0015,0.0184069803733316,0.0015,0.991070451685224,0.5305160001938185,1.8849572861792299,old h4 fourth-root L-smooth envelope; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,rtnclip_quantized_values,old_h4_Lsmooth_rtnclip_quantized_values,0.0007957740002907278,current_groupwise256_main_latest,experiments/main_latest/roberta-large/sst5/groupwise_int8_block256_window_continuation_seed16_20260517/02_dense_probe_window/groupwise256_dense_probe_summary.csv,0.0015,0.0202737131770456,0.0015,0.9903729237876536,0.5305160001938185,1.8849572861792299,old h4 fourth-root L-smooth envelope; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,rtnclip_quantized_values,old_h4_Lsmooth_rtnclip_quantized_values,0.0007957740002907278,older_probe_window_h100_20260512,experiments/int8_update_sparse_plan/probe_window_h100_20260512/dense_probe_summary.csv,0.003,0.1263930602270424,0.003,0.9375666196909768,0.26525800009690925,3.7699145723584597,old h4 fourth-root L-smooth envelope; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,rtnclip_quantized_values,new_h6_rho3_bound_rtnclip_quantized_values,0.0036102688980762395,current_rtnclip_g128_reprobe,outputs/rtnclip_int8_mse_reprobe/int8_mse_probe_summary.csv,0.0015,0.0184069803733316,0.0015,0.991070451685224,2.4068459320508264,0.41548151740145645,new h6 rho3 bound constant 2; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,rtnclip_quantized_values,new_h6_rho3_bound_rtnclip_quantized_values,0.0036102688980762395,current_groupwise256_main_latest,experiments/main_latest/roberta-large/sst5/groupwise_int8_block256_window_continuation_seed16_20260517/02_dense_probe_window/groupwise256_dense_probe_summary.csv,0.0015,0.0202737131770456,0.0015,0.9903729237876536,2.4068459320508264,0.41548151740145645,new h6 rho3 bound constant 2; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,rtnclip_quantized_values,new_h6_rho3_bound_rtnclip_quantized_values,0.0036102688980762395,older_probe_window_h100_20260512,experiments/int8_update_sparse_plan/probe_window_h100_20260512/dense_probe_summary.csv,0.003,0.1263930602270424,0.003,0.9375666196909768,1.2034229660254132,0.8309630348029129,new h6 rho3 bound constant 2; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,rtnclip_quantized_values,new_h6_rho3_gate_rtnclip_quantized_values,0.0018051344490381197,current_rtnclip_g128_reprobe,outputs/rtnclip_int8_mse_reprobe/int8_mse_probe_summary.csv,0.0015,0.0184069803733316,0.0015,0.991070451685224,1.2034229660254132,0.8309630348029129,new h6 conservative rho3 gate constant 128; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,rtnclip_quantized_values,new_h6_rho3_gate_rtnclip_quantized_values,0.0018051344490381197,current_groupwise256_main_latest,experiments/main_latest/roberta-large/sst5/groupwise_int8_block256_window_continuation_seed16_20260517/02_dense_probe_window/groupwise256_dense_probe_summary.csv,0.0015,0.0202737131770456,0.0015,0.9903729237876536,1.2034229660254132,0.8309630348029129,new h6 conservative rho3 gate constant 128; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
roberta-large,SST-5,16,groupwise256_rep,groupwise256_rep_delta_scale_rms_from_dequant_recon_mse,0.0020359190845414933,Gfd_int8_stable_h_1e-3_to_3e-3,15.51279679950597,3.506662235592895e-05,1110851602258.63,2.123549676555676e-07,rtnclip_quantized_values,new_h6_rho3_gate_rtnclip_quantized_values,0.0018051344490381197,older_probe_window_h100_20260512,experiments/int8_update_sparse_plan/probe_window_h100_20260512/dense_probe_summary.csv,0.003,0.1263930602270424,0.003,0.9375666196909768,0.6017114830127066,1.6619260696058258,new h6 conservative rho3 gate constant 128; base weights interpreted through fake-quant/dequantized INT8 scale; L/S3 are clean FP32 geometry proxies from seed16 initial state.
