model,task,precision,perturbation_mode,h,A_uniform,p_active,V_norm,V_align,p_clip,relative_disp,locality_proxy,jump_zero_frac,jump_one_frac,jump_ge2_frac,source_path,p_clip_base,p_clip_delta,p_active_norm,locality_rel_disp_limit,locality_relaxed_for_int4,score_geom,nMSE_loss,corr_loss,normalized_curve
roberta-large,sst-5,int4,dense,0.0015,0.8725815816651895,0.3195746919565876,1.3314850619623368,0.713590765482964,0.0287240950188167,,,,,,/scratch/jy03364/MeZO_/outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d8_v2/int4_mse_probe_summary.csv,0.0265360890811503,0.002188005937666399,0.3195746919565876,0.25,True,,1.854662029725723,0.364601671925615,
roberta-large,sst-5,int4,dense,0.0015,0.8725815816651895,0.3195746919565876,1.3314850619623368,0.713590765482964,0.0287240950188167,,,,,,/scratch/jy03364/MeZO_/outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d8_v2/int4_mse_probe_summary.csv,0.0265360890811503,0.002188005937666399,0.3195746919565876,0.25,True,,1.7479782438668303,-0.2984557242601773,
roberta-large,sst-5,int4,dense,0.0015,0.8727439400897608,0.3195277555470257,1.3315159474410367,0.7135441309683229,0.0287160604991682,,,,,,/scratch/jy03364/MeZO_/outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d16/int4_mse_probe_summary.csv,0.0265360890811503,0.002179971418017901,0.3195277555470257,0.25,True,,1.854662029725723,0.364601671925615,
roberta-large,sst-5,int4,dense,0.0015,0.8727439400897608,0.3195277555470257,1.3315159474410367,0.7135441309683229,0.0287160604991682,,,,,,/scratch/jy03364/MeZO_/outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d16/int4_mse_probe_summary.csv,0.0265360890811503,0.002179971418017901,0.3195277555470257,0.25,True,,1.7479782438668303,-0.2984557242601773,
roberta-large,sst-5,int4,dense,0.002,0.5148288770947979,0.416768057364265,1.2025323771684056,0.8029951122294233,0.0290367522172798,,,,,,/scratch/jy03364/MeZO_/outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d16/int4_mse_probe_summary.csv,0.0265360890811503,0.0025006631361295002,0.416768057364265,0.25,True,,0.5421256760967027,0.8274394211254475,
roberta-large,sst-5,int4,dense,0.002,0.5148288770947979,0.416768057364265,1.2025323771684056,0.8029951122294233,0.0290367522172798,,,,,,/scratch/jy03364/MeZO_/outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d16/int4_mse_probe_summary.csv,0.0265360890811503,0.0025006631361295002,0.416768057364265,0.25,True,,0.7528432285249941,0.525474235395163,
roberta-large,sst-5,int4,dense,0.002,0.5146765284216153,0.4168272929123887,1.2024795993246773,0.8030409247445056,0.0290453188839863,,,,,,/scratch/jy03364/MeZO_/outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d8_v2/int4_mse_probe_summary.csv,0.0265360890811503,0.0025092298028360008,0.4168272929123887,0.25,True,,0.5421256760967027,0.8274394211254475,
roberta-large,sst-5,int4,dense,0.002,0.5146765284216153,0.4168272929123887,1.2024795993246773,0.8030409247445056,0.0290453188839863,,,,,,/scratch/jy03364/MeZO_/outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d8_v2/int4_mse_probe_summary.csv,0.0265360890811503,0.0025092298028360008,0.4168272929123887,0.25,True,,0.7528432285249941,0.525474235395163,
roberta-large,sst-5,int4,dense,0.003,0.2398298023550321,0.5600577544133324,1.0937261239081604,0.8943770244621909,0.0299298168826357,,,,,,/scratch/jy03364/MeZO_/outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d16/int4_mse_probe_summary.csv,0.0265360890811503,0.003393727801485398,0.5600577544133324,0.25,True,,0.7942113862009239,0.6225660652153692,
roberta-large,sst-5,int4,dense,0.003,0.2398298023550321,0.5600577544133324,1.0937261239081604,0.8943770244621909,0.0299298168826357,,,,,,/scratch/jy03364/MeZO_/outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d16/int4_mse_probe_summary.csv,0.0265360890811503,0.003393727801485398,0.5600577544133324,0.25,True,,0.695355156337712,0.6427715113619198,
roberta-large,sst-5,int4,dense,0.003,0.2397789745243301,0.5601070661017193,1.0937092302535345,0.8943971815335319,0.02994260089802,,,,,,/scratch/jy03364/MeZO_/outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d8_v2/int4_mse_probe_summary.csv,0.0265360890811503,0.003406511816869698,0.5601070661017193,0.25,True,,0.7942113862009239,0.6225660652153692,
roberta-large,sst-5,int4,dense,0.003,0.2397789745243301,0.5601070661017193,1.0937092302535345,0.8943971815335319,0.02994260089802,,,,,,/scratch/jy03364/MeZO_/outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d8_v2/int4_mse_probe_summary.csv,0.0265360890811503,0.003406511816869698,0.5601070661017193,0.25,True,,0.695355156337712,0.6427715113619198,
roberta-large,sst-5,int4,dense,0.003,1.0040297476687212,0.3213476578146279,1.3804228668245344,0.68874958595957,0.0305129037991668,0.1344250314490967,306619.35943693464,0.6786523421853721,0.3109125285388128,0.0104351292758151,/scratch/jy03364/MeZO_/interval_aware_h_probe/interval_geometry_summary.csv,0.0265360890811503,0.003976814718016499,0.3213476578146279,0.25,True,0.7812602521813637,0.7942113862009239,0.6225660652153692,
roberta-large,sst-5,int4,dense,0.003,1.0040297476687212,0.3213476578146279,1.3804228668245344,0.68874958595957,0.0305129037991668,0.1344250314490967,306619.35943693464,0.6786523421853721,0.3109125285388128,0.0104351292758151,/scratch/jy03364/MeZO_/interval_aware_h_probe/interval_geometry_summary.csv,0.0265360890811503,0.003976814718016499,0.3213476578146279,0.25,True,0.7812602521813637,0.695355156337712,0.6427715113619198,
roberta-large,sst-5,int4,dense,0.004,0.1409742080074549,0.6519027823776747,1.049149761506203,0.933966286955596,0.0311531663902464,,,,,,/scratch/jy03364/MeZO_/outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d16/int4_mse_probe_summary.csv,0.0265360890811503,0.0046170773090961,0.6519027823776747,0.25,True,,0.5531507315920412,0.7293692668156866,
roberta-large,sst-5,int4,dense,0.004,0.1409742080074549,0.6519027823776747,1.049149761506203,0.933966286955596,0.0311531663902464,,,,,,/scratch/jy03364/MeZO_/outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d16/int4_mse_probe_summary.csv,0.0265360890811503,0.0046170773090961,0.6519027823776747,0.25,True,,0.5312928749762986,0.768773693575919,
roberta-large,sst-5,int4,dense,0.004,0.1409441240344537,0.6519389453957481,1.049128553281595,0.9339782963562172,0.0311639156898553,,,,,,/scratch/jy03364/MeZO_/outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d8_v2/int4_mse_probe_summary.csv,0.0265360890811503,0.004627826608705001,0.6519389453957481,0.25,True,,0.5531507315920412,0.7293692668156866,
roberta-large,sst-5,int4,dense,0.004,0.1409441240344537,0.6519389453957481,1.049128553281595,0.9339782963562172,0.0311639156898553,,,,,,/scratch/jy03364/MeZO_/outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d8_v2/int4_mse_probe_summary.csv,0.0265360890811503,0.004627826608705001,0.6519389453957481,0.25,True,,0.5312928749762986,0.768773693575919,
roberta-large,sst-5,int4,dense,0.005,0.0948113709433785,0.7135083370616873,1.0260671661919831,0.954129770144496,0.032779476156195,,,,,,/scratch/jy03364/MeZO_/outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d8_v2/int4_mse_probe_summary.csv,0.0265360890811503,0.006243387075044703,0.7135083370616873,0.25,True,,0.7080436334674773,0.5912501752502053,
roberta-large,sst-5,int4,dense,0.005,0.0948113709433785,0.7135083370616873,1.0260671661919831,0.954129770144496,0.032779476156195,,,,,,/scratch/jy03364/MeZO_/outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d8_v2/int4_mse_probe_summary.csv,0.0265360890811503,0.006243387075044703,0.7135083370616873,0.25,True,,0.6627581136064538,0.7306335220375679,
roberta-large,sst-5,int4,dense,0.005,0.0948361604031309,0.7134667905118612,1.0260769118568365,0.9541183737309704,0.0327647274795702,,,,,,/scratch/jy03364/MeZO_/outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d16/int4_mse_probe_summary.csv,0.0265360890811503,0.006228638398419903,0.7134667905118612,0.25,True,,0.7080436334674773,0.5912501752502053,
roberta-large,sst-5,int4,dense,0.005,0.0948361604031309,0.7134667905118612,1.0260769118568365,0.9541183737309704,0.0327647274795702,,,,,,/scratch/jy03364/MeZO_/outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d16/int4_mse_probe_summary.csv,0.0265360890811503,0.006228638398419903,0.7134667905118612,0.25,True,,0.6627581136064538,0.7306335220375679,
roberta-large,sst-5,int4,dense,0.01,0.0344936214761013,0.8498688420004392,0.9844285669018014,0.9826035362066932,0.0477912277466235,,,,,,/scratch/jy03364/MeZO_/outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d8_v2/int4_mse_probe_summary.csv,0.0265360890811503,0.021255138665473197,0.8498688420004392,0.25,True,,0.8575605885759294,0.3845377139574787,
roberta-large,sst-5,int4,dense,0.01,0.0344936214761013,0.8498688420004392,0.9844285669018014,0.9826035362066932,0.0477912277466235,,,,,,/scratch/jy03364/MeZO_/outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d8_v2/int4_mse_probe_summary.csv,0.0265360890811503,0.021255138665473197,0.8498688420004392,0.25,True,,0.9128632092126668,0.2285708281674947,
roberta-large,sst-5,int4,dense,0.01,0.1153451760248642,0.701507018294881,1.0360306974601423,0.9449591646432488,0.0458173115436994,0.2724786015459962,465852.4795843461,0.2984929817051189,0.4012988914924297,0.3002081268024513,/scratch/jy03364/MeZO_/interval_aware_h_probe/interval_geometry_summary.csv,0.0265360890811503,0.019281222462549097,0.701507018294881,0.25,True,0.4739841957326566,0.8575605885759294,0.3845377139574787,
roberta-large,sst-5,int4,dense,0.01,0.1153451760248642,0.701507018294881,1.0360306974601423,0.9449591646432488,0.0458173115436994,0.2724786015459962,465852.4795843461,0.2984929817051189,0.4012988914924297,0.3002081268024513,/scratch/jy03364/MeZO_/interval_aware_h_probe/interval_geometry_summary.csv,0.0265360890811503,0.019281222462549097,0.701507018294881,0.25,True,0.4739841957326566,0.9128632092126668,0.2285708281674947,
roberta-large,sst-5,int4,dense,0.01,0.034494639315009,0.8498525541231001,0.984444649871826,0.9826030492091292,0.0477677580444122,,,,,,/scratch/jy03364/MeZO_/outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d16/int4_mse_probe_summary.csv,0.0265360890811503,0.021231668963261896,0.8498525541231001,0.25,True,,0.8575605885759294,0.3845377139574787,
roberta-large,sst-5,int4,dense,0.01,0.034494639315009,0.8498525541231001,0.984444649871826,0.9826030492091292,0.0477677580444122,,,,,,/scratch/jy03364/MeZO_/outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d16/int4_mse_probe_summary.csv,0.0265360890811503,0.021231668963261896,0.8498525541231001,0.25,True,,0.9128632092126668,0.2285708281674947,
roberta-large,sst-5,int4,dense,0.03,0.0311170547486392,0.892670750971321,0.9571005920364972,0.9847059186768498,0.1411583816490427,0.6860074565125822,2079668.8286641475,0.107329249028679,0.185866528478731,0.7068042224925899,/scratch/jy03364/MeZO_/interval_aware_h_probe/interval_geometry_summary.csv,0.0265360890811503,0.11462229256789241,0.892670750971321,0.25,True,0.9511752448070804,,,
roberta-large,sst-5,int4,dense,0.1,0.180823497570693,0.9674322703877272,0.6823359034465148,0.9414442304972672,0.5393399085255948,1.653621092503515,6319207.2003313815,0.0325677296122726,0.0590679887146519,0.9083642816730754,/scratch/jy03364/MeZO_/interval_aware_h_probe/interval_geometry_summary.csv,0.0265360890811503,0.5128038194444444,0.9674322703877272,0.25,True,3.2956253858820546,,,
roberta-large,sst-5,int4,sparse_p0p1,1e-08,29447108.442038585,4.850346471200833e-06,3385.677155818604,0.009644410449388,0.0265360890811503,0.0005652443642569,25792882.531013533,0.9999951496535288,4.850346471200833e-06,0.0,/scratch/jy03364/MeZO_/interval_aware_h_probe/interval_geometry_summary.csv,0.0265360890811503,0.0,4.850346471200833e-05,0.25,True,6.896882142152952,,,
roberta-large,sst-5,int4,sparse_p0p1,3e-08,3118004.925908355,5.163272049987983e-06,1138.3072353029163,0.0108119141735448,0.0265360890811503,0.0005521427314556,2511886.26646625,0.99999483672795,5.163272049987983e-06,0.0,/scratch/jy03364/MeZO_/interval_aware_h_probe/interval_geometry_summary.csv,0.0265360890811503,0.0,5.1632720499879834e-05,0.25,True,6.1767938068402355,,,
roberta-large,sst-5,int4,sparse_p0p1,1e-07,273306.04892465705,4.537420892413682e-06,313.37169960475035,0.007364947190724,0.0265360890811503,0.0005453158415972,235913.712857858,0.9999954625791077,4.537420892413682e-06,0.0,/scratch/jy03364/MeZO_/interval_aware_h_probe/interval_geometry_summary.csv,0.0265360890811503,0.0,4.5374208924136824e-05,0.25,True,5.356690676891088,,,
roberta-large,sst-5,int4,sparse_p0p1,3e-07,31299.72256710905,5.476197628775134e-06,107.8837154183538,0.0116198091152909,0.0265360890811503,0.0005530407426372,32983.78629719665,0.9999945238023712,5.476197628775134e-06,0.0,/scratch/jy03364/MeZO_/interval_aware_h_probe/interval_geometry_summary.csv,0.0265360890811503,0.0,5.476197628775134e-05,0.25,True,4.6584614590604385,,,
roberta-large,sst-5,int4,sparse_p0p1,1e-06,7148.042819599377,1.2360560362092443e-05,67.65701202970104,0.0145287901153449,0.0265360890811503,0.0008807725679956,10886.51358313959,0.999987639439638,1.2360560362092443e-05,0.0,/scratch/jy03364/MeZO_/interval_aware_h_probe/interval_geometry_summary.csv,0.0265360890811503,0.0,0.00012360560362092442,0.25,True,4.351934032009126,,,
roberta-large,sst-5,int4,sparse_p0p1,3e-06,1959.5455130699104,3.270072298325723e-05,41.209857119508754,0.0204557551108242,0.0265360890811503,0.0013852178476429,5211.078820507254,0.9999672992770168,3.270072298325723e-05,0.0,/scratch/jy03364/MeZO_/interval_aware_h_probe/interval_geometry_summary.csv,0.0265360890811503,0.0,0.0003270072298325723,0.25,True,4.042395023915091,,,
roberta-large,sst-5,int4,sparse_p0p1,1e-05,490.574426431948,9.966679684370744e-05,21.799790053375105,0.0367587216067159,0.0265364020067291,0.0023123811563391,2703.849967982006,0.9999003332031564,9.966679684370744e-05,0.0,/scratch/jy03364/MeZO_/interval_aware_h_probe/interval_geometry_summary.csv,0.0265360890811503,3.129255787999441e-07,0.0009966679684370744,0.25,True,3.6427752077690005,,,
roberta-large,sst-5,int4,sparse_p0p1,3e-05,166.26500935045254,0.0002979051510053,12.853050442647302,0.0635006237778696,0.0265389054113594,0.0040366567291005,2593.251032368147,0.9997020948489946,0.0002979051510053,0.0,/scratch/jy03364/MeZO_/interval_aware_h_probe/interval_geometry_summary.csv,0.0265360890811503,2.816330209098883e-06,0.0029790515100529998,0.25,True,3.308244991705,,,
roberta-large,sst-5,int4,sparse_p0p1,0.0001,46.82335674137155,0.0009893142173355,6.879236129710431,0.1199502591118236,0.0265453203857245,0.0071742452442153,2270.3228315438723,0.9990106857826644,0.0009893142173355,0.0,/scratch/jy03364/MeZO_/interval_aware_h_probe/interval_geometry_summary.csv,0.0265360890811503,9.231304574201099e-06,0.009893142173354998,0.25,True,2.8459585741608837,,,
roberta-large,sst-5,int4,sparse_p0p1,0.0003,15.843249204128114,0.0030023644656733,4.062913590468778,0.2084461274012234,0.0265711367459745,0.0127090776903247,2467.766220352841,0.9969976355343266,0.0030023644656733,0.0,/scratch/jy03364/MeZO_/interval_aware_h_probe/interval_geometry_summary.csv,0.0265360890811503,3.504766482419902e-05,0.030023644656732996,0.25,True,2.356820115768241,,,
roberta-large,sst-5,int4,sparse_p0p1,0.001,4.4291791174081725,0.0104230816410318,2.2836323410685524,0.3911416897882049,0.0266462388848834,0.0238151411759559,2722.271134206286,0.9895769183589682,0.0104193265340863,3.755106945445806e-06,/scratch/jy03364/MeZO_/interval_aware_h_probe/interval_geometry_summary.csv,0.0265360890811503,0.0001101498037330978,0.10423081641031799,0.25,True,1.6500745741609708,,,
roberta-large,sst-5,int4,sparse_p0p1,0.003,1.0073932980947422,0.0321473140971721,1.38271710835482,0.6887178857418457,0.0269457086637827,0.0425344544988154,3075.41559909373,0.9678526859028278,0.0310988569454458,0.0010484571517263,/scratch/jy03364/MeZO_/interval_aware_h_probe/interval_geometry_summary.csv,0.0265360890811503,0.0004096195826324006,0.32147314097172097,0.25,True,0.7778845985358451,,,
roberta-large,sst-5,int4,sparse_p0p1,0.01,0.1153375099386039,0.0702974795722182,1.0366588790909983,0.9450098309774376,0.0284843637346791,0.0861629851689237,4658.9313747544575,0.9297025204277818,0.0403229642313546,0.0299745153408635,/scratch/jy03364/MeZO_/interval_aware_h_probe/interval_geometry_summary.csv,0.0265360890811503,0.0019482746535288004,0.7029747957221819,0.25,True,0.46891826196154573,,,
roberta-large,sst-5,int4,sparse_p0p1,0.03,0.0313419173537936,0.0891559395778258,0.956698579714072,0.9846023311901766,0.0379669475486661,0.2168151754085904,20755.92204117677,0.910844060422174,0.0185555480453416,0.0706003915324841,/scratch/jy03364/MeZO_/interval_aware_h_probe/interval_geometry_summary.csv,0.0265360890811503,0.011430858467515799,0.891559395778258,0.25,True,0.517177479907397,,,
roberta-large,sst-5,int4,sparse_p0p1,0.1,0.1812934083137732,0.0968093169210125,0.6819414967099776,0.941273802252658,0.0779097072017944,0.5236426033518568,63548.71368095286,0.9031906830789874,0.005930565569174,0.0908787513518385,/scratch/jy03364/MeZO_/interval_aware_h_probe/interval_geometry_summary.csv,0.0265360890811503,0.051373618120644095,0.9680931692101249,0.25,True,0.9724275525389727,,,
roberta-large,sst-5,int8,dense,1e-08,812640.2761289417,0.0003143337438916,900.1316914508004,0.0147587488540793,0.0075402547464551,0.0002971886189031,666536.1829186435,0.9996856662561084,0.0003143337438916,0.0,/scratch/jy03364/MeZO_/interval_aware_h_probe/interval_geometry_summary.csv,0.0075402547464551,0.0,0.0003143337438916,0.15,False,6.148747654962095,,,
roberta-large,sst-5,int8,dense,3e-08,104105.5751022215,0.0003628372086037,322.5999850301593,0.0148395449871091,0.0075402547464551,0.0003190197160901,97428.86121313975,0.9996371627913962,0.0003628372086037,0.0,/scratch/jy03364/MeZO_/interval_aware_h_probe/interval_geometry_summary.csv,0.0075402547464551,0.0,0.0003628372086037,0.15,False,5.477928184889533,,,
roberta-large,sst-5,int8,dense,1e-07,11092.595280502796,0.0004576536589762,105.30888573737737,0.0181493938823484,0.0075402547464551,0.0003471918132404,12303.935299375404,0.9995423463410238,0.0004576536589762,0.0,/scratch/jy03364/MeZO_/interval_aware_h_probe/interval_geometry_summary.csv,0.0075402547464551,0.0,0.0004576536589762,0.15,False,4.740918469584891,,,
roberta-large,sst-5,int8,dense,3e-07,1989.1830908119705,0.0008536609789313,44.60487833077538,0.0299876159442451,0.0075407241348233,0.0004412113985983,3567.618648178985,0.9991463390210686,0.0008536609789313,0.0,/scratch/jy03364/MeZO_/interval_aware_h_probe/interval_geometry_summary.csv,0.0075402547464551,4.6938836819991614e-07,0.0008536609789313,0.15,False,4.176195460899139,,,
roberta-large,sst-5,int8,dense,1e-06,416.1936017548396,0.0021596558819995,20.42203394987162,0.051699743202504,0.0075457309440839,0.0006734945171588,1743.0168483127902,0.9978403441180004,0.0021596558819995,0.0,/scratch/jy03364/MeZO_/interval_aware_h_probe/interval_geometry_summary.csv,0.0075402547464551,5.476197628800396e-06,0.0021596558819995,0.15,False,3.662311795544666,,,
roberta-large,sst-5,int8,dense,3e-06,123.4291188438158,0.0056778781643034,11.151679382065486,0.0878615323880785,0.00754932958824,0.00110305662419,1391.4984405902862,0.9943221218356966,0.0056778781643034,0.0,/scratch/jy03364/MeZO_/interval_aware_h_probe/interval_geometry_summary.csv,0.0075402547464551,9.074841784900006e-06,0.0056778781643034,0.15,False,3.2394060722839244,,,
roberta-large,sst-5,int8,dense,1e-05,35.98081714969131,0.0184749697088039,6.078750341736679,0.1622586930031314,0.0075541799347112,0.0020032573036824,1361.4570795167372,0.981525030291196,0.0184749697088039,0.0,/scratch/jy03364/MeZO_/interval_aware_h_probe/interval_geometry_summary.csv,0.0075402547464551,1.3925188256100514e-05,0.0184749697088039,0.15,False,2.731474835544341,18.152915362541084,0.1893296392459962,
roberta-large,sst-5,int8,dense,1e-05,35.98081714969131,0.0184749697088039,6.078750341736679,0.1622586930031314,0.0075541799347112,0.0020032573036824,1361.4570795167372,0.981525030291196,0.0184749697088039,0.0,/scratch/jy03364/MeZO_/interval_aware_h_probe/interval_geometry_summary.csv,0.0075402547464551,1.3925188256100514e-05,0.0184749697088039,0.15,False,2.731474835544341,19.202016544974025,0.2592423777215794,
roberta-large,sst-5,int8,dense,1e-05,,0.036267380579425,4.202118371105218,0.2361038150416299,0.0080360212366467,,,,,,/scratch/jy03364/MeZO_/outputs/quantizer_robustness_int8_window/probe_results.csv,0.0075402547464551,0.0004957664901915999,0.036267380579425,0.15,False,,18.152915362541084,0.1893296392459962,
roberta-large,sst-5,int8,dense,1e-05,,0.036267380579425,4.202118371105218,0.2361038150416299,0.0080360212366467,,,,,,/scratch/jy03364/MeZO_/outputs/quantizer_robustness_int8_window/probe_results.csv,0.0075402547464551,0.0004957664901915999,0.036267380579425,0.15,False,,19.202016544974025,0.2592423777215794,
roberta-large,sst-5,int8,dense,1e-05,33.99896515641101,0.0209422971034823,5.915127474055208,0.1681932332250126,0.0080170865295659,,,,,,/scratch/jy03364/MeZO_/outputs/rtnclip_int8_mse_reprobe/int8_mse_probe_summary.csv,0.0075402547464551,0.0004768317831107998,0.0209422971034823,0.15,False,,18.152915362541084,0.1893296392459962,
roberta-large,sst-5,int8,dense,1e-05,33.99896515641101,0.0209422971034823,5.915127474055208,0.1681932332250126,0.0080170865295659,,,,,,/scratch/jy03364/MeZO_/outputs/rtnclip_int8_mse_reprobe/int8_mse_probe_summary.csv,0.0075402547464551,0.0004768317831107998,0.0209422971034823,0.15,False,,19.202016544974025,0.2592423777215794,
roberta-large,sst-5,int8,dense,3e-05,11.477309756122088,0.0552590585696547,3.529068777424737,0.2801368529986561,0.0075607513718657,0.0034890962847837,1391.776359375817,0.9447409414303451,0.0552585891812865,4.693883681807258e-07,/scratch/jy03364/MeZO_/interval_aware_h_probe/interval_geometry_summary.csv,0.0075402547464551,2.04966254106001e-05,0.0552590585696547,0.15,False,2.1341554435104797,16.543768060501403,0.3477849884349784,
roberta-large,sst-5,int8,dense,3e-05,11.477309756122088,0.0552590585696547,3.529068777424737,0.2801368529986561,0.0075607513718657,0.0034890962847837,1391.776359375817,0.9447409414303451,0.0552585891812865,4.693883681807258e-07,/scratch/jy03364/MeZO_/interval_aware_h_probe/interval_geometry_summary.csv,0.0075402547464551,2.04966254106001e-05,0.0552590585696547,0.15,False,2.1341554435104797,8.500613795059513,0.2032201024135893,
roberta-large,sst-5,int8,dense,3e-05,,0.1086405264522074,2.4241486809195525,0.4092770410759088,0.0080360212366467,,,,,,/scratch/jy03364/MeZO_/outputs/quantizer_robustness_int8_window/probe_results.csv,0.0075402547464551,0.0004957664901915999,0.1086405264522074,0.15,False,,16.543768060501403,0.3477849884349784,
roberta-large,sst-5,int8,dense,3e-05,,0.1086405264522074,2.4241486809195525,0.4092770410759088,0.0080360212366467,,,,,,/scratch/jy03364/MeZO_/outputs/quantizer_robustness_int8_window/probe_results.csv,0.0075402547464551,0.0004957664901915999,0.1086405264522074,0.15,False,,8.500613795059513,0.2032201024135893,
roberta-large,sst-5,int8,dense,3e-05,10.589895540297968,0.0624878117769224,3.402045087128496,0.2915915692361752,0.0080162754615235,,,,,,/scratch/jy03364/MeZO_/outputs/rtnclip_int8_mse_reprobe/int8_mse_probe_summary.csv,0.0075402547464551,0.00047602071506840007,0.0624878117769224,0.15,False,,16.543768060501403,0.3477849884349784,
roberta-large,sst-5,int8,dense,3e-05,10.589895540297968,0.0624878117769224,3.402045087128496,0.2915915692361752,0.0080162754615235,,,,,,/scratch/jy03364/MeZO_/outputs/rtnclip_int8_mse_reprobe/int8_mse_probe_summary.csv,0.0075402547464551,0.00047602071506840007,0.0624878117769224,0.15,False,,8.500613795059513,0.2032201024135893,
roberta-large,sst-5,int8,dense,0.0001,,0.3563917095600808,1.3461686326397002,0.7379828651083794,0.0080360212366467,,,,,,/scratch/jy03364/MeZO_/outputs/quantizer_robustness_int8_window/probe_results.csv,0.0075402547464551,0.0004957664901915999,0.3563917095600808,0.15,False,,2.5336192422767785,0.6221396810027171,
roberta-large,sst-5,int8,dense,0.0001,,0.3563917095600808,1.3461686326397002,0.7379828651083794,0.0080360212366467,,,,,,/scratch/jy03364/MeZO_/outputs/quantizer_robustness_int8_window/probe_results.csv,0.0075402547464551,0.0004957664901915999,0.3563917095600808,0.15,False,,2.46448613041656,0.3914157296246289,
roberta-large,sst-5,int8,dense,0.0001,2.775320207315897,0.1841380840443002,1.9393181412714129,0.5119406901138703,0.0075840643274853,0.0063845848736282,1404.306039743285,0.8158619159556998,0.1838160836237282,0.0003220004205719,/scratch/jy03364/MeZO_/interval_aware_h_probe/interval_geometry_summary.csv,0.0075402547464551,4.3809581030200204e-05,0.1841380840443002,0.15,False,1.3326880705998705,2.5336192422767785,0.6221396810027171,
roberta-large,sst-5,int8,dense,0.0001,2.775320207315897,0.1841380840443002,1.9393181412714129,0.5119406901138703,0.0075840643274853,0.0063845848736282,1404.306039743285,0.8158619159556998,0.1838160836237282,0.0003220004205719,/scratch/jy03364/MeZO_/interval_aware_h_probe/interval_geometry_summary.csv,0.0075402547464551,4.3809581030200204e-05,0.1841380840443002,0.15,False,1.3326880705998705,2.46448613041656,0.3914157296246289,
roberta-large,sst-5,int8,dense,0.0001,2.4931790569532,0.2071681092781021,1.8649281123837276,0.5321325258331466,0.007994056271772,,,,,,/scratch/jy03364/MeZO_/outputs/rtnclip_int8_mse_reprobe/int8_mse_probe_summary.csv,0.0075402547464551,0.0004538015253169004,0.2071681092781021,0.15,False,,2.5336192422767785,0.6221396810027171,
roberta-large,sst-5,int8,dense,0.0001,2.4931790569532,0.2071681092781021,1.8649281123837276,0.5321325258331466,0.007994056271772,,,,,,/scratch/jy03364/MeZO_/outputs/rtnclip_int8_mse_reprobe/int8_mse_probe_summary.csv,0.0075402547464551,0.0004538015253169004,0.2071681092781021,0.15,False,,2.46448613041656,0.3914157296246289,
roberta-large,sst-5,int8,dense,0.0003,0.4592764096502669,0.4889016249599455,1.2037733757918554,0.8264802773329434,0.0076712141011776,0.011139944872902,1446.1346141366917,0.5110983750400545,0.4299128064167267,0.0589888185432187,/scratch/jy03364/MeZO_/interval_aware_h_probe/interval_geometry_summary.csv,0.0075402547464551,0.00013095935472250044,0.4889016249599455,0.15,False,0.5578254377762929,0.2569452116146749,0.9032791046462032,
roberta-large,sst-5,int8,dense,0.0003,0.4592764096502669,0.4889016249599455,1.2037733757918554,0.8264802773329434,0.0076712141011776,0.011139944872902,1446.1346141366917,0.5110983750400545,0.4299128064167267,0.0589888185432187,/scratch/jy03364/MeZO_/interval_aware_h_probe/interval_geometry_summary.csv,0.0075402547464551,0.00013095935472250044,0.4889016249599455,0.15,False,0.5578254377762929,0.3682914010309363,0.8697254845913671,
roberta-large,sst-5,int8,dense,0.0003,,0.7154567311910963,1.0426533243337908,0.9552249072425854,0.0080360212366467,,,,,,/scratch/jy03364/MeZO_/outputs/quantizer_robustness_int8_window/probe_results.csv,0.0075402547464551,0.0004957664901915999,0.7154567311910963,0.15,False,,0.2569452116146749,0.9032791046462032,
