source_path,script_path,field_name,metric_definition_from_code,model,task,precision,mode,quantizer,checkpoint,batch,direction_seed,h,value,is_true_directional_mse,reason
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.01,0.1153375099386039,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.03,0.0313419173537936,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.1,0.1812934083137732,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,1e-08,812640.2761289417,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,3e-08,104105.5751022215,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,1e-07,11092.595280502796,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,3e-07,1989.1830908119705,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,1e-06,416.1936017548396,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,3e-06,123.4291188438158,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,1e-05,35.98081714969131,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,3e-05,11.477309756122088,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.0001,2.775320207315897,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.0003,0.4592764096502669,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.001,0.0444334195264744,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.003,0.006825460807586,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.01,0.0033456042397918,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.03,0.0089989595283323,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.1,0.1355708609606249,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,1e-08,670798.5840692107,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,3e-08,104550.56070875363,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,1e-07,11127.70623341495,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,3e-07,1992.306749365909,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,1e-06,421.646238971969,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,3e-06,124.77310326553769,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,1e-05,35.94569838870859,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,3e-05,11.37228458848841,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.0001,2.7760966925789785,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.0003,0.4587484980957745,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.001,0.0443723403380138,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.003,0.0068510277994863,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.01,0.0033233741448169,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.03,0.0091580406545917,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
interval_aware_h_probe/interval_geometry_summary.csv,tools/rtnclip_roberta_sst5_batch.py or tools/interval_aware_h_probe.py,A_uniform,"quantized perturbation geometry / visibility only, e.g. Delta_Q/(2h) compared with u",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.1,0.1359964442245402,False,Interval geometry coordinate distortion only; not d_Q versus d_star.
outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d8_v2/int4_mse_probe_summary.csv,tools/probe_int4_dense_fd_nmse.py,fd_true_nmse,"d_Q=(L(Q(w+hu))-L(Q(w-hu)))/(2h), d_star=grad L(w)^T u, normalized pooled squared error",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,1e-05,266.33595542647646,True,Secondary true-gradient probe with fewer directions; retained as appendix/check only.
outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d8_v2/int4_mse_probe_summary.csv,tools/probe_int4_dense_fd_nmse.py,fd_true_nmse,"d_Q=(L(Q(w+hu))-L(Q(w-hu)))/(2h), d_star=grad L(w)^T u, normalized pooled squared error",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,3e-05,24.9102149926038,True,Secondary true-gradient probe with fewer directions; retained as appendix/check only.
outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d8_v2/int4_mse_probe_summary.csv,tools/probe_int4_dense_fd_nmse.py,fd_true_nmse,"d_Q=(L(Q(w+hu))-L(Q(w-hu)))/(2h), d_star=grad L(w)^T u, normalized pooled squared error",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.0001,53.480188677137306,True,Secondary true-gradient probe with fewer directions; retained as appendix/check only.
outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d8_v2/int4_mse_probe_summary.csv,tools/probe_int4_dense_fd_nmse.py,fd_true_nmse,"d_Q=(L(Q(w+hu))-L(Q(w-hu)))/(2h), d_star=grad L(w)^T u, normalized pooled squared error",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.0003,9.12030077608508,True,Secondary true-gradient probe with fewer directions; retained as appendix/check only.
outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d8_v2/int4_mse_probe_summary.csv,tools/probe_int4_dense_fd_nmse.py,fd_true_nmse,"d_Q=(L(Q(w+hu))-L(Q(w-hu)))/(2h), d_star=grad L(w)^T u, normalized pooled squared error",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.001,1.6573141860878755,True,Secondary true-gradient probe with fewer directions; retained as appendix/check only.
outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d8_v2/int4_mse_probe_summary.csv,tools/probe_int4_dense_fd_nmse.py,fd_true_nmse,"d_Q=(L(Q(w+hu))-L(Q(w-hu)))/(2h), d_star=grad L(w)^T u, normalized pooled squared error",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.0015,1.7479782438668303,True,Secondary true-gradient probe with fewer directions; retained as appendix/check only.
outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d8_v2/int4_mse_probe_summary.csv,tools/probe_int4_dense_fd_nmse.py,fd_true_nmse,"d_Q=(L(Q(w+hu))-L(Q(w-hu)))/(2h), d_star=grad L(w)^T u, normalized pooled squared error",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.002,0.7528432285249941,True,Secondary true-gradient probe with fewer directions; retained as appendix/check only.
outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d8_v2/int4_mse_probe_summary.csv,tools/probe_int4_dense_fd_nmse.py,fd_true_nmse,"d_Q=(L(Q(w+hu))-L(Q(w-hu)))/(2h), d_star=grad L(w)^T u, normalized pooled squared error",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.003,0.695355156337712,True,Secondary true-gradient probe with fewer directions; retained as appendix/check only.
outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d8_v2/int4_mse_probe_summary.csv,tools/probe_int4_dense_fd_nmse.py,fd_true_nmse,"d_Q=(L(Q(w+hu))-L(Q(w-hu)))/(2h), d_star=grad L(w)^T u, normalized pooled squared error",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.004,0.5312928749762986,True,Secondary true-gradient probe with fewer directions; retained as appendix/check only.
outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d8_v2/int4_mse_probe_summary.csv,tools/probe_int4_dense_fd_nmse.py,fd_true_nmse,"d_Q=(L(Q(w+hu))-L(Q(w-hu)))/(2h), d_star=grad L(w)^T u, normalized pooled squared error",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.005,0.6627581136064538,True,Secondary true-gradient probe with fewer directions; retained as appendix/check only.
outputs/rtnclip_int4_mse_reprobe_20260521_true_nmse_d8_v2/int4_mse_probe_summary.csv,tools/probe_int4_dense_fd_nmse.py,fd_true_nmse,"d_Q=(L(Q(w+hu))-L(Q(w-hu)))/(2h), d_star=grad L(w)^T u, normalized pooled squared error",roberta-large,sst-5,int4,dense,G128_RTNClip_shared_grid_fake_quant,initial probe state,fixed probe batch from script,fixed by direction id,0.01,0.9128632092126668,True,Secondary true-gradient probe with fewer directions; retained as appendix/check only.
