group,model,dataset,seed,G_method,h_G,G_hat,alignment_eff,norm_ratio_eff,zero_coord_frac_eff,corr_h_2h,sign_flip_rate_h_2h,stability_score,fallback_flags,source_output_dir
C_model,OPT-1.3B,sst-2,17,absG_candidate,0.0015,53.33979292165421,0.9999949420952373,1.0000050893874657,0.003184718139827042,0.8444043732642678,0.21875,0.17753543426302498,candidate_not_primary_pass,analysis/fp16_direct_hstar_mse_opt1p3b_20260520_182256
C_model,OPT-1.3B,sst-2,17,absG_candidate,0.002,54.2311598359844,0.9999971916897747,1.0000070909434888,0.002389102752080382,0.5885181181019619,0.375,0.5888780755936074,candidate_not_primary_pass,analysis/fp16_direct_hstar_mse_opt1p3b_20260520_182256
C_model,OPT-1.3B,sst-2,17,absG_candidate,0.003,56.268711439805855,0.9999987741258186,1.0000009101295873,0.0015923423020134523,nan,nan,0.0015932524316007027,,analysis/fp16_direct_hstar_mse_opt1p3b_20260520_182256
C_model,OPT-1.3B,sst-2,17,absG_candidate,0.004,58.08790672559088,0.9999993109151122,1.000005040638475,0.0011946858042475405,nan,nan,0.0011997264427226029,,analysis/fp16_direct_hstar_mse_opt1p3b_20260520_182256
C_model,OPT-1.3B,sst-2,17,absG_candidate,0.005,81.26768505696901,0.999999560022211,1.000000723057937,0.0009557632737471009,0.5051765233561992,0.40625,0.7020299629754849,candidate_not_primary_pass,analysis/fp16_direct_hstar_mse_opt1p3b_20260520_182256
C_model,OPT-1.3B,sst-2,17,absG_candidate,0.01,51.15019223259526,0.9999998820384203,1.0000004611698756,0.0004781725338141188,nan,nan,0.0004786337036897395,,analysis/fp16_direct_hstar_mse_opt1p3b_20260520_182256
C_model,OPT-1.3B,sst-2,17,absG,0.0001,53.54852418071902,0.9988365018635869,1.0010986056273539,0.0475344639342819,nan,nan,0.04863306956163577,,analysis/fp16_direct_hstar_mse_opt1p3b_20260520_182256
C_model,OPT-1.3B,sst-2,17,absG_fixed_0.0003,0.0003,56.268472933817115,,,,,,,diagnostic_only,analysis/fp16_direct_hstar_mse_opt1p3b_20260520_182256
C_model,OPT-1.3B,sst-2,17,absG_fixed_0.001,0.001,53.895264420606466,,,,,,,diagnostic_only,analysis/fp16_direct_hstar_mse_opt1p3b_20260520_182256
C_model,OPT-1.3B,sst-2,17,richardsonG_candidate,0.001,53.82267416968571,,,,,,,diagnostic_only,analysis/fp16_direct_hstar_mse_opt1p3b_20260520_182256
