sweep,model,task,h_str,h,status,eval_loss,mse,metrics_csv,probe_csv,run_summary
quzo16,opt-1.3b,mnli,3e-8,3e-08,completed,nan,,/Users/jichaoyu/Documents/GitHub/MeZO/experiments/main/mezo/opt-1.3b/mnli/fp16/h_sweep_14h/results/h_3e-8/seed_42/metrics_MNLI-opt-1.3b-ndev0-eps3e-08-qbits16-hsweep14h-quzo16-mnli-h3e-8-seed42.csv,/Users/jichaoyu/Documents/GitHub/MeZO/experiments/main/mezo/opt-1.3b/mnli/fp16/h_sweep_14h/results/h_3e-8/seed_42/zo_directional_probe.csv,/Users/jichaoyu/Documents/GitHub/MeZO/experiments/main/mezo/opt-1.3b/mnli/fp16/h_sweep_14h/results/h_3e-8/seed_42/run_summary.json
quzo16,opt-1.3b,mnli,1e-7,1e-07,completed,nan,,/Users/jichaoyu/Documents/GitHub/MeZO/experiments/main/mezo/opt-1.3b/mnli/fp16/h_sweep_14h/results/h_1e-7/seed_42/metrics_MNLI-opt-1.3b-ndev0-eps1e-07-qbits16-hsweep14h-quzo16-mnli-h1e-7-seed42.csv,/Users/jichaoyu/Documents/GitHub/MeZO/experiments/main/mezo/opt-1.3b/mnli/fp16/h_sweep_14h/results/h_1e-7/seed_42/zo_directional_probe.csv,/Users/jichaoyu/Documents/GitHub/MeZO/experiments/main/mezo/opt-1.3b/mnli/fp16/h_sweep_14h/results/h_1e-7/seed_42/run_summary.json
quzo16,opt-1.3b,mnli,3e-7,3e-07,completed,nan,,/Users/jichaoyu/Documents/GitHub/MeZO/experiments/main/mezo/opt-1.3b/mnli/fp16/h_sweep_14h/results/h_3e-7/seed_42/metrics_MNLI-opt-1.3b-ndev0-eps3e-07-qbits16-hsweep14h-quzo16-mnli-h3e-7-seed42.csv,/Users/jichaoyu/Documents/GitHub/MeZO/experiments/main/mezo/opt-1.3b/mnli/fp16/h_sweep_14h/results/h_3e-7/seed_42/zo_directional_probe.csv,/Users/jichaoyu/Documents/GitHub/MeZO/experiments/main/mezo/opt-1.3b/mnli/fp16/h_sweep_14h/results/h_3e-7/seed_42/run_summary.json
quzo16,opt-1.3b,mnli,1e-6,1e-06,completed,nan,21535954.40530695,/Users/jichaoyu/Documents/GitHub/MeZO/experiments/main/mezo/opt-1.3b/mnli/fp16/h_sweep_14h/results/h_1e-6/seed_42/metrics_MNLI-opt-1.3b-ndev0-eps1e-06-qbits16-hsweep14h-quzo16-mnli-h1e-6-seed42.csv,/Users/jichaoyu/Documents/GitHub/MeZO/experiments/main/mezo/opt-1.3b/mnli/fp16/h_sweep_14h/results/h_1e-6/seed_42/zo_directional_probe.csv,/Users/jichaoyu/Documents/GitHub/MeZO/experiments/main/mezo/opt-1.3b/mnli/fp16/h_sweep_14h/results/h_1e-6/seed_42/run_summary.json
quzo16,opt-1.3b,mnli,3e-6,3e-06,completed,2.677734375,582891.732415359,/Users/jichaoyu/Documents/GitHub/MeZO/experiments/main/mezo/opt-1.3b/mnli/fp16/h_sweep_14h/results/h_3e-6/seed_42/metrics_MNLI-opt-1.3b-ndev0-eps3e-06-qbits16-hsweep14h-quzo16-mnli-h3e-6-seed42.csv,/Users/jichaoyu/Documents/GitHub/MeZO/experiments/main/mezo/opt-1.3b/mnli/fp16/h_sweep_14h/results/h_3e-6/seed_42/zo_directional_probe.csv,/Users/jichaoyu/Documents/GitHub/MeZO/experiments/main/mezo/opt-1.3b/mnli/fp16/h_sweep_14h/results/h_3e-6/seed_42/run_summary.json
quzo16,opt-1.3b,mnli,1e-5,1e-05,completed,1.12109375,4556.263993045206,/Users/jichaoyu/Documents/GitHub/MeZO/experiments/main/mezo/opt-1.3b/mnli/fp16/h_sweep_14h/results/h_1e-5/seed_42/metrics_MNLI-opt-1.3b-ndev0-eps1e-05-qbits16-hsweep14h-quzo16-mnli-h1e-5-seed42.csv,/Users/jichaoyu/Documents/GitHub/MeZO/experiments/main/mezo/opt-1.3b/mnli/fp16/h_sweep_14h/results/h_1e-5/seed_42/zo_directional_probe.csv,/Users/jichaoyu/Documents/GitHub/MeZO/experiments/main/mezo/opt-1.3b/mnli/fp16/h_sweep_14h/results/h_1e-5/seed_42/run_summary.json
quzo16,opt-1.3b,mnli,3e-5,3e-05,completed,1.1044921875,123.69082406110734,/Users/jichaoyu/Documents/GitHub/MeZO/experiments/main/mezo/opt-1.3b/mnli/fp16/h_sweep_14h/results/h_3e-5/seed_42/metrics_MNLI-opt-1.3b-ndev0-eps3e-05-qbits16-hsweep14h-quzo16-mnli-h3e-5-seed42.csv,/Users/jichaoyu/Documents/GitHub/MeZO/experiments/main/mezo/opt-1.3b/mnli/fp16/h_sweep_14h/results/h_3e-5/seed_42/zo_directional_probe.csv,/Users/jichaoyu/Documents/GitHub/MeZO/experiments/main/mezo/opt-1.3b/mnli/fp16/h_sweep_14h/results/h_3e-5/seed_42/run_summary.json
quzo16,opt-1.3b,mnli,1e-4,0.0001,completed,1.1025390625,224.8139021746808,/Users/jichaoyu/Documents/GitHub/MeZO/experiments/main/mezo/opt-1.3b/mnli/fp16/h_sweep_14h/results/h_1e-4/seed_42/metrics_MNLI-opt-1.3b-ndev0-eps0.0001-qbits16-hsweep14h-quzo16-mnli-h1e-4-seed42.csv,/Users/jichaoyu/Documents/GitHub/MeZO/experiments/main/mezo/opt-1.3b/mnli/fp16/h_sweep_14h/results/h_1e-4/seed_42/zo_directional_probe.csv,/Users/jichaoyu/Documents/GitHub/MeZO/experiments/main/mezo/opt-1.3b/mnli/fp16/h_sweep_14h/results/h_1e-4/seed_42/run_summary.json
quzo16,opt-1.3b,mnli,3e-4,0.0003,completed,1.1015625,59.366028543255716,/Users/jichaoyu/Documents/GitHub/MeZO/experiments/main/mezo/opt-1.3b/mnli/fp16/h_sweep_14h/results/h_3e-4/seed_42/metrics_MNLI-opt-1.3b-ndev0-eps0.0003-qbits16-hsweep14h-quzo16-mnli-h3e-4-seed42.csv,/Users/jichaoyu/Documents/GitHub/MeZO/experiments/main/mezo/opt-1.3b/mnli/fp16/h_sweep_14h/results/h_3e-4/seed_42/zo_directional_probe.csv,/Users/jichaoyu/Documents/GitHub/MeZO/experiments/main/mezo/opt-1.3b/mnli/fp16/h_sweep_14h/results/h_3e-4/seed_42/run_summary.json
quzo16,opt-1.3b,mnli,1e-3,0.001,completed,1.1025390625,161.9850913264392,/Users/jichaoyu/Documents/GitHub/MeZO/experiments/main/mezo/opt-1.3b/mnli/fp16/h_sweep_14h/results/h_1e-3/seed_42/metrics_MNLI-opt-1.3b-ndev0-eps0.001-qbits16-hsweep14h-quzo16-mnli-h1e-3-seed42.csv,/Users/jichaoyu/Documents/GitHub/MeZO/experiments/main/mezo/opt-1.3b/mnli/fp16/h_sweep_14h/results/h_1e-3/seed_42/zo_directional_probe.csv,/Users/jichaoyu/Documents/GitHub/MeZO/experiments/main/mezo/opt-1.3b/mnli/fp16/h_sweep_14h/results/h_1e-3/seed_42/run_summary.json
quzo16,opt-1.3b,mnli,3e-3,0.003,completed,1.1005859375,392.04480087964475,/Users/jichaoyu/Documents/GitHub/MeZO/experiments/main/mezo/opt-1.3b/mnli/fp16/h_sweep_14h/results/h_3e-3/seed_42/metrics_MNLI-opt-1.3b-ndev0-eps0.003-qbits16-hsweep14h-quzo16-mnli-h3e-3-seed42.csv,/Users/jichaoyu/Documents/GitHub/MeZO/experiments/main/mezo/opt-1.3b/mnli/fp16/h_sweep_14h/results/h_3e-3/seed_42/zo_directional_probe.csv,/Users/jichaoyu/Documents/GitHub/MeZO/experiments/main/mezo/opt-1.3b/mnli/fp16/h_sweep_14h/results/h_3e-3/seed_42/run_summary.json
quzo16,opt-1.3b,mnli,1e-2,0.01,unknown,1.099609375,2369.2303807848803,/Users/jichaoyu/Documents/GitHub/MeZO/experiments/main/mezo/opt-1.3b/mnli/fp16/h_sweep_14h/results/h_1e-2/seed_42/metrics_MNLI-opt-1.3b-ndev0-eps0.01-qbits16-hsweep14h-quzo16-mnli-h1e-2-seed42.csv,/Users/jichaoyu/Documents/GitHub/MeZO/experiments/main/mezo/opt-1.3b/mnli/fp16/h_sweep_14h/results/h_1e-2/seed_42/zo_directional_probe.csv,
