source_path,copied_to
outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/int4_hsearch/sparse_p0p1_taskgrad_lowbitL_hstar/int4_sparsep0p1_taskgrad_lowbitL_mnli_hstar_h0p0004373247313_seed16_full_bs64_step20k/metrics.csv,raw_run_summaries/outputs__int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513__int4_hsearch__sparse_p0p1_taskgrad_lowbitL_hstar__int4_sparsep0p1_taskgrad_lowbitL_mnli_hstar_h0p0004373247313_seed16_full_bs64_step20k__metrics.csv
outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/int4_hsearch/sparse_p0p1_taskgrad_lowbitL_hstar/int4_sparsep0p1_taskgrad_lowbitL_mnli_hstar_h0p0004373247313_seed16_full_bs64_step20k/eval_metrics.jsonl,raw_run_summaries/outputs__int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513__int4_hsearch__sparse_p0p1_taskgrad_lowbitL_hstar__int4_sparsep0p1_taskgrad_lowbitL_mnli_hstar_h0p0004373247313_seed16_full_bs64_step20k__eval_metrics.jsonl
outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/int4_hsearch/sparse_p0p1_taskgrad_lowbitL_hstar/int4_sparsep0p1_taskgrad_lowbitL_rte_hstar_h0p0003591546782_seed16_full_bs64_step20k/run_summary.json,raw_run_summaries/outputs__int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513__int4_hsearch__sparse_p0p1_taskgrad_lowbitL_hstar__int4_sparsep0p1_taskgrad_lowbitL_rte_hstar_h0p0003591546782_seed16_full_bs64_step20k__run_summary.json
outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/int4_hsearch/sparse_p0p1_taskgrad_lowbitL_hstar/int4_sparsep0p1_taskgrad_lowbitL_rte_hstar_h0p0003591546782_seed16_full_bs64_step20k/run_config.json,raw_run_summaries/outputs__int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513__int4_hsearch__sparse_p0p1_taskgrad_lowbitL_hstar__int4_sparsep0p1_taskgrad_lowbitL_rte_hstar_h0p0003591546782_seed16_full_bs64_step20k__run_config.json
outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/int4_hsearch/sparse_p0p1_taskgrad_lowbitL_hstar/int4_sparsep0p1_taskgrad_lowbitL_rte_hstar_h0p0003591546782_seed16_full_bs64_step20k/run_manifest_row.json,raw_run_summaries/outputs__int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513__int4_hsearch__sparse_p0p1_taskgrad_lowbitL_hstar__int4_sparsep0p1_taskgrad_lowbitL_rte_hstar_h0p0003591546782_seed16_full_bs64_step20k__run_manifest_row.json
outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/int4_hsearch/sparse_p0p1_taskgrad_lowbitL_hstar/int4_sparsep0p1_taskgrad_lowbitL_rte_hstar_h0p0003591546782_seed16_full_bs64_step20k/metrics.csv,raw_run_summaries/outputs__int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513__int4_hsearch__sparse_p0p1_taskgrad_lowbitL_hstar__int4_sparsep0p1_taskgrad_lowbitL_rte_hstar_h0p0003591546782_seed16_full_bs64_step20k__metrics.csv
outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/int4_hsearch/sparse_p0p1_taskgrad_lowbitL_hstar/int4_sparsep0p1_taskgrad_lowbitL_rte_hstar_h0p0003591546782_seed16_full_bs64_step20k/eval_metrics.jsonl,raw_run_summaries/outputs__int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513__int4_hsearch__sparse_p0p1_taskgrad_lowbitL_hstar__int4_sparsep0p1_taskgrad_lowbitL_rte_hstar_h0p0003591546782_seed16_full_bs64_step20k__eval_metrics.jsonl
outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/int4_hsearch/sparse_p0p1_taskgrad_lowbitL_hstar/int4_sparsep0p1_taskgrad_lowbitL_sst2_hstar_h0p001044005747_seed16_full_bs64_step20k/run_summary.json,raw_run_summaries/outputs__int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513__int4_hsearch__sparse_p0p1_taskgrad_lowbitL_hstar__int4_sparsep0p1_taskgrad_lowbitL_sst2_hstar_h0p001044005747_seed16_full_bs64_step20k__run_summary.json
outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/int4_hsearch/sparse_p0p1_taskgrad_lowbitL_hstar/int4_sparsep0p1_taskgrad_lowbitL_sst2_hstar_h0p001044005747_seed16_full_bs64_step20k/run_config.json,raw_run_summaries/outputs__int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513__int4_hsearch__sparse_p0p1_taskgrad_lowbitL_hstar__int4_sparsep0p1_taskgrad_lowbitL_sst2_hstar_h0p001044005747_seed16_full_bs64_step20k__run_config.json
outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/int4_hsearch/sparse_p0p1_taskgrad_lowbitL_hstar/int4_sparsep0p1_taskgrad_lowbitL_sst2_hstar_h0p001044005747_seed16_full_bs64_step20k/run_manifest_row.json,raw_run_summaries/outputs__int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513__int4_hsearch__sparse_p0p1_taskgrad_lowbitL_hstar__int4_sparsep0p1_taskgrad_lowbitL_sst2_hstar_h0p001044005747_seed16_full_bs64_step20k__run_manifest_row.json
outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/int4_hsearch/sparse_p0p1_taskgrad_lowbitL_hstar/int4_sparsep0p1_taskgrad_lowbitL_sst2_hstar_h0p001044005747_seed16_full_bs64_step20k/metrics.csv,raw_run_summaries/outputs__int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513__int4_hsearch__sparse_p0p1_taskgrad_lowbitL_hstar__int4_sparsep0p1_taskgrad_lowbitL_sst2_hstar_h0p001044005747_seed16_full_bs64_step20k__metrics.csv
outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/int4_hsearch/sparse_p0p1_taskgrad_lowbitL_hstar/int4_sparsep0p1_taskgrad_lowbitL_sst2_hstar_h0p001044005747_seed16_full_bs64_step20k/eval_metrics.jsonl,raw_run_summaries/outputs__int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513__int4_hsearch__sparse_p0p1_taskgrad_lowbitL_hstar__int4_sparsep0p1_taskgrad_lowbitL_sst2_hstar_h0p001044005747_seed16_full_bs64_step20k__eval_metrics.jsonl
outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/int4_hsearch/sparse_p0p1_taskgrad_lowbitL_hstar/int4_sparsep0p1_taskgrad_lowbitL_sst5_hstar_h0p00136650442_seed16_full_bs64_step20k/run_summary.json,raw_run_summaries/outputs__int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513__int4_hsearch__sparse_p0p1_taskgrad_lowbitL_hstar__int4_sparsep0p1_taskgrad_lowbitL_sst5_hstar_h0p00136650442_seed16_full_bs64_step20k__run_summary.json
outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/int4_hsearch/sparse_p0p1_taskgrad_lowbitL_hstar/int4_sparsep0p1_taskgrad_lowbitL_sst5_hstar_h0p00136650442_seed16_full_bs64_step20k/run_config.json,raw_run_summaries/outputs__int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513__int4_hsearch__sparse_p0p1_taskgrad_lowbitL_hstar__int4_sparsep0p1_taskgrad_lowbitL_sst5_hstar_h0p00136650442_seed16_full_bs64_step20k__run_config.json
outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/int4_hsearch/sparse_p0p1_taskgrad_lowbitL_hstar/int4_sparsep0p1_taskgrad_lowbitL_sst5_hstar_h0p00136650442_seed16_full_bs64_step20k/run_manifest_row.json,raw_run_summaries/outputs__int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513__int4_hsearch__sparse_p0p1_taskgrad_lowbitL_hstar__int4_sparsep0p1_taskgrad_lowbitL_sst5_hstar_h0p00136650442_seed16_full_bs64_step20k__run_manifest_row.json
outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/int4_hsearch/sparse_p0p1_taskgrad_lowbitL_hstar/int4_sparsep0p1_taskgrad_lowbitL_sst5_hstar_h0p00136650442_seed16_full_bs64_step20k/metrics.csv,raw_run_summaries/outputs__int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513__int4_hsearch__sparse_p0p1_taskgrad_lowbitL_hstar__int4_sparsep0p1_taskgrad_lowbitL_sst5_hstar_h0p00136650442_seed16_full_bs64_step20k__metrics.csv
outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/int4_hsearch/sparse_p0p1_taskgrad_lowbitL_hstar/int4_sparsep0p1_taskgrad_lowbitL_sst5_hstar_h0p00136650442_seed16_full_bs64_step20k/eval_metrics.jsonl,raw_run_summaries/outputs__int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513__int4_hsearch__sparse_p0p1_taskgrad_lowbitL_hstar__int4_sparsep0p1_taskgrad_lowbitL_sst5_hstar_h0p00136650442_seed16_full_bs64_step20k__eval_metrics.jsonl
outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/int4_hsearch/sparse_p0p1_taskgrad_lowbitL_hstar/int4_sparsep0p1_taskgrad_lowbitL_trec_hstar_h0p0006825578664_seed16_full_bs64_step20k/run_summary.json,raw_run_summaries/outputs__int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513__int4_hsearch__sparse_p0p1_taskgrad_lowbitL_hstar__int4_sparsep0p1_taskgrad_lowbitL_trec_hstar_h0p0006825578664_seed16_full_bs64_step20k__run_summary.json
outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/int4_hsearch/sparse_p0p1_taskgrad_lowbitL_hstar/int4_sparsep0p1_taskgrad_lowbitL_trec_hstar_h0p0006825578664_seed16_full_bs64_step20k/run_config.json,raw_run_summaries/outputs__int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513__int4_hsearch__sparse_p0p1_taskgrad_lowbitL_hstar__int4_sparsep0p1_taskgrad_lowbitL_trec_hstar_h0p0006825578664_seed16_full_bs64_step20k__run_config.json
outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/int4_hsearch/sparse_p0p1_taskgrad_lowbitL_hstar/int4_sparsep0p1_taskgrad_lowbitL_trec_hstar_h0p0006825578664_seed16_full_bs64_step20k/run_manifest_row.json,raw_run_summaries/outputs__int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513__int4_hsearch__sparse_p0p1_taskgrad_lowbitL_hstar__int4_sparsep0p1_taskgrad_lowbitL_trec_hstar_h0p0006825578664_seed16_full_bs64_step20k__run_manifest_row.json
outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/int4_hsearch/sparse_p0p1_taskgrad_lowbitL_hstar/int4_sparsep0p1_taskgrad_lowbitL_trec_hstar_h0p0006825578664_seed16_full_bs64_step20k/metrics.csv,raw_run_summaries/outputs__int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513__int4_hsearch__sparse_p0p1_taskgrad_lowbitL_hstar__int4_sparsep0p1_taskgrad_lowbitL_trec_hstar_h0p0006825578664_seed16_full_bs64_step20k__metrics.csv
outputs/int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513/int4_hsearch/sparse_p0p1_taskgrad_lowbitL_hstar/int4_sparsep0p1_taskgrad_lowbitL_trec_hstar_h0p0006825578664_seed16_full_bs64_step20k/eval_metrics.jsonl,raw_run_summaries/outputs__int4_lowbitL_hstar_dense_sparse_20260522_20260522_223513__int4_hsearch__sparse_p0p1_taskgrad_lowbitL_hstar__int4_sparsep0p1_taskgrad_lowbitL_trec_hstar_h0p0006825578664_seed16_full_bs64_step20k__eval_metrics.jsonl
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/fixed_small/int4_prefix_quantized_seedfixed_mnli_fixed_small_h1e-5_seed16_full_bs64_step20k/run_summary.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__fixed_small__int4_prefix_quantized_seedfixed_mnli_fixed_small_h1e-5_seed16_full_bs64_step20k__run_summary.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/fixed_small/int4_prefix_quantized_seedfixed_mnli_fixed_small_h1e-5_seed16_full_bs64_step20k/run_config.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__fixed_small__int4_prefix_quantized_seedfixed_mnli_fixed_small_h1e-5_seed16_full_bs64_step20k__run_config.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/fixed_small/int4_prefix_quantized_seedfixed_mnli_fixed_small_h1e-5_seed16_full_bs64_step20k/run_manifest_row.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__fixed_small__int4_prefix_quantized_seedfixed_mnli_fixed_small_h1e-5_seed16_full_bs64_step20k__run_manifest_row.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/fixed_small/int4_prefix_quantized_seedfixed_mnli_fixed_small_h1e-5_seed16_full_bs64_step20k/metrics.csv,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__fixed_small__int4_prefix_quantized_seedfixed_mnli_fixed_small_h1e-5_seed16_full_bs64_step20k__metrics.csv
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/fixed_small/int4_prefix_quantized_seedfixed_mnli_fixed_small_h1e-5_seed16_full_bs64_step20k/eval_metrics.jsonl,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__fixed_small__int4_prefix_quantized_seedfixed_mnli_fixed_small_h1e-5_seed16_full_bs64_step20k__eval_metrics.jsonl
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/fixed_small/int4_prefix_quantized_seedfixed_rte_fixed_small_h1e-5_seed16_full_bs64_step20k/run_summary.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__fixed_small__int4_prefix_quantized_seedfixed_rte_fixed_small_h1e-5_seed16_full_bs64_step20k__run_summary.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/fixed_small/int4_prefix_quantized_seedfixed_rte_fixed_small_h1e-5_seed16_full_bs64_step20k/run_config.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__fixed_small__int4_prefix_quantized_seedfixed_rte_fixed_small_h1e-5_seed16_full_bs64_step20k__run_config.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/fixed_small/int4_prefix_quantized_seedfixed_rte_fixed_small_h1e-5_seed16_full_bs64_step20k/run_manifest_row.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__fixed_small__int4_prefix_quantized_seedfixed_rte_fixed_small_h1e-5_seed16_full_bs64_step20k__run_manifest_row.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/fixed_small/int4_prefix_quantized_seedfixed_rte_fixed_small_h1e-5_seed16_full_bs64_step20k/metrics.csv,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__fixed_small__int4_prefix_quantized_seedfixed_rte_fixed_small_h1e-5_seed16_full_bs64_step20k__metrics.csv
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/fixed_small/int4_prefix_quantized_seedfixed_rte_fixed_small_h1e-5_seed16_full_bs64_step20k/eval_metrics.jsonl,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__fixed_small__int4_prefix_quantized_seedfixed_rte_fixed_small_h1e-5_seed16_full_bs64_step20k__eval_metrics.jsonl
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/fixed_small/int4_prefix_quantized_seedfixed_sst2_fixed_small_h1e-5_seed16_full_bs64_step20k/run_summary.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__fixed_small__int4_prefix_quantized_seedfixed_sst2_fixed_small_h1e-5_seed16_full_bs64_step20k__run_summary.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/fixed_small/int4_prefix_quantized_seedfixed_sst2_fixed_small_h1e-5_seed16_full_bs64_step20k/run_config.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__fixed_small__int4_prefix_quantized_seedfixed_sst2_fixed_small_h1e-5_seed16_full_bs64_step20k__run_config.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/fixed_small/int4_prefix_quantized_seedfixed_sst2_fixed_small_h1e-5_seed16_full_bs64_step20k/run_manifest_row.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__fixed_small__int4_prefix_quantized_seedfixed_sst2_fixed_small_h1e-5_seed16_full_bs64_step20k__run_manifest_row.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/fixed_small/int4_prefix_quantized_seedfixed_sst2_fixed_small_h1e-5_seed16_full_bs64_step20k/metrics.csv,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__fixed_small__int4_prefix_quantized_seedfixed_sst2_fixed_small_h1e-5_seed16_full_bs64_step20k__metrics.csv
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/fixed_small/int4_prefix_quantized_seedfixed_sst2_fixed_small_h1e-5_seed16_full_bs64_step20k/eval_metrics.jsonl,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__fixed_small__int4_prefix_quantized_seedfixed_sst2_fixed_small_h1e-5_seed16_full_bs64_step20k__eval_metrics.jsonl
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/fixed_small/int4_prefix_quantized_seedfixed_sst5_fixed_small_h1e-5_seed16_full_bs64_step20k/run_summary.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__fixed_small__int4_prefix_quantized_seedfixed_sst5_fixed_small_h1e-5_seed16_full_bs64_step20k__run_summary.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/fixed_small/int4_prefix_quantized_seedfixed_sst5_fixed_small_h1e-5_seed16_full_bs64_step20k/run_config.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__fixed_small__int4_prefix_quantized_seedfixed_sst5_fixed_small_h1e-5_seed16_full_bs64_step20k__run_config.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/fixed_small/int4_prefix_quantized_seedfixed_sst5_fixed_small_h1e-5_seed16_full_bs64_step20k/run_manifest_row.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__fixed_small__int4_prefix_quantized_seedfixed_sst5_fixed_small_h1e-5_seed16_full_bs64_step20k__run_manifest_row.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/fixed_small/int4_prefix_quantized_seedfixed_sst5_fixed_small_h1e-5_seed16_full_bs64_step20k/metrics.csv,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__fixed_small__int4_prefix_quantized_seedfixed_sst5_fixed_small_h1e-5_seed16_full_bs64_step20k__metrics.csv
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/fixed_small/int4_prefix_quantized_seedfixed_sst5_fixed_small_h1e-5_seed16_full_bs64_step20k/eval_metrics.jsonl,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__fixed_small__int4_prefix_quantized_seedfixed_sst5_fixed_small_h1e-5_seed16_full_bs64_step20k__eval_metrics.jsonl
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/fixed_small/int4_prefix_quantized_seedfixed_trec_fixed_small_h1e-5_seed16_full_bs64_step20k/run_summary.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__fixed_small__int4_prefix_quantized_seedfixed_trec_fixed_small_h1e-5_seed16_full_bs64_step20k__run_summary.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/fixed_small/int4_prefix_quantized_seedfixed_trec_fixed_small_h1e-5_seed16_full_bs64_step20k/run_config.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__fixed_small__int4_prefix_quantized_seedfixed_trec_fixed_small_h1e-5_seed16_full_bs64_step20k__run_config.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/fixed_small/int4_prefix_quantized_seedfixed_trec_fixed_small_h1e-5_seed16_full_bs64_step20k/run_manifest_row.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__fixed_small__int4_prefix_quantized_seedfixed_trec_fixed_small_h1e-5_seed16_full_bs64_step20k__run_manifest_row.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/fixed_small/int4_prefix_quantized_seedfixed_trec_fixed_small_h1e-5_seed16_full_bs64_step20k/metrics.csv,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__fixed_small__int4_prefix_quantized_seedfixed_trec_fixed_small_h1e-5_seed16_full_bs64_step20k__metrics.csv
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/fixed_small/int4_prefix_quantized_seedfixed_trec_fixed_small_h1e-5_seed16_full_bs64_step20k/eval_metrics.jsonl,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__fixed_small__int4_prefix_quantized_seedfixed_trec_fixed_small_h1e-5_seed16_full_bs64_step20k__eval_metrics.jsonl
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/hstar_cleanGL/int4_prefix_quantized_seedfixed_mnli_hstar_cleanGL_h0p105986538543_seed16_full_bs64_step20k/run_summary.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__hstar_cleanGL__int4_prefix_quantized_seedfixed_mnli_hstar_cleanGL_h0p105986538543_seed16_full_bs64_step20k__run_summary.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/hstar_cleanGL/int4_prefix_quantized_seedfixed_mnli_hstar_cleanGL_h0p105986538543_seed16_full_bs64_step20k/run_config.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__hstar_cleanGL__int4_prefix_quantized_seedfixed_mnli_hstar_cleanGL_h0p105986538543_seed16_full_bs64_step20k__run_config.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/hstar_cleanGL/int4_prefix_quantized_seedfixed_mnli_hstar_cleanGL_h0p105986538543_seed16_full_bs64_step20k/run_manifest_row.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__hstar_cleanGL__int4_prefix_quantized_seedfixed_mnli_hstar_cleanGL_h0p105986538543_seed16_full_bs64_step20k__run_manifest_row.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/hstar_cleanGL/int4_prefix_quantized_seedfixed_mnli_hstar_cleanGL_h0p105986538543_seed16_full_bs64_step20k/metrics.csv,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__hstar_cleanGL__int4_prefix_quantized_seedfixed_mnli_hstar_cleanGL_h0p105986538543_seed16_full_bs64_step20k__metrics.csv
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/hstar_cleanGL/int4_prefix_quantized_seedfixed_mnli_hstar_cleanGL_h0p105986538543_seed16_full_bs64_step20k/eval_metrics.jsonl,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__hstar_cleanGL__int4_prefix_quantized_seedfixed_mnli_hstar_cleanGL_h0p105986538543_seed16_full_bs64_step20k__eval_metrics.jsonl
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/hstar_cleanGL/int4_prefix_quantized_seedfixed_rte_hstar_cleanGL_h0p0728075682661_seed16_full_bs64_step20k/run_summary.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__hstar_cleanGL__int4_prefix_quantized_seedfixed_rte_hstar_cleanGL_h0p0728075682661_seed16_full_bs64_step20k__run_summary.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/hstar_cleanGL/int4_prefix_quantized_seedfixed_rte_hstar_cleanGL_h0p0728075682661_seed16_full_bs64_step20k/run_config.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__hstar_cleanGL__int4_prefix_quantized_seedfixed_rte_hstar_cleanGL_h0p0728075682661_seed16_full_bs64_step20k__run_config.json
outputs/int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841/int4_hsearch/prefix_quantized/hstar_cleanGL/int4_prefix_quantized_seedfixed_rte_hstar_cleanGL_h0p0728075682661_seed16_full_bs64_step20k/run_manifest_row.json,raw_run_summaries/outputs__int4_sparse_prefix_seedfixed_int4fd_20k_20260523_171841__int4_hsearch__prefix_quantized__hstar_cleanGL__int4_prefix_quantized_seedfixed_rte_hstar_cleanGL_h0p0728075682661_seed16_full_bs64_step20k__run_manifest_row.json
