setting,precision,quantizer,direction_family,sparse_p,h_vis_min,h_loc_max,valid_window,default_h_valid,geometry_rows,locality_rows,valid_rows,policy,selected_h,selected_h_active,selection_status,alignment,norm_ratio,code_change_frac,richardson_relerr,corr_fd_true,nMSE_fd_true,score,failure_mode,notes,training_best_h,training_best_h_active,training_best_acc,factor_to_training_best,training_notes
rtnclip_g128_int4_current_probe,int4,G128_groupwise_RTNClip_fake_quant,dense,,0.003,,none,False,4,0,0,richardson_upper_bound,,,no_fd_local,,,,,,,,,Estimator 3 upper-bound only; ignores quantization visibility.,,,,,training oracle unavailable
rtnclip_g128_int4_current_probe,int4,G128_groupwise_RTNClip_fake_quant,dense,,0.003,,none,False,4,0,0,smallest_valid,,,no_valid_window,,,,,,,,,,,,,,training oracle unavailable
rtnclip_g128_int4_current_probe,int4,G128_groupwise_RTNClip_fake_quant,dense,,0.003,,none,False,4,0,0,log_midpoint_valid,,,no_valid_window,,,,,,,,,,,,,,training oracle unavailable
rtnclip_g128_int4_current_probe,int4,G128_groupwise_RTNClip_fake_quant,dense,,0.003,,none,False,4,0,0,score_min_valid,,,no_valid_window,,,,,,,,,,,,,,training oracle unavailable
rtnclip_g128_int8_smoke_geometry_only,int8,G128_groupwise_RTNClip_fake_quant,dense,,0.001,,none,False,1,0,0,geometry_lower_bound,0.001,0.001,selected,0.9811197285105177,1.015025917703038,0.8279405210073294,,,,1.0,locality_unavailable,Estimator 1/2 lower-bound only; ignores locality.,0.0003,0.0003,0.3501170960187353,3.3333333333333335,training oracle retrospective only
rtnclip_g128_int8_smoke_geometry_only,int8,G128_groupwise_RTNClip_fake_quant,dense,,0.001,,none,False,1,0,0,richardson_upper_bound,,,no_fd_local,,,,,,,,,Estimator 3 upper-bound only; ignores quantization visibility.,0.0003,0.0003,0.3501170960187353,,training oracle retrospective only
rtnclip_g128_int8_smoke_geometry_only,int8,G128_groupwise_RTNClip_fake_quant,dense,,0.001,,none,False,1,0,0,smallest_valid,,,no_valid_window,,,,,,,,,,0.0003,0.0003,0.3501170960187353,,training oracle retrospective only
rtnclip_g128_int8_smoke_geometry_only,int8,G128_groupwise_RTNClip_fake_quant,dense,,0.001,,none,False,1,0,0,log_midpoint_valid,,,no_valid_window,,,,,,,,,,0.0003,0.0003,0.3501170960187353,,training oracle retrospective only
rtnclip_g128_int8_smoke_geometry_only,int8,G128_groupwise_RTNClip_fake_quant,dense,,0.001,,none,False,1,0,0,score_min_valid,,,no_valid_window,,,,,,,,,,0.0003,0.0003,0.3501170960187353,,training oracle retrospective only
rtnclip_g128_int8_training_diagnostics_geometry_only,int8,G128_groupwise_RTNClip_fake_quant,dense,,0.0003,,none,False,3,0,0,geometry_lower_bound,0.0003,0.0003,selected,0.8439868986894186,1.1790045551244295,0.5198234256427656,,,,1.0,locality_unavailable,Estimator 1/2 lower-bound only; ignores locality.,0.0003,0.0003,0.3501170960187353,1.0,training oracle retrospective only
rtnclip_g128_int8_training_diagnostics_geometry_only,int8,G128_groupwise_RTNClip_fake_quant,dense,,0.0003,,none,False,3,0,0,richardson_upper_bound,,,no_fd_local,,,,,,,,,Estimator 3 upper-bound only; ignores quantization visibility.,0.0003,0.0003,0.3501170960187353,,training oracle retrospective only
rtnclip_g128_int8_training_diagnostics_geometry_only,int8,G128_groupwise_RTNClip_fake_quant,dense,,0.0003,,none,False,3,0,0,smallest_valid,,,no_valid_window,,,,,,,,,,0.0003,0.0003,0.3501170960187353,,training oracle retrospective only
rtnclip_g128_int8_training_diagnostics_geometry_only,int8,G128_groupwise_RTNClip_fake_quant,dense,,0.0003,,none,False,3,0,0,log_midpoint_valid,,,no_valid_window,,,,,,,,,,0.0003,0.0003,0.3501170960187353,,training oracle retrospective only
rtnclip_g128_int8_training_diagnostics_geometry_only,int8,G128_groupwise_RTNClip_fake_quant,dense,,0.0003,,none,False,3,0,0,score_min_valid,,,no_valid_window,,,,,,,,,,0.0003,0.0003,0.3501170960187353,,training oracle retrospective only
