model,task,precision,mode,h_policy,selected_h,selected_acc,delta_vs_default,run_type,seed
facebook/opt-1.3b,mnli,int4,dense,hstar_cont,0.0001731491820902,0.378604177279674,-0.05889582272032601,full,16
facebook/opt-1.3b,mnli,int4,dense,small_1e-5,1e-05,0.3578196637799287,-0.07968033622007131,full,16
facebook/opt-1.3b,mnli,int4,dense,standard_1e-3,0.001,0.3904228222109017,-0.04707717778909831,full,16
facebook/opt-1.3b,rte,int4,dense,hstar_cont,0.0002940821846582,0.555956678700361,-0.04693140794223827,full,16
facebook/opt-1.3b,rte,int4,dense,small_1e-5,1e-05,0.5595667870036101,-0.04332129963898923,full,16
facebook/opt-1.3b,rte,int4,dense,standard_1e-3,0.001,0.5992779783393501,-0.0036101083032491488,full,16
facebook/opt-1.3b,sst-2,int4,dense,hstar_cont,0.0005056172823939,0.8761467889908257,-0.03555045871559637,full,16
facebook/opt-1.3b,sst-2,int4,dense,small_1e-5,1e-05,0.5607798165137615,-0.3509174311926605,full,16
facebook/opt-1.3b,sst-2,int4,dense,standard_1e-3,0.001,0.8967889908256881,-0.014908256880733939,full,16
facebook/opt-1.3b,sst-5,int4,dense,hstar_cont,0.0006543479591531,0.44141689373297,-0.028156221616712107,full,16
facebook/opt-1.3b,sst-5,int4,dense,small_1e-5,1e-05,0.2524977293369664,-0.2170753860127157,full,16
facebook/opt-1.3b,sst-5,int4,dense,standard_1e-3,0.001,0.4623069936421435,-0.0072661217075385975,full,16
facebook/opt-1.3b,trec,int4,dense,hstar_cont,0.0003443971570045,0.334,-0.38799999999999996,full,16
facebook/opt-1.3b,trec,int4,dense,small_1e-5,1e-05,0.292,-0.43,full,16
facebook/opt-1.3b,trec,int4,dense,standard_1e-3,0.001,0.66,-0.061999999999999944,full,16
facebook/opt-1.3b,mnli,int4,dense,small_1e-5,1e-05,0.3578196637799287,-0.07968033622007131,full,16
facebook/opt-1.3b,mnli,int4,dense,standard_1e-3,0.001,0.3904228222109017,-0.04707717778909831,full,16
facebook/opt-1.3b,mnli,int4,dense,hstar_cont,0.0001731491820902,0.378604177279674,-0.05889582272032601,full,16
facebook/opt-1.3b,rte,int4,dense,small_1e-5,1e-05,0.5595667870036101,-0.04332129963898923,full,16
facebook/opt-1.3b,rte,int4,dense,standard_1e-3,0.001,0.5992779783393501,-0.0036101083032491488,full,16
facebook/opt-1.3b,rte,int4,dense,hstar_cont,0.0002940821846582,0.555956678700361,-0.04693140794223827,full,16
facebook/opt-1.3b,sst-2,int4,dense,small_1e-5,1e-05,0.5607798165137615,-0.3509174311926605,full,16
facebook/opt-1.3b,sst-2,int4,dense,standard_1e-3,0.001,0.8967889908256881,-0.014908256880733939,full,16
facebook/opt-1.3b,sst-2,int4,dense,hstar_cont,0.0005056172823939,0.8761467889908257,-0.03555045871559637,full,16
facebook/opt-1.3b,sst-5,int4,dense,small_1e-5,1e-05,0.2524977293369664,-0.2170753860127157,full,16
facebook/opt-1.3b,sst-5,int4,dense,standard_1e-3,0.001,0.4623069936421435,-0.0072661217075385975,full,16
facebook/opt-1.3b,sst-5,int4,dense,hstar_cont,0.0006543479591531,0.44141689373297,-0.028156221616712107,full,16
facebook/opt-1.3b,trec,int4,dense,small_1e-5,1e-05,0.292,-0.43,full,16
facebook/opt-1.3b,trec,int4,dense,standard_1e-3,0.001,0.66,-0.061999999999999944,full,16
facebook/opt-1.3b,trec,int4,dense,hstar_cont,0.0003443971570045,0.334,-0.38799999999999996,full,16
facebook/opt-1.3b,mnli,int4,dense,smoke_standard_1e-3,0.001,0.3578196637799287,-0.07968033622007131,pilot,16
facebook/opt-1.3b,rte,int4,dense,smoke_standard_1e-3,0.001,0.5270758122743683,-0.07581227436823101,pilot,16
facebook/opt-1.3b,sst-2,int4,dense,smoke_standard_1e-3,0.001,0.5607798165137615,-0.3509174311926605,pilot,16
facebook/opt-1.3b,sst-5,int4,dense,smoke_standard_1e-3,0.001,0.2306993642143505,-0.2388737511353316,pilot,16
facebook/opt-1.3b,trec,int4,dense,smoke_standard_1e-3,0.001,0.264,-0.45799999999999996,pilot,16
facebook/opt-1.3b,mnli,int4,dense,smoke_standard_1e-3,0.001,0.3578196637799287,-0.07968033622007131,pilot,16
facebook/opt-1.3b,rte,int4,dense,smoke_standard_1e-3,0.001,0.5270758122743683,-0.07581227436823101,pilot,16
facebook/opt-1.3b,sst-2,int4,dense,smoke_standard_1e-3,0.001,0.5607798165137615,-0.3509174311926605,pilot,16
facebook/opt-1.3b,sst-5,int4,dense,smoke_standard_1e-3,0.001,0.2306993642143505,-0.2388737511353316,pilot,16
facebook/opt-1.3b,trec,int4,dense,smoke_standard_1e-3,0.001,0.264,-0.45799999999999996,pilot,16
facebook/opt-1.3b,sst-5,int8,dense,bad-large,0.01,0.34375,-0.03125,pilot,16
facebook/opt-1.3b,sst-5,int8,dense,default,0.001,0.375,0.0,pilot,16
facebook/opt-1.3b,sst-5,int8,dense,bad-small,1e-05,0.34375,-0.03125,pilot,16
facebook/opt-1.3b,sst-5,int8,dense,selected_h,0.005,0.34375,-0.03125,pilot,16
facebook/opt-1.3b,sst-5,int8,dense,bad-large,0.01,0.25,-0.125,pilot,16
facebook/opt-1.3b,sst-5,int8,dense,default,0.001,0.25,-0.125,pilot,16
facebook/opt-1.3b,sst-5,int8,dense,bad-small,1e-05,0.1875,-0.1875,pilot,16
facebook/opt-1.3b,sst-5,int8,dense,selected_h,0.005,0.25,-0.125,pilot,16
roberta-large,sst-5,int8,dense,bad-large,0.01,0.259765625,-0.22735381293911,pilot,16
roberta-large,sst-5,int8,dense,default,0.001,0.283203125,-0.20391631293911,pilot,16
roberta-large,sst-5,int8,dense,bad-small,1e-05,0.3046875,-0.18243193793911,pilot,16
roberta-large,sst-5,int8,dense,selected_h,0.005,0.26171875,-0.22540068793911,pilot,16
roberta-large,sst-5,int8,dense,bad-large,0.01,0.275390625,-0.21172881293911,pilot,16
roberta-large,sst-5,int8,dense,default,0.001,0.28515625,-0.20196318793911,pilot,16
roberta-large,sst-5,int8,dense,bad-small,1e-05,0.275390625,-0.21172881293911,pilot,16
roberta-large,sst-5,int8,dense,selected_h,0.005,0.255859375,-0.23126006293911,pilot,16
roberta-large,sst-5,int4,dense,1e-5,1e-05,0.2599531615925058,-0.21896955503512877,medium,16
roberta-large,sst-5,int4,dense,1e-3,0.001,0.4789227166276346,0.0,full,16
roberta-large,sst-5,int4,dense,3e-5,3e-05,0.2833723653395784,-0.1955503512880562,full,16
roberta-large,sst-5,int4,dense,1p5e-3,0.0015,0.4168618266978923,-0.06206088992974229,full,16
roberta-large,sst-5,int4,dense,1e-4,0.0001,0.3231850117096019,-0.15573770491803268,full,16
roberta-large,sst-5,int4,dense,2e-3,0.002,0.455503512880562,-0.02341920374707257,full,16
roberta-large,sst-5,int4,dense,3e-4,0.0003,0.4578454332552693,-0.021077283372365307,full,16
roberta-large,sst-5,int4,dense,3e-3,0.003,0.3430913348946136,-0.135831381733021,full,16
roberta-large,sst-5,int4,dense,4e-3,0.004,0.3149882903981265,-0.1639344262295081,full,16
roberta-large,sst-5,int4,dense,5e-3,0.005,0.2704918032786885,-0.2084309133489461,full,16
roberta-large,sst-5,int4,dense,1e-2,0.01,0.2576112412177986,-0.22131147540983598,full,16
roberta-large,sst-5,int8,dense,1e-2,0.01,0.2716627634660422,-0.21545667447306782,full,16
roberta-large,sst-5,int8,dense,1e-3,0.001,0.4765807962529274,-0.010538641686182626,full,16
roberta-large,sst-5,int8,dense,1e-4,0.0001,0.4578454332552693,-0.029274004683840726,full,16
roberta-large,sst-5,int8,dense,1e-5,1e-05,0.3395784543325527,-0.14754098360655732,full,16
roberta-large,sst-5,int8,dense,1p5e-3,0.0015,0.4578454332552693,-0.029274004683840726,full,16
roberta-large,sst-5,int8,dense,2e-3,0.002,0.4613583138173302,-0.025761124121779777,full,16
roberta-large,sst-5,int8,dense,3e-3,0.003,0.3653395784543325,-0.12177985948477749,full,16
roberta-large,sst-5,int8,dense,3e-4,0.0003,0.4648711943793911,-0.022248243559718883,full,16
roberta-large,sst-5,int8,dense,3e-5,3e-05,0.4672131147540984,-0.01990632318501162,full,16
roberta-large,sst-5,int8,dense,4e-3,0.004,0.3489461358313817,-0.13817330210772832,full,16
roberta-large,sst-5,int8,dense,5e-3,0.005,0.2763466042154566,-0.2107728337236534,full,16
roberta-large,sst-5,int8,dense,1e-2,0.01,0.2716627634660422,-0.21545667447306782,full,16
roberta-large,sst-5,int8,dense,1e-3,0.001,0.4765807962529274,-0.010538641686182626,full,16
roberta-large,sst-5,int8,dense,1e-4,0.0001,0.4578454332552693,-0.029274004683840726,full,16
roberta-large,sst-5,int8,dense,1e-5,1e-05,0.3395784543325527,-0.14754098360655732,full,16
roberta-large,sst-5,int8,dense,1p5e-3,0.0015,0.4578454332552693,-0.029274004683840726,full,16
roberta-large,sst-5,int8,dense,2e-3,0.002,0.4613583138173302,-0.025761124121779777,full,16
roberta-large,sst-5,int8,dense,3e-3,0.003,0.3653395784543325,-0.12177985948477749,full,16
roberta-large,sst-5,int8,dense,3e-4,0.0003,0.4648711943793911,-0.022248243559718883,full,16
roberta-large,sst-5,int8,dense,3e-5,3e-05,0.4672131147540984,-0.01990632318501162,full,16
roberta-large,sst-5,int8,dense,4e-3,0.004,0.3489461358313817,-0.13817330210772832,full,16
roberta-large,sst-5,int8,dense,5e-3,0.005,0.2763466042154566,-0.2107728337236534,full,16
roberta-large,sst-2,int4,sparse_p0p1,fixed_small,1e-05,0.5648106904231626,-0.33942093541202667,full,16
roberta-large,sst-5,int4,sparse_p0p1,fixed_small,1e-05,0.2728337236533958,-0.2084309133489461,full,16
roberta-large,rte,int4,sparse_p0p1,fixed_small,1e-05,0.5100401606425703,-0.11646586345381527,full,16
roberta-large,mnli,int4,sparse_p0p1,fixed_small,1e-05,0.33475935828877,-0.13605805958747136,full,16
roberta-large,trec,int4,sparse_p0p1,fixed_small,1e-05,0.2307692307692307,-0.5567765567765568,medium,16
roberta-large,sst-2,int4,sparse_p0p1,mezo_default,0.001,0.9042316258351892,0.0,full,16
roberta-large,sst-5,int4,sparse_p0p1,mezo_default,0.001,0.4812646370023419,0.0,full,16
roberta-large,rte,int4,sparse_p0p1,mezo_default,0.001,0.6265060240963856,0.0,full,16
roberta-large,mnli,int4,sparse_p0p1,mezo_default,0.001,0.4708174178762414,0.0,full,16
roberta-large,trec,int4,sparse_p0p1,mezo_default,0.001,0.7875457875457875,0.0,full,16
roberta-large,sst-2,int4,sparse_p0p1,hstar_cleanGL,0.000458314754972,0.9020044543429844,-0.00222717149220486,full,16
roberta-large,sst-5,int4,sparse_p0p1,hstar_cleanGL,0.0013388576857165,0.4414519906323185,-0.03981264637002341,full,16
roberta-large,rte,int4,sparse_p0p1,hstar_cleanGL,0.0004352528589334,0.6506024096385542,0.02409638554216864,full,16
roberta-large,mnli,int4,sparse_p0p1,hstar_cleanGL,0.0008531355897454,0.4756557168321874,0.004838298955946008,full,16
roberta-large,trec,int4,sparse_p0p1,hstar_cleanGL,0.0012135533363166,0.6904761904761905,-0.09706959706959706,full,16
roberta-large,sst-2,int4,sparse_p0p1,hstar_lowbitL,0.0010440057466626,0.9037861915367484,-0.0004454342984407944,full,16
roberta-large,sst-5,int4,sparse_p0p1,hstar_lowbitL,0.0013665044203238,0.4754098360655737,-0.005854800936768212,full,16
roberta-large,rte,int4,sparse_p0p1,hstar_lowbitL,0.0003591546781873,0.6385542168674698,0.012048192771084265,full,16
roberta-large,mnli,int4,sparse_p0p1,hstar_lowbitL,0.000437324731266,0.5047873694932519,0.033969951617010496,full,16
roberta-large,trec,int4,sparse_p0p1,hstar_lowbitL,0.0006825578664185,0.7893772893772893,0.001831501831501825,full,16
roberta-large,sst-2,int4,prefix_int4,fixed_small,1e-05,0.5529324424647365,-0.05909428359316993,full,16
roberta-large,sst-5,int4,prefix_int4,fixed_small,1e-05,0.275175644028103,-0.04449648711943799,full,16
roberta-large,rte,int4,prefix_int4,fixed_small,1e-05,0.5622489959839357,0.028112449799196804,medium,16
roberta-large,mnli,int4,prefix_int4,fixed_small,1e-05,0.3359052711993888,-0.0583651642475172,full,16
roberta-large,trec,int4,prefix_int4,fixed_small,1e-05,0.2234432234432234,-0.018315018315018305,full,16
roberta-large,sst-2,int4,prefix_int4,mezo_default,0.001,0.6120267260579064,0.0,full,16
roberta-large,sst-5,int4,prefix_int4,mezo_default,0.001,0.319672131147541,0.0,full,16
roberta-large,rte,int4,prefix_int4,mezo_default,0.001,0.5341365461847389,0.0,full,16
roberta-large,mnli,int4,prefix_int4,mezo_default,0.001,0.394270435446906,0.0,full,16
roberta-large,trec,int4,prefix_int4,mezo_default,0.001,0.2417582417582417,0.0,full,16
roberta-large,sst-2,int4,prefix_int4,hstar_cleanGL,0.0886419832658425,0.8911655530809206,0.2791388270230142,full,16
roberta-large,sst-5,int4,prefix_int4,hstar_cleanGL,0.0804720147886286,0.4250585480093676,0.10538641686182659,full,16
roberta-large,rte,int4,prefix_int4,hstar_cleanGL,0.072807568266058,0.5622489959839357,0.028112449799196804,full,16
roberta-large,mnli,int4,prefix_int4,hstar_cleanGL,0.1059865385430891,0.4210084033613445,0.0267379679144385,full,16
roberta-large,trec,int4,prefix_int4,hstar_cleanGL,0.0949896412434653,0.7234432234432234,0.48168498168498175,full,16
roberta-large,sst-5,int8,dense,1e-2,0.01,0.2716627634660422,-0.21545667447306782,full,16
roberta-large,sst-5,int8,dense,1e-3,0.001,0.4765807962529274,-0.010538641686182626,full,16
roberta-large,sst-5,int8,dense,1e-4,0.0001,0.4578454332552693,-0.029274004683840726,full,16
roberta-large,sst-5,int8,dense,1e-5,1e-05,0.3395784543325527,-0.14754098360655732,full,16
roberta-large,sst-5,int8,dense,1p5e-3,0.0015,0.4578454332552693,-0.029274004683840726,full,16
roberta-large,sst-5,int8,dense,2e-3,0.002,0.4613583138173302,-0.025761124121779777,full,16
roberta-large,sst-5,int8,dense,3e-3,0.003,0.3653395784543325,-0.12177985948477749,full,16
roberta-large,sst-5,int8,dense,3e-4,0.0003,0.4648711943793911,-0.022248243559718883,full,16
roberta-large,sst-5,int8,dense,3e-5,3e-05,0.4672131147540984,-0.01990632318501162,full,16
roberta-large,sst-5,int8,dense,4e-3,0.004,0.3489461358313817,-0.13817330210772832,full,16
roberta-large,sst-5,int8,dense,5e-3,0.005,0.2763466042154566,-0.2107728337236534,full,16
roberta-large,sst-5,int4,dense,1e-5,1e-05,0.2599531615925058,-0.21896955503512877,medium,16
roberta-large,sst-5,int4,dense,1e-3,0.001,0.4789227166276346,0.0,full,16
roberta-large,sst-5,int4,dense,3e-5,3e-05,0.2833723653395784,-0.1955503512880562,full,16
roberta-large,sst-5,int4,dense,1p5e-3,0.0015,0.4168618266978923,-0.06206088992974229,full,16
roberta-large,sst-5,int4,dense,1e-4,0.0001,0.3231850117096019,-0.15573770491803268,full,16
roberta-large,sst-5,int4,dense,2e-3,0.002,0.455503512880562,-0.02341920374707257,full,16
roberta-large,sst-5,int4,dense,3e-4,0.0003,0.4578454332552693,-0.021077283372365307,full,16
roberta-large,sst-5,int4,dense,3e-3,0.003,0.3430913348946136,-0.135831381733021,full,16
roberta-large,sst-5,int4,dense,4e-3,0.004,0.3149882903981265,-0.1639344262295081,full,16
roberta-large,sst-5,int4,dense,5e-3,0.005,0.2704918032786885,-0.2084309133489461,full,16
roberta-large,sst-5,int4,dense,1e-2,0.01,0.2576112412177986,-0.22131147540983598,full,16
facebook/opt-1.3b,sst-5,int8,dense,bad-large,0.01,0.34375,-0.03125,pilot,16
facebook/opt-1.3b,sst-5,int8,dense,default,0.001,0.375,0.0,pilot,16
facebook/opt-1.3b,sst-5,int8,dense,bad-small,1e-05,0.34375,-0.03125,pilot,16
facebook/opt-1.3b,sst-5,int8,dense,selected_h,0.005,0.34375,-0.03125,pilot,16
facebook/opt-1.3b,sst-5,int8,dense,bad-large,0.01,0.25,-0.125,pilot,16
facebook/opt-1.3b,sst-5,int8,dense,default,0.001,0.25,-0.125,pilot,16
facebook/opt-1.3b,sst-5,int8,dense,bad-small,1e-05,0.1875,-0.1875,pilot,16
facebook/opt-1.3b,sst-5,int8,dense,selected_h,0.005,0.25,-0.125,pilot,16
roberta-large,sst-5,int8,dense,bad-large,0.01,0.259765625,-0.22735381293911,pilot,16
roberta-large,sst-5,int8,dense,default,0.001,0.283203125,-0.20391631293911,pilot,16
roberta-large,sst-5,int8,dense,bad-small,1e-05,0.3046875,-0.18243193793911,pilot,16
roberta-large,sst-5,int8,dense,selected_h,0.005,0.26171875,-0.22540068793911,pilot,16
roberta-large,sst-5,int8,dense,bad-large,0.01,0.275390625,-0.21172881293911,pilot,16
roberta-large,sst-5,int8,dense,default,0.001,0.28515625,-0.20196318793911,pilot,16
roberta-large,sst-5,int8,dense,bad-small,1e-05,0.275390625,-0.21172881293911,pilot,16
roberta-large,sst-5,int8,dense,selected_h,0.005,0.255859375,-0.23126006293911,pilot,16
facebook/opt-1.3b,trec,int4,dense,small_1e-5,1e-05,0.292,-0.43,full,16
facebook/opt-1.3b,trec,int4,dense,standard_1e-3,0.001,0.66,-0.061999999999999944,full,16
facebook/opt-1.3b,trec,int4,dense,hstar_cont,0.0003443971570045,0.334,-0.38799999999999996,full,16
facebook/opt-1.3b,mnli,int4,dense,hstar_cont,0.0001731491820902,0.378604177279674,-0.05889582272032601,full,16
facebook/opt-1.3b,mnli,int4,dense,small_1e-5,1e-05,0.3578196637799287,-0.07968033622007131,full,16
facebook/opt-1.3b,mnli,int4,dense,standard_1e-3,0.001,0.3904228222109017,-0.04707717778909831,full,16
facebook/opt-1.3b,rte,int4,dense,hstar_cont,0.0002940821846582,0.555956678700361,-0.04693140794223827,full,16
facebook/opt-1.3b,rte,int4,dense,small_1e-5,1e-05,0.5595667870036101,-0.04332129963898923,full,16
facebook/opt-1.3b,rte,int4,dense,standard_1e-3,0.001,0.5992779783393501,-0.0036101083032491488,full,16
facebook/opt-1.3b,sst-2,int4,dense,hstar_cont,0.0005056172823939,0.8761467889908257,-0.03555045871559637,full,16
facebook/opt-1.3b,sst-2,int4,dense,small_1e-5,1e-05,0.5607798165137615,-0.3509174311926605,full,16
facebook/opt-1.3b,sst-2,int4,dense,standard_1e-3,0.001,0.8967889908256881,-0.014908256880733939,full,16
facebook/opt-1.3b,sst-5,int4,dense,hstar_cont,0.0006543479591531,0.44141689373297,-0.028156221616712107,full,16
facebook/opt-1.3b,sst-5,int4,dense,small_1e-5,1e-05,0.2524977293369664,-0.2170753860127157,full,16
facebook/opt-1.3b,sst-5,int4,dense,standard_1e-3,0.001,0.4623069936421435,-0.0072661217075385975,full,16
facebook/opt-1.3b,mnli,int4,dense,smoke_standard_1e-3,0.001,0.3578196637799287,-0.07968033622007131,pilot,16
facebook/opt-1.3b,rte,int4,dense,smoke_standard_1e-3,0.001,0.5270758122743683,-0.07581227436823101,pilot,16
facebook/opt-1.3b,trec,int4,dense,smoke_standard_1e-3,0.001,0.264,-0.45799999999999996,pilot,16
facebook/opt-1.3b,sst-2,int4,dense,smoke_standard_1e-3,0.001,0.5607798165137615,-0.3509174311926605,pilot,16
facebook/opt-1.3b,sst-5,int4,dense,smoke_standard_1e-3,0.001,0.2306993642143505,-0.2388737511353316,pilot,16
facebook/opt-1.3b,mnli,int4,dense,formula_h,0.0003505943738516,0.37890625,-0.05859375,medium,16
facebook/opt-1.3b,mnli,int4,dense,standard_1e-3,0.001,0.37890625,-0.05859375,full,16
facebook/opt-1.3b,sst-5,int4,dense,formula_h,0.0005530026582391,0.30859375,-0.1609793653496821,full,16
facebook/opt-1.3b,sst-5,int4,dense,standard_1e-3,0.001,0.2890625,-0.1805106153496821,full,16
facebook/opt-1.3b,sst-2,int4,dense,formula_h,0.0004284685399569,0.6015625,-0.310134747706422,full,16
facebook/opt-1.3b,sst-2,int4,dense,standard_1e-3,0.001,0.60546875,-0.306228497706422,full,16
facebook/opt-1.3b,rte,int4,dense,formula_h,0.0003042012140732,0.546875,-0.0560130866425993,medium,16
facebook/opt-1.3b,rte,int4,dense,standard_1e-3,0.001,0.546875,-0.0560130866425993,full,16
facebook/opt-1.3b,trec,int4,dense,formula_h,0.0003000868604142,0.22265625,-0.49934375,medium,16
facebook/opt-1.3b,trec,int4,dense,standard_1e-3,0.001,0.265625,-0.456375,full,16
facebook/opt-1.3b,mnli,int4,dense,standard_1e-3,0.001,0.3988792664289353,-0.038620733571064714,full,16
facebook/opt-1.3b,rte,int4,dense,standard_1e-3,0.001,0.6028880866425993,0.0,full,16
facebook/opt-1.3b,sst-2,int4,dense,standard_1e-3,0.001,0.911697247706422,0.0,full,16
facebook/opt-1.3b,sst-5,int4,dense,standard_1e-3,0.001,0.4695731153496821,0.0,full,16
facebook/opt-1.3b,trec,int4,dense,standard_1e-3,0.001,0.722,0.0,full,16
facebook/opt-1.3b,mnli,int4,dense,standard_1e-3,0.001,0.3746306673458991,-0.06286933265410088,pilot,16
facebook/opt-1.3b,rte,int4,dense,standard_1e-3,0.001,0.5270758122743683,-0.07581227436823101,medium,16
facebook/opt-1.3b,sst-2,int4,dense,standard_1e-3,0.001,0.8520642201834863,-0.059633027522935755,medium,16
facebook/opt-1.3b,sst-5,int4,dense,standard_1e-3,0.001,0.4132606721162579,-0.056312443233424214,medium,16
facebook/opt-1.3b,trec,int4,dense,standard_1e-3,0.001,0.312,-0.41,medium,16
facebook/opt-1.3b,rte,int4,dense,formula_h_maxseq256,0.0002940821846582,0.5379061371841155,-0.06498194945848379,pilot,16
facebook/opt-1.3b,sst-5,int4,dense,standard_1e-3_lr1e-6,0.001,0.3905540417801998,-0.07901907356948229,pilot,16
facebook/opt-1.3b,sst-5,int4,dense,standard_1e-3_lr3e-6,0.001,0.2724795640326976,-0.19709355131698453,pilot,16
facebook/opt-1.3b,trec,int4,dense,formula_h_trec_codes_step0,0.0003443971570045,0.258,-0.46399999999999997,pilot,16
facebook/opt-1.3b,trec,int4,dense,formula_h_trec_human_verbalizer_step0,0.0003443971570045,0.018,-0.704,pilot,16
facebook/opt-1.3b,sst-5,int8,dense,bad-large,0.01,0.25,-0.125,pilot,16
facebook/opt-1.3b,sst-5,int8,dense,default,0.001,0.25,-0.125,pilot,16
facebook/opt-1.3b,sst-5,int8,dense,bad-small,1e-05,0.1875,-0.1875,pilot,16
facebook/opt-1.3b,sst-5,int8,dense,selected_h,0.005,0.25,-0.125,pilot,16
roberta-large,sst-5,int8,dense,bad-large,0.01,0.275390625,-0.21172881293911,pilot,16
roberta-large,sst-5,int8,dense,default,0.001,0.28515625,-0.20196318793911,pilot,16
roberta-large,sst-5,int8,dense,bad-small,1e-05,0.275390625,-0.21172881293911,pilot,16
roberta-large,sst-5,int8,dense,selected_h,0.005,0.255859375,-0.23126006293911,pilot,16
facebook/opt-1.3b,rte,int8,dense,nan,0.001,0.53515625,0.0,medium,16
facebook/opt-1.3b,trec,int8,dense,nan,0.001,0.32421875,0.0,medium,16
facebook/opt-1.3b,trec,int8,dense,nan,0.001,0.0625,-0.26171875,pilot,16
roberta-large,sst-5,int8,sparse_p0p1,safe_override_default,0.001,0.2704918032786885,0.0,medium,16
facebook/opt-1.3b,rte,int8,dense,safe_default,0.001,0.53515625,0.0,medium,16
facebook/opt-1.3b,trec,int8,dense,safe_default,0.001,0.32421875,0.0,medium,16
facebook/opt-1.3b,trec,int8,dense,safe_default,0.001,0.0625,-0.26171875,pilot,16
roberta-large,sst-5,int8,sparse_p0p1,safe_override_default,0.001,0.2704918032786885,0.0,medium,16
