model,task,precision,perturbation_mode,h_policy,h_value,seed,run_type,steps,best_dev_acc,final_dev_acc,loss,status,source_path,default_acc_reference,delta_vs_default
facebook/opt-1.3b,sst-2,int4,dense,formula_h,0.0004284685399569,16,full,20000,0.6015625,,1.2122752413270064,nan,interval_h_selection_8h_bundle/all_existing_training.csv,0.911697247706422,-0.310134747706422
facebook/opt-1.3b,sst-2,int4,dense,standard_1e-3,0.001,16,full,20000,0.60546875,,0.8344280671444722,nan,interval_h_selection_8h_bundle/all_existing_training.csv,0.911697247706422,-0.306228497706422
facebook/opt-1.3b,rte,int4,dense,formula_h,0.0003042012140732,16,medium,14391,0.546875,,1.4719400450121611,nan,interval_h_selection_8h_bundle/all_existing_training.csv,0.6028880866425993,-0.0560130866425993
facebook/opt-1.3b,rte,int4,dense,standard_1e-3,0.001,16,full,20000,0.546875,,0.8066829765448347,nan,interval_h_selection_8h_bundle/all_existing_training.csv,0.6028880866425993,-0.0560130866425993
facebook/opt-1.3b,trec,int4,dense,formula_h,0.0003000868604142,16,medium,14769,0.22265625,,8.56905991397798,nan,interval_h_selection_8h_bundle/all_existing_training.csv,0.722,-0.49934375
facebook/opt-1.3b,trec,int4,dense,standard_1e-3,0.001,16,full,20000,0.265625,,4.008444970007986,nan,interval_h_selection_8h_bundle/all_existing_training.csv,0.722,-0.456375
facebook/opt-1.3b,mnli,int4,dense,standard_1e-3,0.001,16,full,20000,0.3988792664289353,,1.0865347299979642,nan,interval_h_selection_8h_bundle/all_existing_training.csv,0.4375,-0.038620733571064714
facebook/opt-1.3b,rte,int4,dense,standard_1e-3,0.001,16,full,20000,0.6028880866425993,,0.6637098524305556,nan,interval_h_selection_8h_bundle/all_existing_training.csv,0.6028880866425993,0.0
facebook/opt-1.3b,sst-2,int4,dense,standard_1e-3,0.001,16,full,20000,0.911697247706422,,0.2419672185724432,nan,interval_h_selection_8h_bundle/all_existing_training.csv,0.911697247706422,0.0
facebook/opt-1.3b,sst-5,int4,dense,standard_1e-3,0.001,16,full,20000,0.4695731153496821,,1.2059909986413044,nan,interval_h_selection_8h_bundle/all_existing_training.csv,0.4695731153496821,0.0
facebook/opt-1.3b,trec,int4,dense,standard_1e-3,0.001,16,full,20000,0.722,,0.82818603515625,nan,interval_h_selection_8h_bundle/all_existing_training.csv,0.722,0.0
facebook/opt-1.3b,mnli,int4,dense,standard_1e-3,0.001,16,pilot,1000,0.3746306673458991,,1.092421938619707,nan,interval_h_selection_8h_bundle/all_existing_training.csv,0.4375,-0.06286933265410088
facebook/opt-1.3b,rte,int4,dense,standard_1e-3,0.001,16,medium,2000,0.5270758122743683,,0.7020263671875,nan,interval_h_selection_8h_bundle/all_existing_training.csv,0.6028880866425993,-0.07581227436823101
facebook/opt-1.3b,sst-2,int4,dense,standard_1e-3,0.001,16,medium,2000,0.8520642201834863,,0.360693359375,nan,interval_h_selection_8h_bundle/all_existing_training.csv,0.911697247706422,-0.059633027522935755
facebook/opt-1.3b,sst-5,int4,dense,standard_1e-3,0.001,16,medium,2000,0.4132606721162579,,1.3814254981884058,nan,interval_h_selection_8h_bundle/all_existing_training.csv,0.4695731153496821,-0.056312443233424214
facebook/opt-1.3b,trec,int4,dense,standard_1e-3,0.001,16,medium,2000,0.312,,1.731170654296875,nan,interval_h_selection_8h_bundle/all_existing_training.csv,0.722,-0.41
facebook/opt-1.3b,rte,int4,dense,formula_h_maxseq256,0.0002940821846582,16,pilot,1000,0.5379061371841155,,0.6894802517361112,nan,interval_h_selection_8h_bundle/all_existing_training.csv,0.6028880866425993,-0.06498194945848379
facebook/opt-1.3b,sst-5,int4,dense,standard_1e-3_lr1e-6,0.001,16,pilot,500,0.3905540417801998,,1.406066009963768,nan,interval_h_selection_8h_bundle/all_existing_training.csv,0.4695731153496821,-0.07901907356948229
facebook/opt-1.3b,sst-5,int4,dense,standard_1e-3_lr3e-6,0.001,16,pilot,1000,0.2724795640326976,,1.601831408514493,nan,interval_h_selection_8h_bundle/all_existing_training.csv,0.4695731153496821,-0.19709355131698453
facebook/opt-1.3b,trec,int4,dense,formula_h_trec_codes_step0,0.0003443971570045,16,pilot,0,0.258,,3.27923583984375,nan,interval_h_selection_8h_bundle/all_existing_training.csv,0.722,-0.46399999999999997
facebook/opt-1.3b,trec,int4,dense,formula_h_trec_human_verbalizer_step0,0.0003443971570045,16,pilot,0,0.018,,3.8968505859375,nan,interval_h_selection_8h_bundle/all_existing_training.csv,0.722,-0.704
roberta-large,sst-5,int4,dense,0.001,0.001,16,medium,5000,0.225,0.225,1.646484375,complete,outputs/int4_window_preflight/train_sst5_fisher_dense_int4_h1e-3/train_summary.csv,0.4789227166276346,-0.25392271662763455
roberta-large,sst-5,int4,dense,nan,1e-05,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.4789227166276346,
roberta-large,sst-5,int4,dense,nan,3e-05,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.4789227166276346,
roberta-large,sst-5,int4,dense,nan,0.0001,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.4789227166276346,
roberta-large,sst-5,int4,dense,nan,0.0003,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.4789227166276346,
roberta-large,sst-5,int4,dense,nan,0.001,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.4789227166276346,
roberta-large,sst-5,int4,dense,nan,0.0015,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.4789227166276346,
roberta-large,sst-5,int4,dense,nan,0.002,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.4789227166276346,
roberta-large,sst-5,int4,dense,nan,0.003,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.4789227166276346,
roberta-large,sst-5,int4,dense,nan,0.004,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.4789227166276346,
roberta-large,sst-5,int4,dense,nan,0.005,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.4789227166276346,
roberta-large,sst-5,int4,dense,nan,0.01,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.4789227166276346,
roberta-large,sst-5,int8,dense,nan,0.001,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,1e-05,16,pilot,0,0.3395784543325527,0.2482435597189695,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,-0.14754098360655732
roberta-large,sst-5,int8,dense,nan,3e-05,16,pilot,0,0.4672131147540984,0.4613583138173302,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,-0.01990632318501162
roberta-large,sst-5,int8,dense,nan,0.0001,16,pilot,0,0.4578454332552693,0.4578454332552693,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,-0.029274004683840726
roberta-large,sst-5,int8,dense,nan,0.0003,16,pilot,0,0.4648711943793911,0.4648711943793911,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,-0.022248243559718883
roberta-large,sst-5,int8,dense,nan,0.004,16,pilot,0,0.3489461358313817,0.3489461358313817,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,-0.13817330210772832
roberta-large,sst-5,int8,dense,nan,0.01,16,pilot,0,0.2716627634660422,0.2704918032786885,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,-0.21545667447306782
roberta-large,sst-5,int8,dense,nan,0.0001,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,0.0003,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,0.0007,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,0.0015,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,0.002,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,0.0025,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,0.003,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,0.004,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,0.005,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,0.01,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,4.10792e-05,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,8.21584e-05,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,0.000164317,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,0.000328634,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,0.000657267,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,0.00131453,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,7.5e-05,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,0.00015,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,0.0006,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,0.0012,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,0.0024,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,1e-05,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,3e-05,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,0.0003,16,pilot,0,0.3501170960187353,0.3501170960187353,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,-0.1370023419203747
roberta-large,sst-5,int8,dense,nan,0.003,16,pilot,0,0.338407494145199,0.338407494145199,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,-0.148711943793911
roberta-large,sst-5,int8,dense,nan,0.01,16,pilot,0,0.2822014051522248,0.2822014051522248,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,-0.2049180327868852
roberta-large,sst-5,int8,dense,nan,4.107919181288746e-05,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,8.215838362577491e-05,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,0.0001643167672515,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,0.000328633534503,16,pilot,0,0.3243559718969555,0.3243559718969555,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,-0.16276346604215453
roberta-large,sst-5,int8,dense,nan,0.0006572670690061,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,0.0013145341380123,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,0.0012,16,pilot,0,0.3266978922716627,0.3266978922716627,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,-0.16042154566744732
roberta-large,sst-5,int8,dense,nan,0.0001299038105676,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,0.0002598076211353,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,0.0005196152422706,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,0.0010392304845413,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,0.0020784609690826,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,0.0041569219381653,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,0.0002371708245126,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,0.0004743416490252,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,0.0009486832980505,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,0.001897366596101,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,0.003794733192202,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
roberta-large,sst-5,int8,dense,nan,0.0075894663844041,16,pilot,0,,,,nan,outputs/mse_bound_window_estimator/mse_bound_window_data.csv,0.48711943793911,
facebook/opt-1.3b,sst-2,int4,dense,formula_h,0.0004284685399569,16,full,20000,0.6015625,0.55078125,1.2122752413270064,complete,outputs/opt13b_int4_dense_hpolicy_full_20260603_223826/full_summary.csv,0.911697247706422,-0.310134747706422
facebook/opt-1.3b,sst-2,int4,dense,standard_1e-3,0.001,16,full,20000,0.60546875,0.57421875,0.8344280671444722,complete,outputs/opt13b_int4_dense_hpolicy_full_20260603_223826/full_summary.csv,0.911697247706422,-0.306228497706422
facebook/opt-1.3b,sst-2,int4,dense,low_1e-6,1e-06,16,pilot,41,,,,failed_nan,outputs/opt13b_int4_dense_hpolicy_full_20260603_223826/full_summary.csv,0.911697247706422,
facebook/opt-1.3b,sst-5,int4,dense,formula_h,0.0005530026582391,16,full,20000,0.30859375,0.2265625,3.632148946635425,complete,outputs/opt13b_int4_dense_hpolicy_full_20260603_223826/full_summary.csv,0.4695731153496821,-0.1609793653496821
facebook/opt-1.3b,sst-5,int4,dense,standard_1e-3,0.001,16,full,20000,0.2890625,0.2890625,2.154459174256772,complete,outputs/opt13b_int4_dense_hpolicy_full_20260603_223826/full_summary.csv,0.4695731153496821,-0.1805106153496821
facebook/opt-1.3b,sst-5,int4,dense,low_1e-6,1e-06,16,pilot,15,,,,failed_nan,outputs/opt13b_int4_dense_hpolicy_full_20260603_223826/full_summary.csv,0.4695731153496821,
facebook/opt-1.3b,rte,int4,dense,formula_h,0.0003042012140732,16,medium,14391,0.546875,0.546875,1.4719400450121611,failed_nan,outputs/opt13b_int4_dense_hpolicy_full_20260603_223826/full_summary.csv,0.6028880866425993,-0.0560130866425993
facebook/opt-1.3b,rte,int4,dense,standard_1e-3,0.001,16,full,20000,0.546875,0.49609375,0.8066829765448347,complete,outputs/opt13b_int4_dense_hpolicy_full_20260603_223826/full_summary.csv,0.6028880866425993,-0.0560130866425993
facebook/opt-1.3b,rte,int4,dense,low_1e-6,1e-06,16,pilot,4,,,,failed_nan,outputs/opt13b_int4_dense_hpolicy_full_20260603_223826/full_summary.csv,0.6028880866425993,
facebook/opt-1.3b,mnli,int4,dense,formula_h,0.0003505943738516,16,medium,17713,0.37890625,0.33984375,1.9316980447620156,failed_nan,outputs/opt13b_int4_dense_hpolicy_full_20260603_223826/full_summary.csv,0.4375,-0.05859375
facebook/opt-1.3b,mnli,int4,dense,standard_1e-3,0.001,16,full,20000,0.37890625,0.37890625,1.3390328327659518,complete,outputs/opt13b_int4_dense_hpolicy_full_20260603_223826/full_summary.csv,0.4375,-0.05859375
facebook/opt-1.3b,mnli,int4,dense,low_1e-6,1e-06,16,pilot,27,,,,failed_nan,outputs/opt13b_int4_dense_hpolicy_full_20260603_223826/full_summary.csv,0.4375,
facebook/opt-1.3b,trec,int4,dense,formula_h,0.0003000868604142,16,medium,14769,0.22265625,0.19140625,8.56905991397798,failed_nan,outputs/opt13b_int4_dense_hpolicy_full_20260603_223826/full_summary.csv,0.722,-0.49934375
facebook/opt-1.3b,trec,int4,dense,standard_1e-3,0.001,16,full,20000,0.265625,0.203125,4.008444970007986,complete,outputs/opt13b_int4_dense_hpolicy_full_20260603_223826/full_summary.csv,0.722,-0.456375
facebook/opt-1.3b,trec,int4,dense,low_1e-6,1e-06,16,pilot,20,,,,failed_nan,outputs/opt13b_int4_dense_hpolicy_full_20260603_223826/full_summary.csv,0.722,
facebook/opt-1.3b,mnli,int4,dense,formula_h,0.0003505943738516,16,medium,17713,0.37890625,0.33984375,1.9316980447620156,failed_nan,outputs/opt13b_int4_dense_hpolicy_full_20260603_223826/summary_mnli.csv,0.4375,-0.05859375
facebook/opt-1.3b,mnli,int4,dense,standard_1e-3,0.001,16,full,20000,0.37890625,0.37890625,1.3390328327659518,complete,outputs/opt13b_int4_dense_hpolicy_full_20260603_223826/summary_mnli.csv,0.4375,-0.05859375
facebook/opt-1.3b,mnli,int4,dense,low_1e-6,1e-06,16,pilot,27,,,,failed_nan,outputs/opt13b_int4_dense_hpolicy_full_20260603_223826/summary_mnli.csv,0.4375,
facebook/opt-1.3b,rte,int4,dense,formula_h,0.0003042012140732,16,medium,14391,0.546875,0.546875,1.4719400450121611,failed_nan,outputs/opt13b_int4_dense_hpolicy_full_20260603_223826/summary_rte.csv,0.6028880866425993,-0.0560130866425993
facebook/opt-1.3b,rte,int4,dense,standard_1e-3,0.001,16,full,20000,0.546875,0.49609375,0.8066829765448347,complete,outputs/opt13b_int4_dense_hpolicy_full_20260603_223826/summary_rte.csv,0.6028880866425993,-0.0560130866425993
facebook/opt-1.3b,rte,int4,dense,low_1e-6,1e-06,16,pilot,4,,,,failed_nan,outputs/opt13b_int4_dense_hpolicy_full_20260603_223826/summary_rte.csv,0.6028880866425993,
facebook/opt-1.3b,sst-2,int4,dense,formula_h,0.0004284685399569,16,full,20000,0.6015625,0.55078125,1.2122752413270064,complete,outputs/opt13b_int4_dense_hpolicy_full_20260603_223826/summary_sst-2.csv,0.911697247706422,-0.310134747706422
facebook/opt-1.3b,sst-2,int4,dense,standard_1e-3,0.001,16,full,20000,0.60546875,0.57421875,0.8344280671444722,complete,outputs/opt13b_int4_dense_hpolicy_full_20260603_223826/summary_sst-2.csv,0.911697247706422,-0.306228497706422
facebook/opt-1.3b,sst-2,int4,dense,low_1e-6,1e-06,16,pilot,41,,,,failed_nan,outputs/opt13b_int4_dense_hpolicy_full_20260603_223826/summary_sst-2.csv,0.911697247706422,
facebook/opt-1.3b,sst-5,int4,dense,formula_h,0.0005530026582391,16,full,20000,0.30859375,0.2265625,3.632148946635425,complete,outputs/opt13b_int4_dense_hpolicy_full_20260603_223826/summary_sst-5.csv,0.4695731153496821,-0.1609793653496821
facebook/opt-1.3b,sst-5,int4,dense,standard_1e-3,0.001,16,full,20000,0.2890625,0.2890625,2.154459174256772,complete,outputs/opt13b_int4_dense_hpolicy_full_20260603_223826/summary_sst-5.csv,0.4695731153496821,-0.1805106153496821
facebook/opt-1.3b,sst-5,int4,dense,low_1e-6,1e-06,16,pilot,15,,,,failed_nan,outputs/opt13b_int4_dense_hpolicy_full_20260603_223826/summary_sst-5.csv,0.4695731153496821,
facebook/opt-1.3b,trec,int4,dense,formula_h,0.0003000868604142,16,medium,14769,0.22265625,0.19140625,8.56905991397798,failed_nan,outputs/opt13b_int4_dense_hpolicy_full_20260603_223826/summary_trec.csv,0.722,-0.49934375
facebook/opt-1.3b,trec,int4,dense,standard_1e-3,0.001,16,full,20000,0.265625,0.203125,4.008444970007986,complete,outputs/opt13b_int4_dense_hpolicy_full_20260603_223826/summary_trec.csv,0.722,-0.456375
facebook/opt-1.3b,trec,int4,dense,low_1e-6,1e-06,16,pilot,20,,,,failed_nan,outputs/opt13b_int4_dense_hpolicy_full_20260603_223826/summary_trec.csv,0.722,
facebook/opt-1.3b,mnli,int4,dense,formula_h,0.0003505943738516,16,pilot,20,0.40625,0.40625,10.100092113018036,complete,outputs/opt13b_int4_dense_hpolicy_smoke_20260603_222133/smoke_summary.csv,0.4375,-0.03125
facebook/opt-1.3b,mnli,int4,dense,low_1e-6,1e-06,16,pilot,20,0.34375,0.34375,11.143408879637718,complete,outputs/opt13b_int4_dense_hpolicy_smoke_20260603_222133/smoke_summary.csv,0.4375,-0.09375
facebook/opt-1.3b,mnli,int4,dense,standard_1e-3,0.001,16,pilot,20,0.4375,0.4375,5.314855560660362,complete,outputs/opt13b_int4_dense_hpolicy_smoke_20260603_222133/smoke_summary.csv,0.4375,0.0
facebook/opt-1.3b,rte,int4,dense,formula_h,0.0003042012140732,16,pilot,20,0.46875,0.46875,7.9457947909832,complete,outputs/opt13b_int4_dense_hpolicy_smoke_20260603_222133/smoke_summary.csv,0.6028880866425993,-0.1341380866425993
facebook/opt-1.3b,rte,int4,dense,low_1e-6,1e-06,16,pilot,4,,,,failed_nan,outputs/opt13b_int4_dense_hpolicy_smoke_20260603_222133/smoke_summary.csv,0.6028880866425993,
facebook/opt-1.3b,rte,int4,dense,standard_1e-3,0.001,16,pilot,20,0.5,0.5,10.06233775615692,complete,outputs/opt13b_int4_dense_hpolicy_smoke_20260603_222133/smoke_summary.csv,0.6028880866425993,-0.1028880866425993
facebook/opt-1.3b,sst-2,int4,dense,formula_h,0.0004284685399569,16,pilot,20,0.40625,0.40625,7.824363827705383,complete,outputs/opt13b_int4_dense_hpolicy_smoke_20260603_222133/smoke_summary.csv,0.911697247706422,-0.505447247706422
facebook/opt-1.3b,sst-2,int4,dense,low_1e-6,1e-06,16,pilot,20,0.65625,0.65625,11.683905631303787,complete,outputs/opt13b_int4_dense_hpolicy_smoke_20260603_222133/smoke_summary.csv,0.911697247706422,-0.255447247706422
facebook/opt-1.3b,sst-2,int4,dense,standard_1e-3,0.001,16,pilot,20,0.40625,0.40625,6.776303946971893,complete,outputs/opt13b_int4_dense_hpolicy_smoke_20260603_222133/smoke_summary.csv,0.911697247706422,-0.505447247706422
facebook/opt-1.3b,sst-5,int4,dense,formula_h,0.0005530026582391,16,pilot,20,0.25,0.25,6.807525634765625,complete,outputs/opt13b_int4_dense_hpolicy_smoke_20260603_222133/smoke_summary.csv,0.4695731153496821,-0.2195731153496821
facebook/opt-1.3b,sst-5,int4,dense,low_1e-6,1e-06,16,pilot,15,,,,failed_nan,outputs/opt13b_int4_dense_hpolicy_smoke_20260603_222133/smoke_summary.csv,0.4695731153496821,
facebook/opt-1.3b,sst-5,int4,dense,standard_1e-3,0.001,16,pilot,20,0.21875,0.21875,6.639680549502373,complete,outputs/opt13b_int4_dense_hpolicy_smoke_20260603_222133/smoke_summary.csv,0.4695731153496821,-0.2508231153496821
facebook/opt-1.3b,trec,int4,dense,formula_h,0.0003000868604142,16,pilot,20,0.1875,0.1875,9.477112665772438,complete,outputs/opt13b_int4_dense_hpolicy_smoke_20260603_222133/smoke_summary.csv,0.722,-0.5345
facebook/opt-1.3b,trec,int4,dense,low_1e-6,1e-06,16,pilot,20,0.09375,0.09375,,failed_nan,outputs/opt13b_int4_dense_hpolicy_smoke_20260603_222133/smoke_summary.csv,0.722,-0.62825
facebook/opt-1.3b,trec,int4,dense,standard_1e-3,0.001,16,pilot,20,0.125,0.125,9.321515455842018,complete,outputs/opt13b_int4_dense_hpolicy_smoke_20260603_222133/smoke_summary.csv,0.722,-0.597
facebook/opt-1.3b,mnli,int4,dense,formula_h,0.0003505943738516,16,pilot,20,0.40625,0.40625,10.100092113018036,complete,outputs/opt13b_int4_dense_hpolicy_smoke_20260603_222133/summary_mnli.csv,0.4375,-0.03125
facebook/opt-1.3b,mnli,int4,dense,standard_1e-3,0.001,16,pilot,20,0.4375,0.4375,5.314855560660362,complete,outputs/opt13b_int4_dense_hpolicy_smoke_20260603_222133/summary_mnli.csv,0.4375,0.0
facebook/opt-1.3b,mnli,int4,dense,low_1e-6,1e-06,16,pilot,20,0.34375,0.34375,11.143408879637718,complete,outputs/opt13b_int4_dense_hpolicy_smoke_20260603_222133/summary_mnli.csv,0.4375,-0.09375
facebook/opt-1.3b,rte,int4,dense,formula_h,0.0003042012140732,16,pilot,20,0.46875,0.46875,7.9457947909832,complete,outputs/opt13b_int4_dense_hpolicy_smoke_20260603_222133/summary_rte.csv,0.6028880866425993,-0.1341380866425993
facebook/opt-1.3b,rte,int4,dense,standard_1e-3,0.001,16,pilot,20,0.5,0.5,10.06233775615692,complete,outputs/opt13b_int4_dense_hpolicy_smoke_20260603_222133/summary_rte.csv,0.6028880866425993,-0.1028880866425993
facebook/opt-1.3b,rte,int4,dense,low_1e-6,1e-06,16,pilot,4,,,,failed_nan,outputs/opt13b_int4_dense_hpolicy_smoke_20260603_222133/summary_rte.csv,0.6028880866425993,
facebook/opt-1.3b,sst-2,int4,dense,formula_h,0.0004284685399569,16,pilot,20,0.40625,0.40625,7.824363827705383,complete,outputs/opt13b_int4_dense_hpolicy_smoke_20260603_222133/summary_sst-2.csv,0.911697247706422,-0.505447247706422
facebook/opt-1.3b,sst-2,int4,dense,standard_1e-3,0.001,16,pilot,20,0.40625,0.40625,6.776303946971893,complete,outputs/opt13b_int4_dense_hpolicy_smoke_20260603_222133/summary_sst-2.csv,0.911697247706422,-0.505447247706422
facebook/opt-1.3b,sst-2,int4,dense,low_1e-6,1e-06,16,pilot,20,0.65625,0.65625,11.683905631303787,complete,outputs/opt13b_int4_dense_hpolicy_smoke_20260603_222133/summary_sst-2.csv,0.911697247706422,-0.255447247706422
facebook/opt-1.3b,sst-5,int4,dense,formula_h,0.0005530026582391,16,pilot,20,0.25,0.25,6.807525634765625,complete,outputs/opt13b_int4_dense_hpolicy_smoke_20260603_222133/summary_sst-5.csv,0.4695731153496821,-0.2195731153496821
