model,task,precision,perturbation_mode,h,nMSE_loss,corr_loss,normalized_curve,source_path,metric_type,A_uniform,p_active,V_align,V_norm,relative_disp,locality_proxy
nan,sst-5,int4,sparse_p0p1,0.005,0.7160639329242005,0.6278422260150427,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0538740850369014,0.8717613300181661,1.121258185910589,,
nan,sst-5,int4,sparse_p0p1,0.007,0.9394212045903272,0.5165973677543817,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0645337563383892,0.9251668162819,1.0602837078881515,,
nan,sst-5,int4,sparse_p0p1,0.01,0.6540788227461358,0.5803132130383686,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0739433073027289,0.9582432790840516,1.0227252274637846,,
nan,trec,int4,sparse_p0p1,0.0001,190.72921576790452,0.3704789372799225,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0011092453371841,0.1274556336546366,6.479594197315582,,
nan,trec,int4,sparse_p0p1,0.0002,79.30975625337483,0.2799705620086362,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0022420298253922,0.1815833195153965,4.603855021550146,,
nan,trec,int4,sparse_p0p1,0.0003,61.6955855143952,0.5092608932808351,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0033944830351251,0.2238396843318135,3.775565517934388,,
nan,trec,int4,sparse_p0p1,0.0005,28.39185980925761,0.6064538853934066,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0057519565631943,0.2923099397456847,2.947748467654621,,
nan,trec,int4,sparse_p0p1,0.0007,18.81808920964805,0.6327526679864183,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0081673316743865,0.3491671578401766,2.508417225141167,,
nan,trec,int4,sparse_p0p1,0.00085,16.461448658971083,0.5642884268137869,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0100123750316904,0.3871844106558754,2.286856572257516,,
nan,trec,int4,sparse_p0p1,0.001,11.549270616674288,0.6373846864775174,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0118806597741084,0.4222893056303341,2.1173061114559304,,
nan,trec,int4,sparse_p0p1,0.0012,8.340189592813397,0.6793977716990265,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0144019899801933,0.4655348052721422,1.9427846505226307,,
nan,trec,int4,sparse_p0p1,0.0015,5.343241921151451,0.6828028820886447,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0182291356713564,0.5245011907213287,1.7498444367035326,,
nan,trec,int4,sparse_p0p1,0.0018,3.972367102816938,0.6105532373202756,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.022070272317422,0.5776128965986498,1.6082452778770269,,
nan,trec,int4,sparse_p0p1,0.002,3.218966028322584,0.6532853635519531,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0246125909772938,0.6101154457649332,1.5331824811539176,,
nan,trec,int4,sparse_p0p1,0.0025,0.6466513447385674,0.7945250785397715,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0307757729845527,0.6815034799843372,1.3921572399028337,,
nan,trec,int4,sparse_p0p1,0.003,0.4057468887631728,0.8851458819993485,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0364968228876611,0.7393615690674677,1.296745760257254,,
nan,trec,int4,sparse_p0p1,0.0035,0.4567440007003238,0.8541924507905273,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0416657639941737,0.7851762646334879,1.2304468061174172,,
nan,trec,int4,sparse_p0p1,0.004,0.6452421739154168,0.8105742317017938,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0462631052929169,0.8211100031165609,1.1830104219987625,,
nan,trec,int4,sparse_p0p1,0.005,0.7053787942884323,0.7857423368751606,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0539000047906913,0.8715714979859234,1.1215182659901457,,
nan,trec,int4,sparse_p0p1,0.007,1.383170254305884,0.5866410814124369,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0645492494254432,0.9250389901827888,1.0604390822039722,,
nan,trec,int4,sparse_p0p1,0.01,1.027361980506016,0.4815660391806918,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0739516705017697,0.9581743328736624,1.022800832558946,,
nan,sst-5,int4,sparse_p0p1,0.001,7.19695254575403,0.4093998354206201,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h0p01_step1000_dgdh/summary.csv,loss_or_fd,,0.0118390453131974,0.421764041604095,2.120468795344141,,
nan,sst-5,int4,sparse_p0p1,0.002,1.3420340288702342,0.662298158731789,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h0p01_step1000_dgdh/summary.csv,loss_or_fd,,0.024532076751012,0.6094143292703741,1.5353423710391143,,
nan,sst-5,int4,sparse_p0p1,0.003,0.6676210462746925,0.7618692123885835,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h0p01_step1000_dgdh/summary.csv,loss_or_fd,,0.0363882886523341,0.7386223212485247,1.2981073327101431,,
nan,sst-5,int4,sparse_p0p1,0.005,0.522619447053634,0.665841191872561,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h0p01_step1000_dgdh/summary.csv,loss_or_fd,,0.0537803788546699,0.871080879733014,1.122085794480657,,
nan,sst-5,int4,sparse_p0p1,0.007,0.6409590763373573,0.5971899476777462,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h0p01_step1000_dgdh/summary.csv,loss_or_fd,,0.0644319048112697,0.924726349207558,1.060738398761814,,
nan,sst-5,int4,sparse_p0p1,0.01,0.7484355358992507,0.4788059177801479,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h0p01_step1000_dgdh/summary.csv,loss_or_fd,,0.0738436886748111,0.9579955193677644,1.0229477371690183,,
nan,sst-5,int4,sparse_p0p1,0.012,0.6011807047502765,0.6518720808368228,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h0p01_step1000_dgdh/summary.csv,loss_or_fd,,0.0778256292644982,0.9684705504592044,1.010022111981996,,
nan,sst-5,int4,sparse_p0p1,0.015,0.6590597052939133,0.5983863174476444,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h0p01_step1000_dgdh/summary.csv,loss_or_fd,,0.0819804614306327,0.9771607114800532,0.9971345907730792,,
nan,sst-5,int4,sparse_p0p1,0.02,0.8104532050111922,0.4539967536414961,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h0p01_step1000_dgdh/summary.csv,loss_or_fd,,0.0862944478246812,0.9835579031190832,0.9811631095819116,,
nan,sst-5,int4,sparse_p0p1,0.001,5.221645322361078,0.5239223696383177,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h0p01_step2000_dgdh/summary.csv,loss_or_fd,,0.0118267101402866,0.4218463418886626,2.1189113388882683,,
nan,sst-5,int4,sparse_p0p1,0.002,2.818373301080626,0.4802370668552873,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h0p01_step2000_dgdh/summary.csv,loss_or_fd,,0.0245144403101308,0.609569182284337,1.5342817546336818,,
nan,sst-5,int4,sparse_p0p1,0.003,0.8061654039577627,0.7748316117173861,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h0p01_step2000_dgdh/summary.csv,loss_or_fd,,0.0363806941935438,0.7389140236889739,1.2972735329966016,,
nan,sst-5,int4,sparse_p0p1,0.005,0.5489293878178395,0.7262867447841366,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h0p01_step2000_dgdh/summary.csv,loss_or_fd,,0.0537981248048168,0.87143128735411,1.1216507881669442,,
nan,sst-5,int4,sparse_p0p1,0.007,0.7870076238917985,0.4911509096379644,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h0p01_step2000_dgdh/summary.csv,loss_or_fd,,0.0644678623456647,0.924978932064342,1.0605272975679298,,
nan,sst-5,int4,sparse_p0p1,0.01,0.9290389920306252,0.3572820167272715,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h0p01_step2000_dgdh/summary.csv,loss_or_fd,,0.0738892990203269,0.9581454148051884,1.022840725634097,,
nan,sst-5,int4,sparse_p0p1,0.012,0.965330686197664,0.2968071459399901,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h0p01_step2000_dgdh/summary.csv,loss_or_fd,,0.0778754153758518,0.9685847231233616,1.0099699196847365,,
nan,sst-5,int4,sparse_p0p1,0.015,0.9455415885747188,0.2740652214031067,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h0p01_step2000_dgdh/summary.csv,loss_or_fd,,0.0820307263593858,0.9772421693092304,0.9971349575164172,,
nan,sst-5,int4,sparse_p0p1,0.02,0.754857545415633,0.4484614784887498,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h0p01_step2000_dgdh/summary.csv,loss_or_fd,,0.0863457834130453,0.983615996322502,0.9812246220327626,,
nan,sst-5,int4,sparse_p0p1,0.001,1.8752690939704664,-0.1236693433338121,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h1e3_step1000_dgdh/summary.csv,loss_or_fd,,0.0118058365844167,0.4202436708443452,2.128811852485423,,
nan,sst-5,int4,sparse_p0p1,0.002,0.8025534977636557,0.4994542720887016,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h1e3_step1000_dgdh/summary.csv,loss_or_fd,,0.0244491868499333,0.6070801437633415,1.5411061569050335,,
nan,sst-5,int4,sparse_p0p1,0.003,0.4883270769821082,0.7590721243040811,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h1e3_step1000_dgdh/summary.csv,loss_or_fd,,0.0362551278460737,0.7360458591222165,1.3023246820450094,,
nan,sst-5,int4,sparse_p0p1,0.005,0.2380458999195565,0.9087953770162068,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h1e3_step1000_dgdh/summary.csv,loss_or_fd,,0.0536131961737807,0.8692841147975165,1.1242767861296863,,
nan,sst-5,int4,sparse_p0p1,0.007,0.5075021990412157,0.7868061901950031,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h1e3_step1000_dgdh/summary.csv,loss_or_fd,,0.0642829340661831,0.9235956170852794,1.06203211793481,,
nan,sst-5,int4,sparse_p0p1,0.01,0.6107285691867154,0.7163844330571465,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h1e3_step1000_dgdh/summary.csv,loss_or_fd,,0.073731233557087,0.9573783356371448,1.0236601190422523,,
nan,sst-5,int4,sparse_p0p1,0.012,0.8132981710795413,0.4563746715739111,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h1e3_step1000_dgdh/summary.csv,loss_or_fd,,0.0777335235346978,0.968024818295614,1.010544148250344,,
nan,sst-5,int4,sparse_p0p1,0.015,0.7412514248729378,0.560376585635195,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h1e3_step1000_dgdh/summary.csv,loss_or_fd,,0.0819112920034653,0.9768723002649186,0.9975147517286844,,
nan,sst-5,int4,sparse_p0p1,0.02,0.6579243029361668,0.5914400544684182,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h1e3_step1000_dgdh/summary.csv,loss_or_fd,,0.0862542934311708,0.9833948986217832,0.9814162671536268,,
nan,sst-5,int4,sparse_p0p1,0.001,1.5709770268914227,-0.017487643402546,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h1e3_step1000_dgdh_dirs64_20260523/summary.csv,loss_or_fd,,0.0118157054258547,0.4219809178745785,2.119263869893419,,
nan,sst-5,int4,sparse_p0p1,0.002,0.7932407052140036,0.4785755639571855,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h1e3_step1000_dgdh_dirs64_20260523/summary.csv,loss_or_fd,,0.0244893000676081,0.6097502139609717,1.5345264068437796,,
nan,sst-5,int4,sparse_p0p1,0.003,0.6826080978202883,0.6103556470844661,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h1e3_step1000_dgdh_dirs64_20260523/summary.csv,loss_or_fd,,0.0363491963053465,0.7391928801564395,1.2971518437428775,,
nan,sst-5,int4,sparse_p0p1,0.005,0.4274782725535889,0.7820638244879736,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h1e3_step1000_dgdh_dirs64_20260523/summary.csv,loss_or_fd,,0.0537792207458459,0.8717117724408963,1.1214185061769455,,
nan,sst-5,int4,sparse_p0p1,0.007,0.4632347664801643,0.7460935694912499,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h1e3_step1000_dgdh_dirs64_20260523/summary.csv,loss_or_fd,,0.0644585853464382,0.925177418069244,1.0603517569254166,,
nan,sst-5,int4,sparse_p0p1,0.01,0.7399502805044574,0.5081531080732653,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h1e3_step1000_dgdh_dirs64_20260523/summary.csv,loss_or_fd,,0.0738837473136304,0.958263826776424,1.0227734284989796,,
nan,sst-5,int4,sparse_p0p1,0.012,0.8012446352227799,0.4490512009880523,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h1e3_step1000_dgdh_dirs64_20260523/summary.csv,loss_or_fd,,0.077868686092994,0.9686701114107938,1.0099391580135662,,
nan,sst-5,int4,sparse_p0p1,0.015,0.9251619292736344,0.2932197336687528,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h1e3_step1000_dgdh_dirs64_20260523/summary.csv,loss_or_fd,,0.0820240085459976,0.9773053078285434,0.9971663545852474,,
nan,sst-5,int4,sparse_p0p1,0.02,0.8475456200478764,0.3708612932700584,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h1e3_step1000_dgdh_dirs64_20260523/summary.csv,loss_or_fd,,0.0863384745044992,0.983662812939256,0.9813457973977514,,
nan,sst-5,int4,sparse_p0p1,0.001,2.773954559798899,-0.6564294076268307,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h1e3_step2000_dgdh/summary.csv,loss_or_fd,,0.0118644873214215,0.4230614347060804,2.1132542524836957,,
nan,sst-5,int4,sparse_p0p1,0.002,1.1277196286174855,0.0621810958121291,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h1e3_step2000_dgdh/summary.csv,loss_or_fd,,0.0245936638480235,0.6113575842872457,1.5303255382256211,,
nan,sst-5,int4,sparse_p0p1,0.003,0.4631269500117249,0.7337098411827908,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h1e3_step2000_dgdh/summary.csv,loss_or_fd,,0.0364890238177414,0.740855310598838,1.2942557015196674,,
nan,sst-5,int4,sparse_p0p1,0.005,0.2507750415807188,0.872657550546811,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h1e3_step2000_dgdh/summary.csv,loss_or_fd,,0.0539177649959703,0.8727930076902317,1.1200528740174371,,
nan,sst-5,int4,sparse_p0p1,0.007,0.572767038048593,0.746835189378162,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h1e3_step2000_dgdh/summary.csv,loss_or_fd,,0.064572105323122,0.9258600788425008,1.059574285623729,,
nan,sst-5,int4,sparse_p0p1,0.01,0.5556105700275422,0.708672318195035,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h1e3_step2000_dgdh/summary.csv,loss_or_fd,,0.0739639558636386,0.9586394266148748,1.0222916808602016,,
nan,sst-5,int4,sparse_p0p1,0.012,0.7667909505790871,0.4817043177886889,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h1e3_step2000_dgdh/summary.csv,loss_or_fd,,0.0779337055935884,0.9689374113941596,1.009547066612857,,
nan,sst-5,int4,sparse_p0p1,0.015,0.997588132201904,0.2859526193406632,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h1e3_step2000_dgdh/summary.csv,loss_or_fd,,0.0820706879251842,0.9774707433550336,0.9968153358555712,,
nan,sst-5,int4,sparse_p0p1,0.02,0.7187468696342554,0.5243258082946229,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h1e3_step2000_dgdh/summary.csv,loss_or_fd,,0.0863644214330536,0.9837383161219808,0.9809565921670462,,
nan,sst-5,int4,sparse_p0p1,0.001,8.954113856187208,-0.3139402733409232,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h5e3_step2000_dgdh/summary.csv,loss_or_fd,,0.0118622482700137,0.422588119228921,2.1152778423076253,,
nan,sst-5,int4,sparse_p0p1,0.002,1.94300011044065,0.038889805748853,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h5e3_step2000_dgdh/summary.csv,loss_or_fd,,0.0245831460367475,0.6106370005254084,1.5319875764813615,,
nan,sst-5,int4,sparse_p0p1,0.003,0.8430429222507763,0.5103226661081985,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h5e3_step2000_dgdh/summary.csv,loss_or_fd,,0.0364666195930336,0.74003640123919,1.2956377942876467,,
nan,sst-5,int4,sparse_p0p1,0.005,0.9252191387184148,0.5650874084798028,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h5e3_step2000_dgdh/summary.csv,loss_or_fd,,0.0538807246733298,0.8721474803129672,1.1208166308111538,,
nan,sst-5,int4,sparse_p0p1,0.007,0.6385672676575694,0.6054801710745978,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h5e3_step2000_dgdh/summary.csv,loss_or_fd,,0.0645348521341559,0.9254166004725426,1.0600192806727262,,
nan,sst-5,int4,sparse_p0p1,0.01,0.8518677317713458,0.5363423932962244,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h5e3_step2000_dgdh/summary.csv,loss_or_fd,,0.0739337569697813,0.9583807205691918,1.0225620315481516,,
nan,sst-5,int4,sparse_p0p1,0.012,1.645285649443215,0.0027804716938178,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h5e3_step2000_dgdh/summary.csv,loss_or_fd,,0.0779064235484562,0.9687463826024232,1.0097399905597446,,
nan,sst-5,int4,sparse_p0p1,0.015,1.6865985227509686,0.1219027101979537,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h5e3_step2000_dgdh/summary.csv,loss_or_fd,,0.0820488293132546,0.9773433433986748,0.996961966198361,,
nan,sst-5,int4,sparse_p0p1,0.02,2.152192406489704,-0.0111596809854705,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/checkpoint_probe_sst5_h5e3_step2000_dgdh/summary.csv,loss_or_fd,,0.0863503944035091,0.9836610385638568,0.9810517385472244,,
nan,sst-5,int4,sparse_p0p1,0.001,8.281163805096645,0.3160893431491858,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probe_sst5_step0_dgdh_dirs64_20260523/summary.csv,loss_or_fd,,0.0118397058843381,0.4221626204687464,2.117868592230629,,
nan,sst-5,int4,sparse_p0p1,0.002,2.180098024908689,0.5506666935995327,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probe_sst5_step0_dgdh_dirs64_20260523/summary.csv,loss_or_fd,,0.0245310105297781,0.6100091228584971,1.5334204390386503,,
nan,sst-5,int4,sparse_p0p1,0.003,1.082095824973949,0.6771545951754244,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probe_sst5_step0_dgdh_dirs64_20260523/summary.csv,loss_or_fd,,0.0363971558267563,0.7394250627234666,1.2965489863098745,,
nan,sst-5,int4,sparse_p0p1,0.005,0.4499811544703797,0.772350974160675,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probe_sst5_step0_dgdh_dirs64_20260523/summary.csv,loss_or_fd,,0.0538126111844235,0.8718283380547331,1.1212383464298763,,
nan,sst-5,int4,sparse_p0p1,0.007,0.6695614017528322,0.5805167426029875,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probe_sst5_step0_dgdh_dirs64_20260523/summary.csv,loss_or_fd,,0.064475228469726,0.9252432324886708,1.0602757493307462,,
nan,sst-5,int4,sparse_p0p1,0.01,1.0342236713566029,0.2056133228609129,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probe_sst5_step0_dgdh_dirs64_20260523/summary.csv,loss_or_fd,,0.0738866134066565,0.9582990668972848,1.0227209406487563,,
nan,sst-5,int4,sparse_p0p1,0.012,0.8688026480933607,0.368497929470815,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probe_sst5_step0_dgdh_dirs64_20260523/summary.csv,loss_or_fd,,0.0778658149903145,0.9686983143207782,1.0098888812429725,,
nan,sst-5,int4,sparse_p0p1,0.015,0.851601191168541,0.3924611036534187,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probe_sst5_step0_dgdh_dirs64_20260523/summary.csv,loss_or_fd,,0.0820141297731415,0.9773196569233614,0.9970902531679996,,
nan,sst-5,int4,sparse_p0p1,0.02,0.8890653170112249,0.3360333477224086,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probe_sst5_step0_dgdh_dirs64_20260523/summary.csv,loss_or_fd,,0.0863229883474828,0.983661468119834,0.981208464979872,,
nan,mnli,int4,sparse_p0p1,0.0001,25.61949408227173,-0.2913907333564017,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/mnli/summary.csv,loss_or_fd,,0.0011168292089307,0.128189515911169,6.448543320057694,,
nan,mnli,int4,sparse_p0p1,0.0002,48.16542302742703,-0.1104719017145852,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/mnli/summary.csv,loss_or_fd,,0.0022551868682217,0.1825544026842405,4.57942078841152,,
nan,mnli,int4,sparse_p0p1,0.0003,30.79500719774699,0.1971833521608487,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/mnli/summary.csv,loss_or_fd,,0.0034135832565683,0.2249902957183706,3.755251983318764,,
nan,mnli,int4,sparse_p0p1,0.0005,15.56601961305028,0.2050430346108589,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/mnli/summary.csv,loss_or_fd,,0.0057834062445888,0.2938068647370087,2.932159944935628,,
nan,mnli,int4,sparse_p0p1,0.0007,9.903104669908908,0.3847962334228536,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/mnli/summary.csv,loss_or_fd,,0.0082122088371262,0.3510111174379318,2.4953959037365303,,
nan,mnli,int4,sparse_p0p1,0.00085,10.835804576925856,0.5626092294041688,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/mnli/summary.csv,loss_or_fd,,0.0100668107890497,0.3892041078923304,2.275037140520064,,
nan,mnli,int4,sparse_p0p1,0.001,7.925567531921192,0.4264194982008846,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/mnli/summary.csv,loss_or_fd,,0.0119468708915683,0.424518954826892,2.106613176334338,,
nan,mnli,int4,sparse_p0p1,0.0012,8.887881917400502,0.3711450632644663,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/mnli/summary.csv,loss_or_fd,,0.0144831200946316,0.4680159840278681,1.933064419511503,,
nan,mnli,int4,sparse_p0p1,0.0015,5.499377943523933,0.3750456798788916,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/mnli/summary.csv,loss_or_fd,,0.018333418447542,0.5273000271669306,1.7411971810744644,,
nan,mnli,int4,sparse_p0p1,0.0018,3.2917301308237508,0.3674416792568171,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/mnli/summary.csv,loss_or_fd,,0.022197601530348,0.5806914864702283,1.600411339040703,,
nan,mnli,int4,sparse_p0p1,0.002,2.261004452361515,0.4329563114865918,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/mnli/summary.csv,loss_or_fd,,0.0247541979534273,0.6133212451389584,1.525754688967642,,
nan,mnli,int4,sparse_p0p1,0.0025,1.6818224797474586,0.4687207492925854,,outputs/int4_sparsep0p1_probe_minmse_vs_default_2k_20260522_181148/probes_sparse_p0p1_minmse/mnli/summary.csv,loss_or_fd,,0.0309515748095451,0.684917132061623,1.3856532585087071,,
