model,task,precision,perturbation_mode,h,metric_type,A_uniform,p_active,V_align,V_norm,relative_disp,locality_proxy,nMSE_loss,corr_loss,source_path
roberta-large,sst-5,int4,dense,0.1,interval,0.275331077143628,0.975968567251462,0.9262489322161684,0.5619493879371523,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1518153598174854,0.9629248903508772,0.9529798177536368,0.7089469520505844,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1878019586028555,0.9694124634502924,0.9414360436123568,0.6701297187487761,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1039797831967066,0.959703947368421,0.966071645244454,0.7740322038708787,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1161653019170205,0.9614172149122808,0.9629372957487548,0.7552620739906417,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.2372096685106999,0.9748720760233918,0.9310957502604283,0.6090737102181658,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.2744855815746616,0.9782072368421052,0.923902716031516,0.5669726058527849,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.153564434450095,0.9680875365497076,0.9521753229248384,0.7079667354307538,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.2059695675261685,0.9713084795321636,0.9382829947905114,0.645535363163888,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1073375696572752,0.9626964546783626,0.9658826808126288,0.766268436722181,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1126123039550049,0.9599552266081872,0.9633123085486868,0.7626236573888178,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.2139146461399999,0.9733187134502924,0.9375841463492292,0.6332608855118294,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.2732932601366785,0.9764482821637428,0.924243792535126,0.5679472075241493,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1595494574517766,0.96578033625731,0.9509162681225553,0.6994972135413557,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.2078463834481049,0.971468384502924,0.9379432216267324,0.6426846349623786,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1232976551756574,0.9593612938596492,0.9611342414132172,0.744823835575434,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1178869878409161,0.9599323830409356,0.960946919200508,0.7587142878863263,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.2005788939464232,0.9712856359649122,0.9415012947614776,0.6473905032729861,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.2680807537030956,0.9754203216374268,0.925332668316551,0.5735116117532567,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1650890900265199,0.9658945540935672,0.949213432940494,0.6936792574622407,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1924633086459514,0.97078307748538,0.9417837748110808,0.6611643783079333,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1145077337781947,0.9614172149122808,0.963919022357797,0.755740220883811,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1218950985570417,0.960343567251462,0.9611644986440852,0.748397281802386,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1931241213299462,0.972564875730994,0.9435603954691564,0.6554520852563049,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.2476719337783584,0.9749177631578948,0.9306471731995152,0.5944335452605854,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1701756571958108,0.9673336988304092,0.9491349400896136,0.6839293668837937,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1911009639751741,0.9686357821637428,0.9433544290441328,0.6601276148326255,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1154718825650479,0.9599780701754386,0.9643124331590526,0.7521506447728088,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1202171925034615,0.9608918128654972,0.9617402290946142,0.7498481895292477,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.175485024706711,0.9676535087719298,0.9477730718385238,0.6773687382657761,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.2470502789934159,0.9741182383040936,0.9328848740580684,0.5912350908220911,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1672552766096643,0.968498720760234,0.9492534826667888,0.6886475445355723,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1947783790164087,0.9692297149122808,0.9400214868735935,0.6609753450943763,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1137599940192628,0.9586988304093568,0.9647217414361304,0.7549789982441935,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1235412354322748,0.9611659356725146,0.9615356493109192,0.7433365985121527,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1853143880725732,0.9697551169590644,0.9449533717463704,0.6662362617475001,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.2531692673471203,0.9743923611111112,0.9320819524803166,0.5835740691423309,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1762398200825632,0.9707602339181286,0.9467915183735278,0.6783865835059946,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.2167418025972097,0.9716282894736842,0.9351196127072386,0.6340707172120971,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1121754499057039,0.96297057748538,0.9647736341319796,0.7586906114831259,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1233523556207104,0.961622807017544,0.961292388845962,0.7447347884388376,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.2015524094091077,0.9716282894736842,0.9419657505692356,0.6447800036173154,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.2586382870813027,0.9758543494152048,0.9299998908299956,0.5792410135650996,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1731818614068426,0.9678819444444444,0.9479609036672504,0.6807512688666156,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.2375459835544968,0.972313596491228,0.9285164109900688,0.613538993343866,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1112545727049837,0.961622807017544,0.964881552741466,0.7605842631099716,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1135783328916801,0.96187408625731,0.964339428120898,0.7570535311968661,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.192472783836656,0.9707373903508772,0.9434610332566012,0.6570078993838735,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.2539811917356412,0.976265533625731,0.930798884828642,0.5849331044381687,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1795729595184243,0.968841374269006,0.9475767227161692,0.6702114600361246,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.2278369629113572,0.9711942616959064,0.9310632849810504,0.6241995683529428,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1059380058235127,0.960640533625731,0.9670134754447376,0.7656106793539096,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1143823171991116,0.9609375,0.964022121104122,0.7558991124091516,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.2060946273106051,0.9708059210526316,0.9415681470585762,0.6380136309785065,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.2613690170041011,0.9757858187134504,0.9314804590377532,0.5730246016218641,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1746613270792811,0.9677905701754386,0.9485554044988204,0.676373929320743,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.2135055007838507,0.9737984283625732,0.9349737545797906,0.6397037132074033,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.109039845375605,0.9625593932748538,0.9652262826024356,0.7647498856148138,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1124197300808654,0.959406980994152,0.9635911730908452,0.7621133536548089,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.2249574042272969,0.9718567251461988,0.9328994125001564,0.6252151337912482,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.2880240133416728,0.9778645833333334,0.9203764355044604,0.5532579337554313,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1720965054949249,0.9696637426900584,0.9485585004025768,0.6815744132834324,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.2106332808329457,0.9712627923976608,0.9356637805223296,0.6431478084529179,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.11116383288527,0.9586531432748538,0.9639265516629512,0.7641425627813168,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1066710147619218,0.9578307748538012,0.9642832143010328,0.7745358327085273,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.2624164546588977,0.9739126461988304,0.9262698219186616,0.5801476863042414,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.304250612505604,0.9790067616959064,0.9200373354531152,0.532430214930778,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.178370839559573,0.9699607090643276,0.9470720292559406,0.6735752726249683,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1992738882649561,0.9721536915204678,0.9404196026539958,0.6517743952777618,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1084225973518737,0.9633817616959064,0.9642860445945104,0.76985113692341,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1081215812681523,0.95703125,0.963144644741798,0.775097399857043,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.2702248871938839,0.976905153508772,0.9251109873116924,0.5710070843109261,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.3174409448219562,0.9771335891812866,0.9152723882660516,0.5221496749719094,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1991355402926291,0.9721993786549707,0.9417809063959162,0.6491642884821304,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.2127797978200096,0.9735243055555556,0.9378280142248258,0.6347045072663892,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.099476668641685,0.9613715277777778,0.9666053195453688,0.7839554320099154,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1000694481319101,0.957876461988304,0.9662424025896792,0.7834385514695151,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.2649579012491191,0.9754888523391811,0.92841749251685,0.5728853629108185,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.306376914648776,0.9787326388888888,0.917175416494261,0.5336967280597116,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.2137938392073498,0.9737298976608189,0.9377486615542426,0.633290994418872,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.2414172111249891,0.972747624269006,0.9313005140096212,0.6024293634335429,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.0942935981225712,0.9547012061403508,0.966558025567794,0.7989095440761294,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.1056758674768131,0.9564830043859648,0.9630898656221988,0.7820173638779723,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.2206241383047773,0.9717425073099416,0.9388447879054684,0.620266883360714,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.2780889439945824,0.9769965277777778,0.9246791066162572,0.5606859263991739,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.2487530077009391,0.9749177631578948,0.9317516350702856,0.5906097591955056,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.2717112969372992,0.9757858187134504,0.9244341372795148,0.5699014250940085,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.0532255500647007,0.9412463450292398,0.9799597556887526,0.8644847886901024,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,dense,0.1,interval,0.0575135364148757,0.913468567251462,0.9754685498390444,0.88072902374201,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-08,interval,1.0,0.0,,0.0,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-08,interval,596937618.587712,0.0001370614035087,0.1236268311077603,7353.640059949124,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-08,interval,556717572.0231014,0.0001142178362573,0.0888190288065728,6559.025529195016,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-08,interval,1110351792.5434358,0.0001599049707602,0.0916996244961105,11261.859614923756,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-08,interval,1475344380.5455203,0.0001827485380116,0.1186143933392501,13411.271561946936,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-08,interval,509644280.4379042,0.0001142178362573,0.1512217531194836,6503.610104662265,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-08,interval,1.0,0.0,,0.0,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-08,interval,100520324.5907185,0.0002055921052631,0.2055812171637069,3827.4476544652734,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-08,interval,63394936.83409154,0.0001142178362573,0.0880318468420909,2151.991673562089,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-08,interval,138286971.2027684,0.0001827485380116,0.0983019083178617,3946.654185199671,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-08,interval,64614197.87885873,6.853070175438596e-05,0.1011999724214055,1702.2259713489516,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-08,interval,84191054.40508844,0.0001827485380116,0.0919138109099363,3371.331250690436,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-07,interval,1.0,0.0,,0.0,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-07,interval,5911586.67233126,0.0001370614035087,0.0877349442559633,799.3174664078466,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-07,interval,9072567.971069956,0.0001827485380116,0.0604929738462985,1060.641361803241,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-07,interval,9586221.023389814,0.0001370614035087,0.0609042933251456,983.4948655669688,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-07,interval,13004447.854814302,0.0001599049707602,0.1207766188762763,1222.2827865656136,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-07,interval,1915028.5746342456,4.568713450292397e-05,0.0498494131208788,240.08558374208425,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-07,interval,1.0,0.0,,0.0,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-07,interval,50351.769046217145,2.2843567251461987e-05,0.1811399058955549,26.49696813037377,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-07,interval,460213.7993122029,9.137426900584796e-05,0.1262933078554471,170.1565501138184,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-07,interval,1401964.7042903376,0.000251279239766,0.1180327112093354,504.8009959942494,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-07,interval,1104358.700879063,0.0001370614035087,0.0751037219697675,309.73832710912234,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-07,interval,219786.47106917185,2.2843567251461987e-05,0.2338878918638977,60.53207396319178,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-07,interval,306894.6998730156,2.2843567251461987e-05,0.2655860362541982,62.08281150302713,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-07,interval,863026.7356679835,0.0001827485380116,0.1098639033968372,327.3091826451081,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-07,interval,231765.10568792943,6.853070175438596e-05,0.1960373793939791,105.05262685086424,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,interval,1.0,0.0,,0.0,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,interval,6882.007688574444,2.2843567251461987e-05,0.1233401723341168,9.17509111160307,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,interval,40895.61384332096,0.0001599049707602,0.1486839074995483,66.26560910739326,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,interval,3961.017295373243,4.568713450292397e-05,0.1245370896857592,10.55012344376172,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,interval,2807.3913066714344,2.2843567251461987e-05,0.282275727362534,6.277750167817857,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,interval,18685.732693040067,2.2843567251461987e-05,0.2513108907772596,19.35491492768294,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,interval,20238.478757631427,4.568713450292397e-05,0.0599353934760466,23.63586411396247,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,interval,112838.0854874816,0.0002284356725146,0.0811298419310426,129.1745837280405,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,interval,102190.5353808274,4.568713450292397e-05,0.2219255332603163,50.3045382405743,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,interval,114843.05875004712,0.0001370614035087,0.1422076942939924,102.65733854549808,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,interval,23636.513440446382,6.853070175438596e-05,0.1814191138439964,38.04874482879829,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,interval,127997.69101048754,0.0001827485380116,0.0605276568139514,130.66771059912338,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,interval,5794.217520156703,2.2843567251461987e-05,0.2388916705286931,9.846248389705057,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,interval,212253.12664675768,0.000251279239766,0.1271955220646413,191.68949808548865,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,interval,82079.58480184077,6.853070175438596e-05,0.1599732344693661,62.76652822932607,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,interval,25390.44876152257,9.137426900584796e-05,0.1935235249879898,44.81489263638046,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,interval,50199.46629158119,0.0001142178362573,0.1723106362303549,68.27901894523603,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,interval,57171.40516053968,0.0001827485380116,0.1447805791209278,87.43699519700385,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,interval,10980.91554132158,2.2843567251461987e-05,0.2870658541952869,11.869955665724872,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,interval,18317.296327784978,4.568713450292397e-05,0.1564234168710672,23.31294300092132,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,interval,13461.062983348183,2.2843567251461987e-05,0.2966286086676453,14.26309256134808,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,interval,1.0,0.0,,0.0,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,interval,2997.417556434661,9.137426900584796e-05,0.0981394653680517,14.286566389766442,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,interval,1908.053001958988,2.2843567251461987e-05,0.2347607390558017,6.600963786647729,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,interval,2235.9205945622657,2.2843567251461987e-05,0.1548934796326826,5.160704261287533,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,interval,8500.079238106004,0.0003426535087719,0.1151675433425113,42.99668441687061,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,interval,1812.005315711049,2.2843567251461987e-05,0.2291448457692768,5.523304947245192,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,interval,3651.944878414032,4.568713450292397e-05,0.181484347100321,10.016316047146898,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,interval,1788.6601413468577,0.0001142178362573,0.1705574197906949,11.876361427866588,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,interval,1289.6918650437674,6.853070175438596e-05,0.0941582716878128,6.518675141450632,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,interval,640.9261842195514,2.2843567251461987e-05,0.2150801438166891,2.7539316480001133,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,interval,2216.2042431418786,9.137426900584796e-05,0.1931809013261062,12.049266199944077,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,interval,2479.1414473193017,6.853070175438596e-05,0.1683918463942459,11.688607513655064,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,interval,16302.796643601036,0.0001827485380116,0.14734933463734,46.137150890243504,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,interval,9001.218213802687,0.0001827485380116,0.0975681092518865,35.59277072422876,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,interval,498.76817755450406,2.2843567251461987e-05,0.1980714927626278,2.3065180308392583,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,interval,2016.9794176010507,2.2843567251461987e-05,0.1432877733630874,5.057357906074534,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,interval,1295.234476654741,2.2843567251461987e-05,0.009611077151708,4.210477405742751,,,,,interval_aware_h_probe/interval_geometry_metrics.csv
