model,task,precision,perturbation_mode,h,A_uniform,p_active,V_norm,V_align,p_clip,jump_mean,jump_median,jump_zero_frac,jump_one_frac,jump_ge2_frac,disp_rms,relative_disp,locality_proxy,source_path,p_clip_base,p_clip_delta,p_active_norm,locality_rel_disp_limit,locality_relaxed_for_int4,score_geom,nMSE_loss,corr_loss,normalized_curve,metric_type,merge_source
roberta-large,sst-5,int4,sparse_p0p1,1e-07,13004447.854814302,0.0001599049707602,1222.2827865656136,0.1207766188762763,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-07,1915028.5746342456,4.568713450292397e-05,240.08558374208425,0.0498494131208788,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-07,1.0,0.0,0.0,,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-07,50351.769046217145,2.2843567251461987e-05,26.49696813037377,0.1811399058955549,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-07,460213.7993122029,9.137426900584796e-05,170.1565501138184,0.1262933078554471,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-07,1401964.7042903376,0.000251279239766,504.8009959942494,0.1180327112093354,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-07,1104358.700879063,0.0001370614035087,309.73832710912234,0.0751037219697675,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-07,219786.47106917185,2.2843567251461987e-05,60.53207396319178,0.2338878918638977,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-07,306894.6998730156,2.2843567251461987e-05,62.08281150302713,0.2655860362541982,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-07,863026.7356679835,0.0001827485380116,327.3091826451081,0.1098639033968372,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-07,231765.10568792943,6.853070175438596e-05,105.05262685086424,0.1960373793939791,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,1.0,0.0,0.0,,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,6882.007688574444,2.2843567251461987e-05,9.17509111160307,0.1233401723341168,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,40895.61384332096,0.0001599049707602,66.26560910739326,0.1486839074995483,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,3961.017295373243,4.568713450292397e-05,10.55012344376172,0.1245370896857592,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,2807.3913066714344,2.2843567251461987e-05,6.277750167817857,0.282275727362534,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,18685.732693040067,2.2843567251461987e-05,19.35491492768294,0.2513108907772596,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,20238.478757631427,4.568713450292397e-05,23.63586411396247,0.0599353934760466,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,112838.0854874816,0.0002284356725146,129.1745837280405,0.0811298419310426,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,102190.5353808274,4.568713450292397e-05,50.3045382405743,0.2219255332603163,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,114843.05875004712,0.0001370614035087,102.65733854549808,0.1422076942939924,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,23636.513440446382,6.853070175438596e-05,38.04874482879829,0.1814191138439964,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,127997.69101048754,0.0001827485380116,130.66771059912338,0.0605276568139514,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,5794.217520156703,2.2843567251461987e-05,9.846248389705057,0.2388916705286931,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,212253.12664675768,0.000251279239766,191.68949808548865,0.1271955220646413,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,82079.58480184077,6.853070175438596e-05,62.76652822932607,0.1599732344693661,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,25390.44876152257,9.137426900584796e-05,44.81489263638046,0.1935235249879898,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,50199.46629158119,0.0001142178362573,68.27901894523603,0.1723106362303549,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,57171.40516053968,0.0001827485380116,87.43699519700385,0.1447805791209278,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,10980.91554132158,2.2843567251461987e-05,11.869955665724872,0.2870658541952869,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,18317.296327784978,4.568713450292397e-05,23.31294300092132,0.1564234168710672,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-06,13461.062983348183,2.2843567251461987e-05,14.26309256134808,0.2966286086676453,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,1.0,0.0,0.0,,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,2997.417556434661,9.137426900584796e-05,14.286566389766442,0.0981394653680517,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,1908.053001958988,2.2843567251461987e-05,6.600963786647729,0.2347607390558017,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,2235.9205945622657,2.2843567251461987e-05,5.160704261287533,0.1548934796326826,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,8500.079238106004,0.0003426535087719,42.99668441687061,0.1151675433425113,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,1812.005315711049,2.2843567251461987e-05,5.523304947245192,0.2291448457692768,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,3651.944878414032,4.568713450292397e-05,10.016316047146898,0.181484347100321,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,1788.6601413468577,0.0001142178362573,11.876361427866588,0.1705574197906949,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,1289.6918650437674,6.853070175438596e-05,6.518675141450632,0.0941582716878128,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,640.9261842195514,2.2843567251461987e-05,2.7539316480001133,0.2150801438166891,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,2216.2042431418786,9.137426900584796e-05,12.049266199944077,0.1931809013261062,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,2479.1414473193017,6.853070175438596e-05,11.688607513655064,0.1683918463942459,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,16302.796643601036,0.0001827485380116,46.137150890243504,0.14734933463734,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,9001.218213802687,0.0001827485380116,35.59277072422876,0.0975681092518865,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,498.76817755450406,2.2843567251461987e-05,2.3065180308392583,0.1980714927626278,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,2016.9794176010507,2.2843567251461987e-05,5.057357906074534,0.1432877733630874,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,1295.234476654741,2.2843567251461987e-05,4.210477405742751,0.009611077151708,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,28191.411012830493,0.0001599049707602,51.62191110624329,0.1145044106497199,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,6289.258445655562,6.853070175438596e-05,15.44027611236417,0.0784613657920802,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,4972.3507635281685,9.137426900584796e-05,19.0744497498096,0.1505515725927513,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,3604.9851024230775,9.137426900584796e-05,14.653496025518232,0.1507373810698276,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,2105.599678867682,4.568713450292397e-05,8.2741506394655,0.2098049682938495,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,2515.754007056042,4.568713450292397e-05,8.090346296035765,0.2025786012745709,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,14744.380444026045,0.0001827485380116,43.28453128797389,0.0973312886823038,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,2309.734904396997,9.137426900584796e-05,12.38433493969534,0.1361470369244032,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,4281.7909353398645,4.568713450292397e-05,11.01898013677341,0.1891255254749392,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,2847.7644701619533,6.853070175438596e-05,11.014004395964626,0.1797263518165521,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,2965.853051066522,4.568713450292397e-05,9.616273234149476,0.2150083326110478,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,6569.516159914691,6.853070175438596e-05,16.908437596226516,0.152702741509605,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,3016.7298989934648,0.0001142178362573,16.350581179909245,0.098131650057182,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,522.7205887413322,2.2843567251461987e-05,2.6700264398907305,0.2477166014904977,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,552.3748857864999,2.2843567251461987e-05,2.660591924096776,0.190051111028171,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,12731.604773894382,0.0001370614035087,35.753457424782574,0.0749696395400579,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,762.6300289652182,2.2843567251461987e-05,3.015522551426521,0.265916172496674,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,21633.19687729572,0.0002284356725146,57.79928134198376,0.136550049658032,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,2571.0217190033227,6.853070175438596e-05,10.91822563494696,0.1158178191778612,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,1566.2141175653724,4.568713450292397e-05,7.047729929864088,0.1906406005845761,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,5116.10169290855,9.137426900584796e-05,17.13017603460992,0.1866526581076303,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,2374.040735022475,6.853070175438596e-05,10.603626754299356,0.1778271942282099,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,24156.831276397737,0.0002284356725146,61.57922496652829,0.1575061717211676,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,1783.4457006612226,4.568713450292397e-05,7.154546051414332,0.2545448225878128,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,1976.6830189421307,4.568713450292397e-05,7.427783323924128,0.2394412062324416,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,505.6660693301773,2.2843567251461987e-05,2.5191959025740065,0.2082880782455368,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,7143.91022063105,6.853070175438596e-05,19.005643444560874,0.1259385936054072,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,7257.505840030678,0.000251279239766,36.24467120830202,0.1349801525764511,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,6433.290949147525,0.0001370614035087,23.55514319710815,0.0900004076267902,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,2980.0502884819066,4.568713450292397e-05,9.447832178933666,0.334349014032766,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,3244.019197471159,0.0001142178362573,16.048339507658444,0.1534965809247071,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,5128.134021945106,0.0001599049707602,23.51251958710692,0.1032713523501429,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,3467.3408398252723,6.853070175438596e-05,11.71418000177408,0.1827032841503668,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,3020.8210073168143,6.853070175438596e-05,11.79425882777912,0.1149951496493742,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,2775.84597555072,9.137426900584796e-05,13.530977517497586,0.1324064884846383,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,5659.705614740333,6.853070175438596e-05,14.798216683000463,0.1583545177458365,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,1491.5218189080774,9.137426900584796e-05,9.861167175664251,0.1297530899235393,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,955.347414581379,2.2843567251461987e-05,3.019915760451694,0.1860520924285172,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,3e-06,19016.063864833344,6.853070175438596e-05,32.36317686132867,0.2202065591461487,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-05,184.0547838502211,4.568713450292397e-05,2.1779358383481986,0.2472372793613218,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-05,388.441405768761,0.0001142178362573,5.564757412796816,0.2260027930312544,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-05,465.3530555686033,0.0001599049707602,6.738754601868596,0.1570967073471219,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-05,263.09937479629525,0.0001142178362573,4.470710266132,0.1628586186185455,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-05,892.3082432526984,0.0001142178362573,7.893179006923278,0.0829088263367963,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-05,1.0,0.0,0.0,,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-05,528.331731523247,6.853070175438596e-05,4.76952985674576,0.1901269699904269,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-05,1423.0807472865758,0.0001599049707602,12.29233692666462,0.1211111189099515,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-05,233.4349563550295,6.853070175438596e-05,3.162981322465116,0.1527511712848518,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
roberta-large,sst-5,int4,sparse_p0p1,1e-05,623.1249816663425,0.0002741228070175,11.08987152982472,0.1165483640436818,,,,,,,,,,interval_aware_h_probe/interval_geometry_metrics.csv,,,,,,,,,,interval,hwindow_12h_highdim_bundle/realmodel_interval_metrics.csv
