d,effective_dim,active_p,Delta,qbits,function_family,group_size,scale_sigma,n_dirs,metric,alpha,beta,gamma,h_star,fit_R2,synthetic_source
10000,10000,1.0,0.0001,8,lin,128,1.0,64,A_interval_grad,7.306202606788774e-15,0.0,0.0,,-0.2891746396594803,main
10000,10000,1.0,0.0001,8,nl,128,1.0,64,A_true,2.0483093629668403e-13,0.0,0.0,,0.8623151727383007,main
10000,10000,1.0,0.0001,8,nl,128,1.0,64,A_interval_grad,1.0714456550715489e-13,0.0,0.0,,0.6454674267411846,main
10000,10000,1.0,0.0001,4,lin,128,0.0,64,A_true,2.9304534345607415e-13,0.0,0.0,,0.8826136422450148,main
10000,10000,1.0,0.0001,4,lin,128,0.0,64,A_interval_grad,2.2693902506604087e-13,0.0,0.0,,0.8501041962202043,main
10000,10000,1.0,0.0001,4,nl,128,0.0,64,A_true,1.4443272635064943e-14,0.0,0.0,,-0.1864522090364848,main
10000,10000,1.0,0.0001,4,nl,128,0.0,64,A_interval_grad,4.300987435393592e-14,0.0,0.0,,-0.0813733572542407,main
10000,10000,1.0,0.0001,4,lin,128,1.0,64,A_true,5.333087140222053e-13,0.0,0.0,,0.3384507017963197,main
10000,10000,1.0,0.0001,4,lin,128,1.0,64,A_interval_grad,4.77365372323093e-13,0.0,0.0,,0.3114179126178835,main
10000,10000,1.0,0.0001,4,nl,128,1.0,64,A_true,1.4433260606994165e-14,0.0,0.0,,-0.2188928525739886,main
10000,10000,1.0,0.0001,4,nl,128,1.0,64,A_interval_grad,8.877850721896844e-15,0.0,0.0,,-0.2568525180035985,main
10000,10000,1.0,0.001,8,lin,128,0.0,64,A_true,8.485637631022954e-15,0.0,0.0,,-0.1867766277734535,main
10000,10000,1.0,0.001,8,lin,128,0.0,64,A_interval_grad,7.946966225662455e-15,0.0,0.0,,-0.1774364781930362,main
10000,10000,1.0,0.001,8,nl,128,0.0,64,A_true,2.899472074743575e-13,0.0,0.0,,-0.1440984234219842,main
10000,10000,1.0,0.001,8,nl,128,0.0,64,A_interval_grad,9.730626723366826e-13,0.0,0.0,,-0.1171834488663903,main
10000,10000,1.0,0.001,8,lin,128,1.0,64,A_true,8.553563650785186e-14,0.0,0.0,,-0.1198102042169646,main
10000,10000,1.0,0.001,8,lin,128,1.0,64,A_interval_grad,7.617328096892027e-14,0.0,0.0,,-0.1284105493425871,main
10000,10000,1.0,0.001,8,nl,128,1.0,64,A_true,1.4767563876885034e-16,0.0,0.0,,-0.3351739878599729,main
10000,10000,1.0,0.001,8,nl,128,1.0,64,A_interval_grad,1.6446101279594058e-16,0.0,0.0,,-0.2105840452830394,main
10000,10000,1.0,0.001,4,lin,128,0.0,64,A_true,6.531503410623915e-16,0.0,0.0,,-0.3068834055864546,main
10000,10000,1.0,0.001,4,lin,128,0.0,64,A_interval_grad,6.897457748508402e-16,0.0,0.0,,-0.2862096516435346,main
10000,10000,1.0,0.001,4,nl,128,0.0,64,A_true,2.9773232763725285e-12,0.0,0.0,,0.9968221141643148,main
10000,10000,1.0,0.001,4,nl,128,0.0,64,A_interval_grad,1.4484095319772998e-12,0.0,0.0,,0.981674308842536,main
10000,10000,1.0,0.001,4,lin,128,1.0,64,A_true,8.606053605715818e-14,0.0,0.0,,-0.2272570795321582,main
10000,10000,1.0,0.001,4,lin,128,1.0,64,A_interval_grad,6.00062064745024e-14,0.0,0.0,,-0.2517804553991305,main
10000,10000,1.0,0.001,4,nl,128,1.0,64,A_true,3.7994594791218865e-14,0.0,0.0,,-0.1453177969293952,main
10000,10000,1.0,0.001,4,nl,128,1.0,64,A_interval_grad,3.3546337686751543e-13,0.0,0.0,,-0.1134614795613482,main
10000,10000,1.0,0.01,8,lin,128,0.0,64,A_true,8.960146378598597e-15,0.0,0.0,,-0.6096682781442426,main
10000,10000,1.0,0.01,8,lin,128,0.0,64,A_interval_grad,8.827965568582858e-15,0.0,0.0,,-0.6330346582025455,main
10000,10000,1.0,0.01,8,nl,128,0.0,64,A_true,1.3235198630044406e-16,0.0,0.0,,-0.2207663113231397,main
10000,10000,1.0,0.01,8,nl,128,0.0,64,A_interval_grad,1.3579746710153422e-16,0.0,0.0,,-0.2588849732748772,main
10000,10000,1.0,0.01,8,lin,128,1.0,64,A_true,1.3020354971829348e-16,0.0,0.0,,-0.1925948163251487,main
10000,10000,1.0,0.01,8,lin,128,1.0,64,A_interval_grad,1.351509780722663e-16,0.0,0.0,,-0.1667275118654874,main
10000,10000,1.0,0.01,8,nl,128,1.0,64,A_true,1.1562869955459679e-16,0.0,0.0,,-0.3311569547619282,main
10000,10000,1.0,0.01,8,nl,128,1.0,64,A_interval_grad,1.1647060099807795e-16,0.0,0.0,,-0.3409482959202712,main
10000,10000,1.0,0.01,4,lin,128,0.0,64,A_true,3.9255224589414793e-16,0.0,0.0,,-0.2699946468680012,main
10000,10000,1.0,0.01,4,lin,128,0.0,64,A_interval_grad,3.4605887932112046e-16,0.0,0.0,,-0.2724997001772511,main
10000,10000,1.0,0.01,4,nl,128,0.0,64,A_true,1.200995964664893e-16,0.0,0.0,,-0.3222249452103598,main
10000,10000,1.0,0.01,4,nl,128,0.0,64,A_interval_grad,1.307570292422578e-16,0.0,0.0,,-0.2625590659757251,main
10000,10000,1.0,0.01,4,lin,128,1.0,64,A_true,2.437521146370659e-13,0.0,0.0,,-0.1286158130295969,main
10000,10000,1.0,0.01,4,lin,128,1.0,64,A_interval_grad,2.5965430484132113e-13,0.0,0.0,,-0.1290486722603463,main
10000,10000,1.0,0.01,4,nl,128,1.0,64,A_true,8.290815553624422e-16,0.0,0.0,,-0.2071513982456068,main
10000,10000,1.0,0.01,4,nl,128,1.0,64,A_interval_grad,1.5764237663451126e-15,0.0,0.0,,-0.2066337161458433,main
10000,1000,0.1,1e-05,8,lin,128,0.0,64,A_true,6.292535887519632e-14,0.0,0.0,,0.8856412791357873,main
10000,1000,0.1,1e-05,8,lin,128,0.0,64,A_interval_grad,4.943488522672778e-15,0.0,0.0,,0.8831959796659342,main
10000,1000,0.1,1e-05,8,nl,128,0.0,64,A_true,1.142562214901789e-16,0.0,0.0,,-0.2776228964236409,main
10000,1000,0.1,1e-05,8,nl,128,0.0,64,A_interval_grad,1.6560811299592037e-15,0.0,0.0,,0.9526184428154688,main
10000,1000,0.1,1e-05,8,lin,128,1.0,64,A_true,5.501099870535896e-15,0.0,0.0,,-0.0596015192798222,main
10000,1000,0.1,1e-05,8,lin,128,1.0,64,A_interval_grad,7.364407210803511e-16,0.0,0.0,,0.1444565981695088,main
10000,1000,0.1,1e-05,8,nl,128,1.0,64,A_true,1.1376186986923655e-16,0.0,0.0,,-0.552620437885051,main
10000,1000,0.1,1e-05,8,nl,128,1.0,64,A_interval_grad,2.902271357248081e-17,0.0,0.0,,-0.6439754139373752,main
10000,1000,0.1,1e-05,4,lin,128,0.0,64,A_true,9.45151482022046e-15,0.0,0.0,,0.5717489579882333,main
10000,1000,0.1,1e-05,4,lin,128,0.0,64,A_interval_grad,8.67232181923867e-16,0.0,0.0,,0.5163690858926115,main
10000,1000,0.1,1e-05,4,nl,128,0.0,64,A_true,1.108536585365853e-16,0.0,0.0,,,main
10000,1000,0.1,1e-05,4,nl,128,0.0,64,A_interval_grad,7.926654755035223e-16,0.0,0.0,,0.1723611663976698,main
10000,1000,0.1,1e-05,4,lin,128,1.0,64,A_true,3.29429156485786e-15,0.0,0.0,,-0.1792275535479446,main
10000,1000,0.1,1e-05,4,lin,128,1.0,64,A_interval_grad,2.989530981368824e-16,0.0,0.0,,-0.1979723597931695,main
10000,1000,0.1,1e-05,4,nl,128,1.0,64,A_true,1.1085365744481571e-16,0.0,0.0,,-71.73980002158146,main
10000,1000,0.1,1e-05,4,nl,128,1.0,64,A_interval_grad,3.619832567238395e-16,0.0,0.0,,0.2587795357528758,main
10000,1000,0.1,0.0001,8,lin,128,0.0,64,A_true,7.474834985800798e-14,0.0,0.0,,0.257141274951955,main
10000,1000,0.1,0.0001,8,lin,128,0.0,64,A_interval_grad,6.367893161941913e-15,0.0,0.0,,0.211608527239041,main
10000,1000,0.1,0.0001,8,nl,128,0.0,64,A_true,1.4108068130415097e-15,0.0,0.0,,-0.1841411366518537,main
10000,1000,0.1,0.0001,8,nl,128,0.0,64,A_interval_grad,2.478780960265601e-16,0.0,0.0,,-0.198847061163891,main
10000,1000,0.1,0.0001,8,lin,128,1.0,64,A_true,1.7185781078678885e-13,0.0,0.0,,-0.1540104454477062,main
10000,1000,0.1,0.0001,8,lin,128,1.0,64,A_interval_grad,2.0297240423257353e-14,0.0,0.0,,-0.1404196951142982,main
10000,1000,0.1,0.0001,8,nl,128,1.0,64,A_true,1.1305675857800328e-16,0.0,0.0,,-0.7526903724347207,main
10000,1000,0.1,0.0001,8,nl,128,1.0,64,A_interval_grad,1.3550624856434801e-17,0.0,0.0,,-0.8593424742779461,main
10000,1000,0.1,0.0001,4,lin,128,0.0,64,A_true,3.200808266677225e-13,0.0,0.0,,0.0121566623845286,main
10000,1000,0.1,0.0001,4,lin,128,0.0,64,A_interval_grad,3.1788111614262866e-14,0.0,0.0,,0.0124824805870764,main
10000,1000,0.1,0.0001,4,nl,128,0.0,64,A_true,1.126376401130201e-16,0.0,0.0,,-0.3951310266818491,main
10000,1000,0.1,0.0001,4,nl,128,0.0,64,A_interval_grad,1.1266936058718118e-14,0.0,0.0,,-0.0119946777335961,main
10000,1000,0.1,0.0001,4,lin,128,1.0,64,A_true,1.3692859489888474e-16,0.0,0.0,,-0.6522576468108141,main
10000,1000,0.1,0.0001,4,lin,128,1.0,64,A_interval_grad,1.3037069203144369e-17,0.0,0.0,,-0.6531520022099968,main
10000,1000,0.1,0.0001,4,nl,128,1.0,64,A_true,5.008423082163833e-15,0.0,0.0,,-0.1499628115513327,main
10000,1000,0.1,0.0001,4,nl,128,1.0,64,A_interval_grad,3.5251466913195036e-16,0.0,0.0,,-0.1870398570100939,main
10000,1000,0.1,0.001,8,lin,128,0.0,64,A_true,1.1195756254503619e-16,0.0,0.0,,-0.2769834830237732,main
10000,1000,0.1,0.001,8,lin,128,0.0,64,A_interval_grad,1.2048297745006427e-17,0.0,0.0,,-0.2847254821161109,main
10000,1000,0.1,0.001,8,nl,128,0.0,64,A_true,1.1266322754405382e-16,0.0,0.0,,-0.1562458734201353,main
10000,1000,0.1,0.001,8,nl,128,0.0,64,A_interval_grad,9.977505251979394e-18,0.0,0.0,,-0.2353737549693324,main
10000,1000,0.1,0.001,8,lin,128,1.0,64,A_true,1.129538051738252e-16,0.0,0.0,,-0.3238894149575944,main
10000,1000,0.1,0.001,8,lin,128,1.0,64,A_interval_grad,1.1977228336440659e-17,0.0,0.0,,-0.3473046627497578,main
10000,1000,0.1,0.001,8,nl,128,1.0,64,A_true,1.1089028984262596e-16,0.0,0.0,,-0.5762773363542621,main
10000,1000,0.1,0.001,8,nl,128,1.0,64,A_interval_grad,1.0614306900085325e-17,0.0,0.0,,-0.5760134883497459,main
10000,1000,0.1,0.001,4,lin,128,0.0,64,A_true,1.1098639081465121e-16,0.0,0.0,,-0.4482367409958496,main
10000,1000,0.1,0.001,4,lin,128,0.0,64,A_interval_grad,1.1636967452084577e-17,0.0,0.0,,-0.3709277171395646,main
10000,1000,0.1,0.001,4,nl,128,0.0,64,A_true,5.6523783596821215e-15,0.0,0.0,,-0.1719341648218941,main
10000,1000,0.1,0.001,4,nl,128,0.0,64,A_interval_grad,1.0037335262144671e-15,0.0,0.0,,-0.1625553187943902,main
10000,1000,0.1,0.001,4,lin,128,1.0,64,A_true,2.440003029486476e-13,0.0,0.0,,0.6616748394487706,main
10000,1000,0.1,0.001,4,lin,128,1.0,64,A_interval_grad,2.4579257075402076e-14,0.0,0.0,,0.547202091194624,main
10000,1000,0.1,0.001,4,nl,128,1.0,64,A_true,4.454786623475029e-15,0.0,0.0,,-0.0977119690962118,main
10000,1000,0.1,0.001,4,nl,128,1.0,64,A_interval_grad,3.947680659489893e-16,0.0,0.0,,-0.1136466889176524,main
10000,1000,0.1,0.01,8,lin,128,0.0,64,A_true,1.130704277254926e-16,0.0,0.0,,-0.1219474905672111,main
10000,1000,0.1,0.01,8,lin,128,0.0,64,A_interval_grad,1.0324721739784865e-17,0.0,0.0,,-0.1208843914461452,main
10000,1000,0.1,0.01,8,nl,128,0.0,64,A_true,1.1085700930993616e-16,0.0,0.0,,-0.3551350956093979,main
10000,1000,0.1,0.01,8,nl,128,0.0,64,A_interval_grad,1.1449603597724152e-17,0.0,0.0,,-0.2889421077201572,main
10000,1000,0.1,0.01,8,lin,128,1.0,64,A_true,1.1114232881285894e-16,0.0,0.0,,-0.2436358167381227,main
10000,1000,0.1,0.01,8,lin,128,1.0,64,A_interval_grad,1.0881557347651493e-17,0.0,0.0,,-0.2446397826383552,main
10000,1000,0.1,0.01,8,nl,128,1.0,64,A_true,1.108936832898653e-16,0.0,0.0,,-0.2470045286300395,main
10000,1000,0.1,0.01,8,nl,128,1.0,64,A_interval_grad,1.1547579555314438e-17,0.0,0.0,,-0.2046719736160231,main
10000,1000,0.1,0.01,4,lin,128,0.0,64,A_true,1.1087551881249613e-16,0.0,0.0,,-0.1682895094621006,main
10000,1000,0.1,0.01,4,lin,128,0.0,64,A_interval_grad,1.0410174260691476e-17,0.0,0.0,,-0.1890964448673153,main
10000,1000,0.1,0.01,4,nl,128,0.0,64,A_true,1.1086114005367727e-16,0.0,0.0,,-0.2444738308073595,main
10000,1000,0.1,0.01,4,nl,128,0.0,64,A_interval_grad,1.0756275545625441e-17,0.0,0.0,,-0.2959103898352822,main
10000,1000,0.1,0.01,4,lin,128,1.0,64,A_true,1.2714735877620003e-16,0.0,0.0,,-0.1434537540882179,main
10000,1000,0.1,0.01,4,lin,128,1.0,64,A_interval_grad,1.3786036836163897e-17,0.0,0.0,,-0.1372266898180409,main
10000,1000,0.1,0.01,4,nl,128,1.0,64,A_true,1.1090357928107595e-16,0.0,0.0,,-0.2113053209529918,main
10000,1000,0.1,0.01,4,nl,128,1.0,64,A_interval_grad,1.9250498514848978e-17,0.0,0.0,,-0.2713975385366285,main
10000,100,0.01,1e-05,8,lin,128,0.0,64,A_true,3.639760080375137e-14,0.0,0.0,,0.9782005707140506,main
10000,100,0.01,1e-05,8,lin,128,0.0,64,A_interval_grad,2.37348074580361e-16,0.0,0.0,,0.9579200720189236,main
10000,100,0.01,1e-05,8,nl,128,0.0,64,A_true,1.1086474868829964e-16,0.0,0.0,,-1.1712981640004134,main
10000,100,0.01,1e-05,8,nl,128,0.0,64,A_interval_grad,1.8392121071992854e-18,0.0,0.0,,-0.1392628990615467,main
10000,100,0.01,1e-05,8,lin,128,1.0,64,A_true,2.358961855352024e-14,0.0,0.0,,0.9975314844948532,main
10000,100,0.01,1e-05,8,lin,128,1.0,64,A_interval_grad,2.547942683464638e-16,0.0,0.0,,0.9980653384422478,main
10000,100,0.01,1e-05,8,nl,128,1.0,64,A_true,1.2209063153772842e-14,0.0,0.0,,-0.1145663480322825,main
10000,100,0.01,1e-05,8,nl,128,1.0,64,A_interval_grad,3.729988364119648e-16,0.0,0.0,,-0.1052342143284863,main
10000,100,0.01,1e-05,4,lin,128,0.0,64,A_true,1.1795607575672992e-16,0.0,0.0,,-0.4105119000912089,main
10000,100,0.01,1e-05,4,lin,128,0.0,64,A_interval_grad,1.089689105544417e-18,0.0,0.0,,-0.4814653687024173,main
10000,100,0.01,1e-05,4,nl,128,0.0,64,A_true,1.108536585365853e-16,0.0,0.0,,,main
10000,100,0.01,1e-05,4,nl,128,0.0,64,A_interval_grad,1.0099417691608189e-18,0.0,0.0,,-1.1290856818249004,main
10000,100,0.01,1e-05,4,lin,128,1.0,64,A_true,1.274303982803896e-16,0.0,0.0,,-0.2984734490511957,main
10000,100,0.01,1e-05,4,lin,128,1.0,64,A_interval_grad,1.1741620763949912e-18,0.0,0.0,,-0.3341251956383337,main
10000,100,0.01,1e-05,4,nl,128,1.0,64,A_true,1.1085365793375263e-16,0.0,0.0,,-36.97024796321298,main
10000,100,0.01,1e-05,4,nl,128,1.0,64,A_interval_grad,3.4940540197178444e-19,0.0,0.0,,-0.9986843560796664,main
10000,100,0.01,0.0001,8,lin,128,0.0,64,A_true,1.1091937571804115e-16,0.0,0.0,,-0.4599974549399546,main
10000,100,0.01,0.0001,8,lin,128,0.0,64,A_interval_grad,9.074706766530048e-19,0.0,0.0,,-0.3796177551913928,main
10000,100,0.01,0.0001,8,nl,128,0.0,64,A_true,2.0545502540119646e-16,0.0,0.0,,-0.2203378814115077,main
10000,100,0.01,0.0001,8,nl,128,0.0,64,A_interval_grad,7.65863568842893e-18,0.0,0.0,,-0.1893368706945986,main
10000,100,0.01,0.0001,8,lin,128,1.0,64,A_true,1.1121496515465128e-16,0.0,0.0,,-0.2471731732051607,main
10000,100,0.01,0.0001,8,lin,128,1.0,64,A_interval_grad,1.0786309717968892e-18,0.0,0.0,,-0.2498064133969579,main
10000,100,0.01,0.0001,8,nl,128,1.0,64,A_true,1.108537792381179e-16,0.0,0.0,,-4.069368018677007,main
10000,100,0.01,0.0001,8,nl,128,1.0,64,A_interval_grad,1.0253775121671257e-18,0.0,0.0,,-1.4361159486345616,main
10000,100,0.01,0.0001,4,lin,128,0.0,64,A_true,1.1647836350930066e-16,0.0,0.0,,-0.2141304223584601,main
10000,100,0.01,0.0001,4,lin,128,0.0,64,A_interval_grad,1.0567449549123178e-18,0.0,0.0,,-0.2189241773785895,main
10000,100,0.01,0.0001,4,nl,128,0.0,64,A_true,1.1095391509594187e-16,0.0,0.0,,-0.4886023142394271,main
10000,100,0.01,0.0001,4,nl,128,0.0,64,A_interval_grad,1.2577892457845153e-18,0.0,0.0,,-0.3238322720362019,main
10000,100,0.01,0.0001,4,lin,128,1.0,64,A_true,1.1200028167249131e-16,0.0,0.0,,-0.1849119216472541,main
10000,100,0.01,0.0001,4,lin,128,1.0,64,A_interval_grad,1.3484062901823665e-18,0.0,0.0,,-0.2048434067053497,main
10000,100,0.01,0.0001,4,nl,128,1.0,64,A_true,3.751284474271944e-16,0.0,0.0,,-0.1507140222379568,main
10000,100,0.01,0.0001,4,nl,128,1.0,64,A_interval_grad,8.115895106491354e-18,0.0,0.0,,-0.1284064729640746,main
10000,100,0.01,0.001,8,lin,128,0.0,64,A_true,1.1085383403816441e-16,0.0,0.0,,-0.6829100787480391,main
10000,100,0.01,0.001,8,lin,128,0.0,64,A_interval_grad,1.0184242629974945e-18,0.0,0.0,,-0.6002309761306801,main
10000,100,0.01,0.001,8,nl,128,0.0,64,A_true,1.1085366413229465e-16,0.0,0.0,,-3.4822090341798475,main
10000,100,0.01,0.001,8,nl,128,0.0,64,A_interval_grad,1.1386388640736774e-18,0.0,0.0,,-0.7048459748567064,main
10000,100,0.01,0.001,8,lin,128,1.0,64,A_true,1.1086426973778588e-16,0.0,0.0,,-0.90498590929796,main
10000,100,0.01,0.001,8,lin,128,1.0,64,A_interval_grad,1.1049618246975845e-18,0.0,0.0,,-1.0438749492493558,main
10000,100,0.01,0.001,8,nl,128,1.0,64,A_true,1.1085556769709299e-16,0.0,0.0,,-1.5090293074348162,main
10000,100,0.01,0.001,8,nl,128,1.0,64,A_interval_grad,1.4105835881474737e-18,0.0,0.0,,-0.8493756615606105,main
10000,100,0.01,0.001,4,lin,128,0.0,64,A_true,1.1195177928996003e-16,0.0,0.0,,-0.2022478787542192,main
10000,100,0.01,0.001,4,lin,128,0.0,64,A_interval_grad,1.1996946725181592e-18,0.0,0.0,,-0.1935136775299146,main
10000,100,0.01,0.001,4,nl,128,0.0,64,A_true,1.1096759680083975e-16,0.0,0.0,,-0.3387992225258798,main
10000,100,0.01,0.001,4,nl,128,0.0,64,A_interval_grad,1.1429276383677593e-18,0.0,0.0,,-0.3156281414917858,main
10000,100,0.01,0.001,4,lin,128,1.0,64,A_true,1.189313709384709e-16,0.0,0.0,,-0.3748681475855233,main
10000,100,0.01,0.001,4,lin,128,1.0,64,A_interval_grad,1.3963227662703142e-18,0.0,0.0,,-0.3299602115285005,main
10000,100,0.01,0.001,4,nl,128,1.0,64,A_true,1.108536666709534e-16,0.0,0.0,,-3.346275149218213,main
10000,100,0.01,0.001,4,nl,128,1.0,64,A_interval_grad,1.3240670892561533e-18,0.0,0.0,,-0.3382968918715381,main
10000,100,0.01,0.01,8,lin,128,0.0,64,A_true,1.1085417075197153e-16,0.0,0.0,,-0.2767230397437199,main
10000,100,0.01,0.01,8,lin,128,0.0,64,A_interval_grad,1.03476930337893e-18,0.0,0.0,,-0.2423757565688356,main
10000,100,0.01,0.01,8,nl,128,0.0,64,A_true,1.1163123355395946e-16,0.0,0.0,,-0.1920041687679841,main
10000,100,0.01,0.01,8,nl,128,0.0,64,A_interval_grad,8.764781885718897e-19,0.0,0.0,,-0.1915803595305121,main
10000,100,0.01,0.01,8,lin,128,1.0,64,A_true,1.1085592902364707e-16,0.0,0.0,,-0.2323332189265032,main
10000,100,0.01,0.01,8,lin,128,1.0,64,A_interval_grad,9.152190358004982e-19,0.0,0.0,,-0.2659699919598954,main
10000,100,0.01,0.01,8,nl,128,1.0,64,A_true,1.1085369637479964e-16,0.0,0.0,,-0.5304113347412798,main
10000,100,0.01,0.01,8,nl,128,1.0,64,A_interval_grad,1.740850521191292e-18,0.0,0.0,,-0.6225233449568861,main
10000,100,0.01,0.01,4,lin,128,0.0,64,A_true,1.1085365897775711e-16,0.0,0.0,,-0.912284557289212,main
10000,100,0.01,0.01,4,lin,128,0.0,64,A_interval_grad,1.0514260867854353e-18,0.0,0.0,,-0.6475194657560903,main
10000,100,0.01,0.01,4,nl,128,0.0,64,A_true,1.1085369159435648e-16,0.0,0.0,,-1.5003304198119087,main
10000,100,0.01,0.01,4,nl,128,0.0,64,A_interval_grad,1.153760550361365e-18,0.0,0.0,,-0.4118671852243525,main
10000,100,0.01,0.01,4,lin,128,1.0,64,A_true,1.1085431771092951e-16,0.0,0.0,,-0.2432853947788373,main
10000,100,0.01,0.01,4,lin,128,1.0,64,A_interval_grad,8.881357655216499e-19,0.0,0.0,,-0.2617252362541704,main
10000,100,0.01,0.01,4,nl,128,1.0,64,A_true,1.1085417599885091e-16,0.0,0.0,,-0.2392304898080517,main
10000,100,0.01,0.01,4,nl,128,1.0,64,A_interval_grad,1.2997366383305848e-18,0.0,0.0,,-0.4073158783134791,main
100000,100000,1.0,1e-05,8,lin,128,0.0,24,A_true,4.358418507657693e-14,0.0,0.0,,0.9477952600339052,main
100000,100000,1.0,1e-05,8,lin,128,0.0,24,A_interval_grad,3.8366782485885095e-14,0.0,0.0,,0.9352239612512604,main
100000,100000,1.0,1e-05,8,nl,128,0.0,24,A_true,2.5386279461847274e-13,0.0,0.0,,0.9142800890558616,main
100000,100000,1.0,1e-05,8,nl,128,0.0,24,A_interval_grad,4.5635438666869785e-14,0.0,0.0,,0.9480438696492814,main
100000,100000,1.0,1e-05,8,lin,128,1.0,24,A_true,1.0837445252608596e-13,0.0,0.0,,0.9841950164283754,main
100000,100000,1.0,1e-05,8,lin,128,1.0,24,A_interval_grad,7.386361435540836e-14,0.0,0.0,,0.9671733087705572,main
100000,100000,1.0,1e-05,8,nl,128,1.0,24,A_true,3.371537369629097e-14,0.0,0.0,,-0.0907961003852468,main
100000,100000,1.0,1e-05,8,nl,128,1.0,24,A_interval_grad,4.125398403000112e-14,0.0,0.0,,-0.1337524326949253,main
100000,100000,1.0,1e-05,4,lin,128,0.0,24,A_true,4.2182422432821513e-14,0.0,0.0,,0.95118988045342,main
100000,100000,1.0,1e-05,4,lin,128,0.0,24,A_interval_grad,4.3060368676633134e-14,0.0,0.0,,0.9380598726862364,main
100000,100000,1.0,1e-05,4,nl,128,0.0,24,A_true,1.108536585365853e-16,0.0,0.0,,,main
100000,100000,1.0,1e-05,4,nl,128,0.0,24,A_interval_grad,3.7943634655921456e-14,0.0,0.0,,0.9410510789688245,main
100000,100000,1.0,1e-05,4,lin,128,1.0,24,A_true,1.102862251535381e-13,0.0,0.0,,0.9816584641921812,main
100000,100000,1.0,1e-05,4,lin,128,1.0,24,A_interval_grad,6.677610859194445e-14,0.0,0.0,,0.9620651409505142,main
100000,100000,1.0,1e-05,4,nl,128,1.0,24,A_true,1.1195568393357978e-16,0.0,0.0,,-0.6330910366560465,main
100000,100000,1.0,1e-05,4,nl,128,1.0,24,A_interval_grad,1.3582274037572317e-13,0.0,0.0,,0.8638214673079146,main
100000,100000,1.0,0.0001,8,lin,128,0.0,24,A_true,4.809672094300839e-13,0.0,0.0,,0.8636413103700725,main
100000,100000,1.0,0.0001,8,lin,128,0.0,24,A_interval_grad,5.422352500645756e-13,0.0,0.0,,0.950596136515074,main
100000,100000,1.0,0.0001,8,nl,128,0.0,24,A_true,9.717234738978684e-14,0.0,0.0,,0.882113283290316,main
100000,100000,1.0,0.0001,8,nl,128,0.0,24,A_interval_grad,3.672097754779318e-13,0.0,0.0,,0.9357396455078264,main
100000,100000,1.0,0.0001,8,lin,128,1.0,24,A_true,1.5563867080955285e-12,0.0,0.0,,0.9979984792560116,main
100000,100000,1.0,0.0001,8,lin,128,1.0,24,A_interval_grad,7.045673379204128e-13,0.0,0.0,,0.9638117236468852,main
100000,100000,1.0,0.0001,8,nl,128,1.0,24,A_true,1.601066093242212e-13,0.0,0.0,,0.9325418809491256,main
100000,100000,1.0,0.0001,8,nl,128,1.0,24,A_interval_grad,4.791300583060805e-13,0.0,0.0,,0.8263851841865439,main
100000,100000,1.0,0.0001,4,lin,128,0.0,24,A_true,1.9958149170663763e-13,0.0,0.0,,0.4858093251768399,main
100000,100000,1.0,0.0001,4,lin,128,0.0,24,A_interval_grad,3.541852077485411e-13,0.0,0.0,,0.8953322048649867,main
100000,100000,1.0,0.0001,4,nl,128,0.0,24,A_true,6.166734236706561e-13,0.0,0.0,,0.9977277296735044,main
100000,100000,1.0,0.0001,4,nl,128,0.0,24,A_interval_grad,6.216039391130711e-13,0.0,0.0,,0.9763539185450416,main
100000,100000,1.0,0.0001,4,lin,128,1.0,24,A_true,5.199352815468721e-13,0.0,0.0,,0.8522717377882656,main
100000,100000,1.0,0.0001,4,lin,128,1.0,24,A_interval_grad,3.9349756982065e-13,0.0,0.0,,0.5843657590007116,main
100000,100000,1.0,0.0001,4,nl,128,1.0,24,A_true,2.424944176166332e-14,0.0,0.0,,0.3620529656232025,main
100000,100000,1.0,0.0001,4,nl,128,1.0,24,A_interval_grad,7.521686389707581e-14,0.0,0.0,,0.6448018175931722,main
100000,100000,1.0,0.001,8,lin,128,0.0,24,A_true,5.997191354854487e-12,0.0,0.0,,0.9102316860320792,main
100000,100000,1.0,0.001,8,lin,128,0.0,24,A_interval_grad,8.762000792905371e-12,0.0,0.0,,0.9889193604176244,main
100000,100000,1.0,0.001,8,nl,128,0.0,24,A_true,7.816825652220168e-13,0.0,0.0,,0.7233086740972319,main
100000,100000,1.0,0.001,8,nl,128,0.0,24,A_interval_grad,5.050745182186419e-13,0.0,0.0,,0.467277574711306,main
100000,100000,1.0,0.001,8,lin,128,1.0,24,A_true,1.0648283005177179e-11,0.0,0.0,,0.8598923090320488,main
100000,100000,1.0,0.001,8,lin,128,1.0,24,A_interval_grad,7.601975016108618e-12,0.0,0.0,,0.8196213128504579,main
100000,100000,1.0,0.001,8,nl,128,1.0,24,A_true,2.9212938670986863e-13,0.0,0.0,,-0.095781808343758,main
100000,100000,1.0,0.001,8,nl,128,1.0,24,A_interval_grad,4.789245529872109e-13,0.0,0.0,,-0.1218973599409098,main
100000,100000,1.0,0.001,4,lin,128,0.0,24,A_true,3.739154379808982e-12,0.0,0.0,,0.9874567843188876,main
100000,100000,1.0,0.001,4,lin,128,0.0,24,A_interval_grad,4.104756144806447e-12,0.0,0.0,,0.9707119385412788,main
