d,effective_dim,active_p,Delta,qbits,function_family,group_size,scale_sigma,n_dirs,metric,alpha,beta,gamma,h_star,fit_R2,synthetic_source,window_width_kappa_1p1,rho_min
1000,10,0.01,0.01,8,nl,128,0.0,64,A_interval_grad,9.327531169691505e-19,0.0,0.0,,-1.3953240402195517,main,,0.0014259260546222
1000,10,0.01,0.01,8,lin,128,1.0,64,A_true,1.108537654448735e-16,0.0,0.0,,-0.1852996398507358,main,0.0,1.4198346184687598e-05
1000,10,0.01,0.01,8,lin,128,1.0,64,A_interval_grad,1.4512145606587805e-18,0.0,0.0,,-0.1675411734402108,main,,1.4198346184687598e-05
1000,10,0.01,0.01,8,nl,128,1.0,64,A_true,1.1124941239422247e-16,0.0,0.0,,-0.1741988190270709,main,0.5228787452803376,0.0003941395949556
1000,10,0.01,0.01,8,nl,128,1.0,64,A_interval_grad,3.684635799872141e-19,0.0,0.0,,-0.3176355779503395,main,,0.0003941395949556
1000,10,0.01,0.01,4,lin,128,0.0,64,A_true,1.1085365855813912e-16,0.0,0.0,,-2.782571382317907,main,0.0,0.000151824452591
1000,10,0.01,0.01,4,lin,128,0.0,64,A_interval_grad,1.0443072089927245e-18,0.0,0.0,,-3.162101401492192,main,,0.000151824452591
1000,10,0.01,0.01,4,nl,128,0.0,64,A_true,1.1086592371915788e-16,0.0,0.0,,-0.292871731765371,main,0.0,0.0087222161589788
1000,10,0.01,0.01,4,nl,128,0.0,64,A_interval_grad,3.2479134104482167e-18,0.0,0.0,,-0.2589259944180955,main,,0.0087222161589788
1000,10,0.01,0.01,4,lin,128,1.0,64,A_true,1.1085365853637363e-16,0.0,0.0,,-5.624607038295677,main,0.0,0.0011980216734187
1000,10,0.01,0.01,4,lin,128,1.0,64,A_interval_grad,2.083417882447913e-18,0.0,0.0,,-5.463230360873727,main,,0.0011980216734187
1000,10,0.01,0.01,4,nl,128,1.0,64,A_true,1.1085365853594247e-16,0.0,0.0,,-6.489790461731093,main,0.0,0.0057004063876131
1000,10,0.01,0.01,4,nl,128,1.0,64,A_interval_grad,3.258544235255472e-18,0.0,0.0,,-1.771164236153297,main,,0.0057004063876131
10000,10000,1.0,1e-05,8,lin,128,0.0,64,A_true,2.8143807781955864e-14,0.0,0.0,,0.8478090785165081,main,0.4771212547196624,0.0003259540153491
10000,10000,1.0,1e-05,8,lin,128,0.0,64,A_interval_grad,3.7869930414067744e-14,0.0,0.0,,0.9182517398963638,main,,0.0003259540153491
10000,10000,1.0,1e-05,8,nl,128,0.0,64,A_true,6.18078405444402e-14,0.0,0.0,,0.376876314248953,main,0.0,0.2077369183634267
10000,10000,1.0,1e-05,8,nl,128,0.0,64,A_interval_grad,2.17877869866561e-14,0.0,0.0,,0.8509135168244489,main,,0.2077369183634267
10000,10000,1.0,1e-05,8,lin,128,1.0,64,A_true,2.2622199040285184e-14,0.0,0.0,,0.8641573026965569,main,0.0,0.0018673722280516
10000,10000,1.0,1e-05,8,lin,128,1.0,64,A_interval_grad,2.1658654541097465e-14,0.0,0.0,,0.7700137692397596,main,,0.0018673722280516
10000,10000,1.0,1e-05,8,nl,128,1.0,64,A_true,3.7568304338756187e-13,0.0,0.0,,0.9810569808543036,main,0.0,0.2663513529318302
10000,10000,1.0,1e-05,8,nl,128,1.0,64,A_interval_grad,1.730916965199391e-12,0.0,0.0,,0.9967262966306568,main,,0.2663513529318302
10000,10000,1.0,1e-05,4,lin,128,0.0,64,A_true,3.609354766710264e-14,0.0,0.0,,0.9349452797805584,main,0.0,0.011992880335466
10000,10000,1.0,1e-05,4,lin,128,0.0,64,A_interval_grad,4.358261751129063e-14,0.0,0.0,,0.9597710762235124,main,,0.011992880335466
10000,10000,1.0,1e-05,4,nl,128,0.0,64,A_true,1.108536585365853e-16,0.0,0.0,,,main,7.0,0.7569139999131632
10000,10000,1.0,1e-05,4,nl,128,0.0,64,A_interval_grad,3.6847068754572637e-14,0.0,0.0,,0.8767214710753084,main,,0.7569139999131632
10000,10000,1.0,1e-05,4,lin,128,1.0,64,A_true,1.1091761062863345e-13,0.0,0.0,,0.9096087578402802,main,0.0,0.1282097067449006
10000,10000,1.0,1e-05,4,lin,128,1.0,64,A_interval_grad,7.937307799555916e-14,0.0,0.0,,0.7925872573671308,main,,0.1282097067449006
10000,10000,1.0,1e-05,4,nl,128,1.0,64,A_true,2.272505929427337e-16,0.0,0.0,,-0.1848189729620655,main,0.0,0.5816616702880198
10000,10000,1.0,1e-05,4,nl,128,1.0,64,A_interval_grad,1.6049180188790912e-14,0.0,0.0,,-0.1111826094130812,main,,0.5816616702880198
10000,10000,1.0,0.0001,8,lin,128,0.0,64,A_true,4.613345691635946e-13,0.0,0.0,,0.9546396261071448,main,0.0,0.0003067464971585
10000,10000,1.0,0.0001,8,lin,128,0.0,64,A_interval_grad,6.947775253951442e-13,0.0,0.0,,0.9860674110889482,main,,0.0003067464971585
10000,10000,1.0,0.0001,8,nl,128,0.0,64,A_true,4.144206932111007e-13,0.0,0.0,,0.9979192664947052,main,1.0,0.2006706865725688
10000,10000,1.0,0.0001,8,nl,128,0.0,64,A_interval_grad,1.82560756104323e-12,0.0,0.0,,0.9965739829449084,main,,0.2006706865725688
10000,10000,1.0,0.0001,8,lin,128,1.0,64,A_true,7.0826343938619866e-15,0.0,0.0,,-0.2683674494907142,main,0.0,0.0058281515305539
10000,10000,1.0,0.0001,8,lin,128,1.0,64,A_interval_grad,7.306202606788774e-15,0.0,0.0,,-0.2891746396594803,main,,0.0058281515305539
10000,10000,1.0,0.0001,8,nl,128,1.0,64,A_true,2.0483093629668405e-13,0.0,0.0,,0.8623151727383007,main,0.4771212547196624,0.2216951163423559
10000,10000,1.0,0.0001,8,nl,128,1.0,64,A_interval_grad,1.0714456550715489e-13,0.0,0.0,,0.6454674267411846,main,,0.2216951163423559
10000,10000,1.0,0.0001,4,lin,128,0.0,64,A_true,2.9304534345607415e-13,0.0,0.0,,0.8826136422450148,main,0.0,0.013275809768085
10000,10000,1.0,0.0001,4,lin,128,0.0,64,A_interval_grad,2.269390250660409e-13,0.0,0.0,,0.8501041962202043,main,,0.013275809768085
10000,10000,1.0,0.0001,4,nl,128,0.0,64,A_true,1.4443272635064943e-14,0.0,0.0,,-0.1864522090364848,main,0.0,0.2806734040649962
10000,10000,1.0,0.0001,4,nl,128,0.0,64,A_interval_grad,4.300987435393592e-14,0.0,0.0,,-0.0813733572542407,main,,0.2806734040649962
10000,10000,1.0,0.0001,4,lin,128,1.0,64,A_true,5.333087140222053e-13,0.0,0.0,,0.3384507017963197,main,0.0,0.1452373944598148
10000,10000,1.0,0.0001,4,lin,128,1.0,64,A_interval_grad,4.77365372323093e-13,0.0,0.0,,0.3114179126178835,main,,0.1452373944598148
10000,10000,1.0,0.0001,4,nl,128,1.0,64,A_true,1.4433260606994165e-14,0.0,0.0,,-0.2188928525739886,main,0.0,0.2943073772939772
10000,10000,1.0,0.0001,4,nl,128,1.0,64,A_interval_grad,8.877850721896844e-15,0.0,0.0,,-0.2568525180035985,main,,0.2943073772939772
10000,10000,1.0,0.001,8,lin,128,0.0,64,A_true,8.485637631022954e-15,0.0,0.0,,-0.1867766277734535,main,0.0,0.0002814823912235
10000,10000,1.0,0.001,8,lin,128,0.0,64,A_interval_grad,7.946966225662455e-15,0.0,0.0,,-0.1774364781930362,main,,0.0002814823912235
10000,10000,1.0,0.001,8,nl,128,0.0,64,A_true,2.899472074743575e-13,0.0,0.0,,-0.1440984234219842,main,0.0,0.1762769851189135
10000,10000,1.0,0.001,8,nl,128,0.0,64,A_interval_grad,9.730626723366826e-13,0.0,0.0,,-0.1171834488663903,main,,0.1762769851189135
10000,10000,1.0,0.001,8,lin,128,1.0,64,A_true,8.553563650785186e-14,0.0,0.0,,-0.1198102042169646,main,0.0,0.0074907647812801
10000,10000,1.0,0.001,8,lin,128,1.0,64,A_interval_grad,7.617328096892028e-14,0.0,0.0,,-0.1284105493425871,main,,0.0074907647812801
10000,10000,1.0,0.001,8,nl,128,1.0,64,A_true,1.4767563876885034e-16,0.0,0.0,,-0.3351739878599729,main,1.0,0.2020488982317458
10000,10000,1.0,0.001,8,nl,128,1.0,64,A_interval_grad,1.6446101279594058e-16,0.0,0.0,,-0.2105840452830394,main,,0.2020488982317458
10000,10000,1.0,0.001,4,lin,128,0.0,64,A_true,6.531503410623915e-16,0.0,0.0,,-0.3068834055864546,main,0.0,0.0096999269954019
10000,10000,1.0,0.001,4,lin,128,0.0,64,A_interval_grad,6.897457748508402e-16,0.0,0.0,,-0.2862096516435346,main,,0.0096999269954019
10000,10000,1.0,0.001,4,nl,128,0.0,64,A_true,2.9773232763725285e-12,0.0,0.0,,0.9968221141643148,main,0.0,0.2807889026030933
10000,10000,1.0,0.001,4,nl,128,0.0,64,A_interval_grad,1.4484095319772998e-12,0.0,0.0,,0.981674308842536,main,,0.2807889026030933
10000,10000,1.0,0.001,4,lin,128,1.0,64,A_true,8.606053605715819e-14,0.0,0.0,,-0.2272570795321582,main,0.0,0.0716068196499798
10000,10000,1.0,0.001,4,lin,128,1.0,64,A_interval_grad,6.00062064745024e-14,0.0,0.0,,-0.2517804553991305,main,,0.0716068196499798
10000,10000,1.0,0.001,4,nl,128,1.0,64,A_true,3.799459479121887e-14,0.0,0.0,,-0.1453177969293952,main,0.0,0.2194046094197745
10000,10000,1.0,0.001,4,nl,128,1.0,64,A_interval_grad,3.354633768675155e-13,0.0,0.0,,-0.1134614795613482,main,,0.2194046094197745
10000,10000,1.0,0.01,8,lin,128,0.0,64,A_true,8.960146378598597e-15,0.0,0.0,,-0.6096682781442426,main,0.0,0.0005062779260584
10000,10000,1.0,0.01,8,lin,128,0.0,64,A_interval_grad,8.827965568582858e-15,0.0,0.0,,-0.6330346582025455,main,,0.0005062779260584
10000,10000,1.0,0.01,8,nl,128,0.0,64,A_true,1.3235198630044406e-16,0.0,0.0,,-0.2207663113231397,main,1.0,0.1793604747396612
10000,10000,1.0,0.01,8,nl,128,0.0,64,A_interval_grad,1.3579746710153422e-16,0.0,0.0,,-0.2588849732748772,main,,0.1793604747396612
10000,10000,1.0,0.01,8,lin,128,1.0,64,A_true,1.3020354971829348e-16,0.0,0.0,,-0.1925948163251487,main,0.0,0.0104207675448962
10000,10000,1.0,0.01,8,lin,128,1.0,64,A_interval_grad,1.351509780722663e-16,0.0,0.0,,-0.1667275118654874,main,,0.0104207675448962
10000,10000,1.0,0.01,8,nl,128,1.0,64,A_true,1.1562869955459679e-16,0.0,0.0,,-0.3311569547619282,main,0.0,0.2539937051501085
10000,10000,1.0,0.01,8,nl,128,1.0,64,A_interval_grad,1.1647060099807795e-16,0.0,0.0,,-0.3409482959202712,main,,0.2539937051501085
10000,10000,1.0,0.01,4,lin,128,0.0,64,A_true,3.925522458941479e-16,0.0,0.0,,-0.2699946468680012,main,0.0,0.0094666767923382
10000,10000,1.0,0.01,4,lin,128,0.0,64,A_interval_grad,3.4605887932112046e-16,0.0,0.0,,-0.2724997001772511,main,,0.0094666767923382
10000,10000,1.0,0.01,4,nl,128,0.0,64,A_true,1.200995964664893e-16,0.0,0.0,,-0.3222249452103598,main,0.0,0.2345548887106764
10000,10000,1.0,0.01,4,nl,128,0.0,64,A_interval_grad,1.307570292422578e-16,0.0,0.0,,-0.2625590659757251,main,,0.2345548887106764
10000,10000,1.0,0.01,4,lin,128,1.0,64,A_true,2.437521146370659e-13,0.0,0.0,,-0.1286158130295969,main,0.4771212547196624,0.0898376449913464
10000,10000,1.0,0.01,4,lin,128,1.0,64,A_interval_grad,2.596543048413212e-13,0.0,0.0,,-0.1290486722603463,main,,0.0898376449913464
10000,10000,1.0,0.01,4,nl,128,1.0,64,A_true,8.290815553624422e-16,0.0,0.0,,-0.2071513982456068,main,0.0,0.4387778400994062
10000,10000,1.0,0.01,4,nl,128,1.0,64,A_interval_grad,1.5764237663451126e-15,0.0,0.0,,-0.2066337161458433,main,,0.4387778400994062
10000,1000,0.1,1e-05,8,lin,128,0.0,64,A_true,6.292535887519632e-14,0.0,0.0,,0.8856412791357873,main,0.0,2.8674682660717923e-05
10000,1000,0.1,1e-05,8,lin,128,0.0,64,A_interval_grad,4.943488522672778e-15,0.0,0.0,,0.8831959796659342,main,,2.8674682660717923e-05
10000,1000,0.1,1e-05,8,nl,128,0.0,64,A_true,1.142562214901789e-16,0.0,0.0,,-0.2776228964236409,main,0.4771212547196624,0.0287397841292007
10000,1000,0.1,1e-05,8,nl,128,0.0,64,A_interval_grad,1.6560811299592037e-15,0.0,0.0,,0.9526184428154688,main,,0.0287397841292007
10000,1000,0.1,1e-05,8,lin,128,1.0,64,A_true,5.5010998705358955e-15,0.0,0.0,,-0.0596015192798222,main,0.0,0.0010605930923775
10000,1000,0.1,1e-05,8,lin,128,1.0,64,A_interval_grad,7.364407210803511e-16,0.0,0.0,,0.1444565981695088,main,,0.0010605930923775
10000,1000,0.1,1e-05,8,nl,128,1.0,64,A_true,1.1376186986923655e-16,0.0,0.0,,-0.552620437885051,main,0.0,0.0152304991549445
10000,1000,0.1,1e-05,8,nl,128,1.0,64,A_interval_grad,2.9022713572480806e-17,0.0,0.0,,-0.6439754139373752,main,,0.0152304991549445
10000,1000,0.1,1e-05,4,lin,128,0.0,64,A_true,9.45151482022046e-15,0.0,0.0,,0.5717489579882333,main,0.0,0.0009091364492294
10000,1000,0.1,1e-05,4,lin,128,0.0,64,A_interval_grad,8.67232181923867e-16,0.0,0.0,,0.5163690858926115,main,,0.0009091364492294
10000,1000,0.1,1e-05,4,nl,128,0.0,64,A_true,1.108536585365853e-16,0.0,0.0,,,main,7.0,0.069463756132741
10000,1000,0.1,1e-05,4,nl,128,0.0,64,A_interval_grad,7.926654755035224e-16,0.0,0.0,,0.1723611663976698,main,,0.069463756132741
10000,1000,0.1,1e-05,4,lin,128,1.0,64,A_true,3.29429156485786e-15,0.0,0.0,,-0.1792275535479446,main,0.0,0.0157712119942495
10000,1000,0.1,1e-05,4,lin,128,1.0,64,A_interval_grad,2.989530981368824e-16,0.0,0.0,,-0.1979723597931695,main,,0.0157712119942495
10000,1000,0.1,1e-05,4,nl,128,1.0,64,A_true,1.1085365744481571e-16,0.0,0.0,,-71.73980002158146,main,0.0,0.055268277442856
10000,1000,0.1,1e-05,4,nl,128,1.0,64,A_interval_grad,3.6198325672383953e-16,0.0,0.0,,0.2587795357528758,main,,0.055268277442856
10000,1000,0.1,0.0001,8,lin,128,0.0,64,A_true,7.474834985800798e-14,0.0,0.0,,0.257141274951955,main,0.0,4.410598214935304e-05
10000,1000,0.1,0.0001,8,lin,128,0.0,64,A_interval_grad,6.3678931619419125e-15,0.0,0.0,,0.211608527239041,main,,4.410598214935304e-05
10000,1000,0.1,0.0001,8,nl,128,0.0,64,A_true,1.4108068130415097e-15,0.0,0.0,,-0.1841411366518537,main,1.4771212547196624,0.0203370602010995
10000,1000,0.1,0.0001,8,nl,128,0.0,64,A_interval_grad,2.478780960265601e-16,0.0,0.0,,-0.198847061163891,main,,0.0203370602010995
10000,1000,0.1,0.0001,8,lin,128,1.0,64,A_true,1.7185781078678885e-13,0.0,0.0,,-0.1540104454477062,main,0.0,0.000478171092724
10000,1000,0.1,0.0001,8,lin,128,1.0,64,A_interval_grad,2.0297240423257356e-14,0.0,0.0,,-0.1404196951142982,main,,0.000478171092724
10000,1000,0.1,0.0001,8,nl,128,1.0,64,A_true,1.1305675857800328e-16,0.0,0.0,,-0.7526903724347207,main,0.0,0.030590790369447
10000,1000,0.1,0.0001,8,nl,128,1.0,64,A_interval_grad,1.3550624856434801e-17,0.0,0.0,,-0.8593424742779461,main,,0.030590790369447
10000,1000,0.1,0.0001,4,lin,128,0.0,64,A_true,3.200808266677225e-13,0.0,0.0,,0.0121566623845286,main,0.0,0.0014262618974507
10000,1000,0.1,0.0001,4,lin,128,0.0,64,A_interval_grad,3.1788111614262866e-14,0.0,0.0,,0.0124824805870764,main,,0.0014262618974507
10000,1000,0.1,0.0001,4,nl,128,0.0,64,A_true,1.126376401130201e-16,0.0,0.0,,-0.3951310266818491,main,0.0,0.0267903476677183
10000,1000,0.1,0.0001,4,nl,128,0.0,64,A_interval_grad,1.1266936058718118e-14,0.0,0.0,,-0.0119946777335961,main,,0.0267903476677183
10000,1000,0.1,0.0001,4,lin,128,1.0,64,A_true,1.3692859489888474e-16,0.0,0.0,,-0.6522576468108141,main,0.0,0.0093545073644047
10000,1000,0.1,0.0001,4,lin,128,1.0,64,A_interval_grad,1.3037069203144369e-17,0.0,0.0,,-0.6531520022099968,main,,0.0093545073644047
10000,1000,0.1,0.0001,4,nl,128,1.0,64,A_true,5.0084230821638325e-15,0.0,0.0,,-0.1499628115513327,main,0.0,0.0251055211196522
10000,1000,0.1,0.0001,4,nl,128,1.0,64,A_interval_grad,3.5251466913195036e-16,0.0,0.0,,-0.1870398570100939,main,,0.0251055211196522
10000,1000,0.1,0.001,8,lin,128,0.0,64,A_true,1.1195756254503619e-16,0.0,0.0,,-0.2769834830237732,main,0.0,2.363511251717753e-05
10000,1000,0.1,0.001,8,lin,128,0.0,64,A_interval_grad,1.2048297745006429e-17,0.0,0.0,,-0.2847254821161109,main,,2.363511251717753e-05
10000,1000,0.1,0.001,8,nl,128,0.0,64,A_true,1.1266322754405382e-16,0.0,0.0,,-0.1562458734201353,main,0.4771212547196624,0.0149585255229383
10000,1000,0.1,0.001,8,nl,128,0.0,64,A_interval_grad,9.977505251979394e-18,0.0,0.0,,-0.2353737549693324,main,,0.0149585255229383
10000,1000,0.1,0.001,8,lin,128,1.0,64,A_true,1.129538051738252e-16,0.0,0.0,,-0.3238894149575944,main,0.0,0.0003320104633576
10000,1000,0.1,0.001,8,lin,128,1.0,64,A_interval_grad,1.197722833644066e-17,0.0,0.0,,-0.3473046627497578,main,,0.0003320104633576
10000,1000,0.1,0.001,8,nl,128,1.0,64,A_true,1.1089028984262596e-16,0.0,0.0,,-0.5762773363542621,main,0.0,0.0157481784156316
10000,1000,0.1,0.001,8,nl,128,1.0,64,A_interval_grad,1.0614306900085325e-17,0.0,0.0,,-0.5760134883497459,main,,0.0157481784156316
10000,1000,0.1,0.001,4,lin,128,0.0,64,A_true,1.109863908146512e-16,0.0,0.0,,-0.4482367409958496,main,0.0,0.0012061062784518
10000,1000,0.1,0.001,4,lin,128,0.0,64,A_interval_grad,1.1636967452084577e-17,0.0,0.0,,-0.3709277171395646,main,,0.0012061062784518
10000,1000,0.1,0.001,4,nl,128,0.0,64,A_true,5.6523783596821215e-15,0.0,0.0,,-0.1719341648218941,main,0.0,0.0198339369503199
10000,1000,0.1,0.001,4,nl,128,0.0,64,A_interval_grad,1.0037335262144671e-15,0.0,0.0,,-0.1625553187943902,main,,0.0198339369503199
10000,1000,0.1,0.001,4,lin,128,1.0,64,A_true,2.440003029486476e-13,0.0,0.0,,0.6616748394487706,main,0.0,0.0133866340278472
10000,1000,0.1,0.001,4,lin,128,1.0,64,A_interval_grad,2.457925707540208e-14,0.0,0.0,,0.547202091194624,main,,0.0133866340278472
10000,1000,0.1,0.001,4,nl,128,1.0,64,A_true,4.454786623475029e-15,0.0,0.0,,-0.0977119690962118,main,0.0,0.0305294301773049
10000,1000,0.1,0.001,4,nl,128,1.0,64,A_interval_grad,3.947680659489893e-16,0.0,0.0,,-0.1136466889176524,main,,0.0305294301773049
10000,1000,0.1,0.01,8,lin,128,0.0,64,A_true,1.1307042772549261e-16,0.0,0.0,,-0.1219474905672111,main,0.0,3.682691353269769e-05
10000,1000,0.1,0.01,8,lin,128,0.0,64,A_interval_grad,1.0324721739784865e-17,0.0,0.0,,-0.1208843914461452,main,,3.682691353269769e-05
10000,1000,0.1,0.01,8,nl,128,0.0,64,A_true,1.1085700930993616e-16,0.0,0.0,,-0.3551350956093979,main,1.0,0.021795590921357
10000,1000,0.1,0.01,8,nl,128,0.0,64,A_interval_grad,1.1449603597724152e-17,0.0,0.0,,-0.2889421077201572,main,,0.021795590921357
10000,1000,0.1,0.01,8,lin,128,1.0,64,A_true,1.1114232881285894e-16,0.0,0.0,,-0.2436358167381227,main,0.0,0.000475855535954
10000,1000,0.1,0.01,8,lin,128,1.0,64,A_interval_grad,1.0881557347651493e-17,0.0,0.0,,-0.2446397826383552,main,,0.000475855535954
10000,1000,0.1,0.01,8,nl,128,1.0,64,A_true,1.108936832898653e-16,0.0,0.0,,-0.2470045286300395,main,0.0,0.0230880514034917
10000,1000,0.1,0.01,8,nl,128,1.0,64,A_interval_grad,1.1547579555314438e-17,0.0,0.0,,-0.2046719736160231,main,,0.0230880514034917
10000,1000,0.1,0.01,4,lin,128,0.0,64,A_true,1.1087551881249612e-16,0.0,0.0,,-0.1682895094621006,main,0.0,0.0010469871710874
10000,1000,0.1,0.01,4,lin,128,0.0,64,A_interval_grad,1.0410174260691476e-17,0.0,0.0,,-0.1890964448673153,main,,0.0010469871710874
10000,1000,0.1,0.01,4,nl,128,0.0,64,A_true,1.1086114005367727e-16,0.0,0.0,,-0.2444738308073595,main,0.0,0.0287409786684935
10000,1000,0.1,0.01,4,nl,128,0.0,64,A_interval_grad,1.0756275545625441e-17,0.0,0.0,,-0.2959103898352822,main,,0.0287409786684935
10000,1000,0.1,0.01,4,lin,128,1.0,64,A_true,1.2714735877620003e-16,0.0,0.0,,-0.1434537540882179,main,0.0,0.0059117189083881
10000,1000,0.1,0.01,4,lin,128,1.0,64,A_interval_grad,1.3786036836163897e-17,0.0,0.0,,-0.1372266898180409,main,,0.0059117189083881
10000,1000,0.1,0.01,4,nl,128,1.0,64,A_true,1.1090357928107595e-16,0.0,0.0,,-0.2113053209529918,main,0.0,0.0592757433537745
10000,1000,0.1,0.01,4,nl,128,1.0,64,A_interval_grad,1.9250498514848978e-17,0.0,0.0,,-0.2713975385366285,main,,0.0592757433537745
10000,100,0.01,1e-05,8,lin,128,0.0,64,A_true,3.639760080375137e-14,0.0,0.0,,0.9782005707140506,main,0.0,1.8585904522899675e-06
10000,100,0.01,1e-05,8,lin,128,0.0,64,A_interval_grad,2.37348074580361e-16,0.0,0.0,,0.9579200720189236,main,,1.8585904522899675e-06
10000,100,0.01,1e-05,8,nl,128,0.0,64,A_true,1.1086474868829964e-16,0.0,0.0,,-1.1712981640004134,main,0.0,0.0022014196006472
10000,100,0.01,1e-05,8,nl,128,0.0,64,A_interval_grad,1.8392121071992854e-18,0.0,0.0,,-0.1392628990615467,main,,0.0022014196006472
10000,100,0.01,1e-05,8,lin,128,1.0,64,A_true,2.3589618553520242e-14,0.0,0.0,,0.9975314844948532,main,0.0,3.120693627635088e-05
10000,100,0.01,1e-05,8,lin,128,1.0,64,A_interval_grad,2.547942683464638e-16,0.0,0.0,,0.9980653384422478,main,,3.120693627635088e-05
10000,100,0.01,1e-05,8,nl,128,1.0,64,A_true,1.2209063153772842e-14,0.0,0.0,,-0.1145663480322825,main,0.4771212547196624,0.0048069858127356
10000,100,0.01,1e-05,8,nl,128,1.0,64,A_interval_grad,3.7299883641196484e-16,0.0,0.0,,-0.1052342143284863,main,,0.0048069858127356
10000,100,0.01,1e-05,4,lin,128,0.0,64,A_true,1.1795607575672992e-16,0.0,0.0,,-0.4105119000912089,main,0.0,8.919817496369316e-05
10000,100,0.01,1e-05,4,lin,128,0.0,64,A_interval_grad,1.089689105544417e-18,0.0,0.0,,-0.4814653687024173,main,,8.919817496369316e-05
10000,100,0.01,1e-05,4,nl,128,0.0,64,A_true,1.108536585365853e-16,0.0,0.0,,,main,7.0,0.0058690426831394
10000,100,0.01,1e-05,4,nl,128,0.0,64,A_interval_grad,1.0099417691608189e-18,0.0,0.0,,-1.1290856818249004,main,,0.0058690426831394
10000,100,0.01,1e-05,4,lin,128,1.0,64,A_true,1.274303982803896e-16,0.0,0.0,,-0.2984734490511957,main,0.0,0.0007060950322537
10000,100,0.01,1e-05,4,lin,128,1.0,64,A_interval_grad,1.1741620763949912e-18,0.0,0.0,,-0.3341251956383337,main,,0.0007060950322537
10000,100,0.01,1e-05,4,nl,128,1.0,64,A_true,1.1085365793375263e-16,0.0,0.0,,-36.97024796321298,main,0.0,0.001687836113865
10000,100,0.01,1e-05,4,nl,128,1.0,64,A_interval_grad,3.4940540197178444e-19,0.0,0.0,,-0.9986843560796664,main,,0.001687836113865
10000,100,0.01,0.0001,8,lin,128,0.0,64,A_true,1.1091937571804115e-16,0.0,0.0,,-0.4599974549399546,main,0.0,3.738855153005058e-06
10000,100,0.01,0.0001,8,lin,128,0.0,64,A_interval_grad,9.074706766530048e-19,0.0,0.0,,-0.3796177551913928,main,,3.738855153005058e-06
10000,100,0.01,0.0001,8,nl,128,0.0,64,A_true,2.0545502540119646e-16,0.0,0.0,,-0.2203378814115077,main,1.0,0.0021381294626005
10000,100,0.01,0.0001,8,nl,128,0.0,64,A_interval_grad,7.65863568842893e-18,0.0,0.0,,-0.1893368706945986,main,,0.0021381294626005
10000,100,0.01,0.0001,8,lin,128,1.0,64,A_true,1.1121496515465128e-16,0.0,0.0,,-0.2471731732051607,main,0.0,4.391781273644254e-05
10000,100,0.01,0.0001,8,lin,128,1.0,64,A_interval_grad,1.0786309717968892e-18,0.0,0.0,,-0.2498064133969579,main,,4.391781273644254e-05
10000,100,0.01,0.0001,8,nl,128,1.0,64,A_true,1.108537792381179e-16,0.0,0.0,,-4.069368018677007,main,1.0,0.001680032418584
10000,100,0.01,0.0001,8,nl,128,1.0,64,A_interval_grad,1.0253775121671257e-18,0.0,0.0,,-1.4361159486345616,main,,0.001680032418584
10000,100,0.01,0.0001,4,lin,128,0.0,64,A_true,1.1647836350930066e-16,0.0,0.0,,-0.2141304223584601,main,0.0,8.905677204619781e-05
10000,100,0.01,0.0001,4,lin,128,0.0,64,A_interval_grad,1.0567449549123178e-18,0.0,0.0,,-0.2189241773785895,main,,8.905677204619781e-05
10000,100,0.01,0.0001,4,nl,128,0.0,64,A_true,1.1095391509594187e-16,0.0,0.0,,-0.4886023142394271,main,0.0,0.0024358126318444
10000,100,0.01,0.0001,4,nl,128,0.0,64,A_interval_grad,1.2577892457845153e-18,0.0,0.0,,-0.3238322720362019,main,,0.0024358126318444
10000,100,0.01,0.0001,4,lin,128,1.0,64,A_true,1.1200028167249131e-16,0.0,0.0,,-0.1849119216472541,main,0.0,0.0006397682327214
10000,100,0.01,0.0001,4,lin,128,1.0,64,A_interval_grad,1.3484062901823665e-18,0.0,0.0,,-0.2048434067053497,main,,0.0006397682327214
10000,100,0.01,0.0001,4,nl,128,1.0,64,A_true,3.7512844742719443e-16,0.0,0.0,,-0.1507140222379568,main,0.0,0.004403072592829
10000,100,0.01,0.0001,4,nl,128,1.0,64,A_interval_grad,8.115895106491354e-18,0.0,0.0,,-0.1284064729640746,main,,0.004403072592829
10000,100,0.01,0.001,8,lin,128,0.0,64,A_true,1.108538340381644e-16,0.0,0.0,,-0.6829100787480391,main,0.0,2.9170142802435143e-06
10000,100,0.01,0.001,8,lin,128,0.0,64,A_interval_grad,1.0184242629974945e-18,0.0,0.0,,-0.6002309761306801,main,,2.9170142802435143e-06
10000,100,0.01,0.001,8,nl,128,0.0,64,A_true,1.1085366413229464e-16,0.0,0.0,,-3.4822090341798475,main,0.0,0.0020668361172495
10000,100,0.01,0.001,8,nl,128,0.0,64,A_interval_grad,1.1386388640736774e-18,0.0,0.0,,-0.7048459748567064,main,,0.0020668361172495
10000,100,0.01,0.001,8,lin,128,1.0,64,A_true,1.1086426973778588e-16,0.0,0.0,,-0.90498590929796,main,0.0,2.164047434383611e-05
10000,100,0.01,0.001,8,lin,128,1.0,64,A_interval_grad,1.1049618246975845e-18,0.0,0.0,,-1.0438749492493558,main,,2.164047434383611e-05
10000,100,0.01,0.001,8,nl,128,1.0,64,A_true,1.1085556769709299e-16,0.0,0.0,,-1.5090293074348162,main,0.4771212547196624,0.0029562021443073
